ClassificationAUC	AUCLower	AUCUpper	Brier	PermutationP	RegressionRMSE	RegressionMAE	RegressionR2	ApparentRegressionR2
0.9947753396029259	0.9843260188087775	1	0.036117950650797086	0.0196078431372549	0.30608773296463626	0.24760843402639846	0.43581753773392307	0.9160428529567636
