PrevalenceThreshold	MinimumSamples	Features	PureEdaphicAdjustedR2	PureGroupAdjustedR2	SharedAdjustedR2	UnexplainedAdjustedR2	EdaphicMantelRho	EdaphicMantelP	Primary
0	1	13628	0.09554094044209027	0.1126495776163634	0.07035764199514116	0.7214518399464052	0.32905790976606103	0.001	FALSE
0.05	5	11113	0.09673210232139029	0.11404958577479929	0.07096357603778314	0.7182547358660273	0.3318957450036113	0.001	TRUE
0.1	9	9043	0.09865474928522955	0.11643741678875064	0.07245623009631663	0.7124516038297032	0.336170457988854	0.001	FALSE
0.2	18	5700	0.10303683804281005	0.12313875217855308	0.07732894413765046	0.6964954656409864	0.3404245540081113	0.001	FALSE
