Metric	Minimum	Median	Maximum	WithinMedian	BetweenMedian	BetweenWithinRatio
Bray-Curtis	0.0705	0.98776	0.99916	0.9271	0.9896	1.0674145183906807
Jaccard	0.484984984984985	0.9227027027027027	0.985620377978636	0.8438425730004232	0.9278044774136452	1.0994994885298113
Unweighted UniFrac	0.38147172819647224	0.7856390181073768	0.9214849845249463	0.709653416854515	0.7917972143364023	1.1157519931996993
Weighted UniFrac	0.01842161681888828	0.4436250860860204	0.6211718587222961	0.3673293099899921	0.45019548156287836	1.2255909597171648
Aitchison	71.83231858650088	211.72100148748768	329.0834405628166	165.22244459206775	224.92821752821146	1.3613659940909153
Robust Aitchison	0.12847246552	1.951119003923	4.661689223756	1.405098613511	2.5915696358955	1.844404094471204
