asset	path	bytes	observed_sha256	expected_sha256	status
otutab	<PROJECT_ROOT>/data/small/beta-distances/otutab.tsv	1164612	727073a3f26aff6730ad54b55c11e1d52bd5d3d34f99dbf75d125d2e84d9722d	727073a3f26aff6730ad54b55c11e1d52bd5d3d34f99dbf75d125d2e84d9722d	PASS
taxonomy	<PROJECT_ROOT>/data/small/beta-distances/taxonomy.tsv	1486290	1189e6e2a02474a665283f6b9962ec25716b6c7faf66011a6506e87a69ddf0ff	1189e6e2a02474a665283f6b9962ec25716b6c7faf66011a6506e87a69ddf0ff	PASS
metadata	<PROJECT_ROOT>/data/small/beta-distances/metadata.tsv	2569	c708b3b89edbb26a4aab26b5e575cdefef1eae28b9b7f93cea5f8f2edfc94221	c708b3b89edbb26a4aab26b5e575cdefef1eae28b9b7f93cea5f8f2edfc94221	PASS
tree	<PROJECT_ROOT>/data/small/beta-distances/rooted-tree.nwk.gz	238339	535f512b3018da462a416b8f04ef36369bf1c1e383510494a790508361fc8c15	535f512b3018da462a416b8f04ef36369bf1c1e383510494a790508361fc8c15	PASS
source_summary	<PROJECT_ROOT>/data/small/beta-distances/source-summary.json	1867	fac90c60d56ad18361145b46854cd7090b3fb1436e78a14017211ec13e41c94a	fac90c60d56ad18361145b46854cd7090b3fb1436e78a14017211ec13e41c94a	PASS
prepare_script	<PROJECT_ROOT>/scripts/prepare_beta_distance_data.R	5799	10f92d70866995e1d5f1050b13bd3303c8957b27f150c177b6aef935d4ca02cf	10f92d70866995e1d5f1050b13bd3303c8957b27f150c177b6aef935d4ca02cf	PASS
gemelli_runner	<PROJECT_ROOT>/scripts/run_gemelli_rpca.py	7931	451e8e67f97429ddaca63126725517251c4bdeb7be75ddade9699abbd26f98cc	451e8e67f97429ddaca63126725517251c4bdeb7be75ddade9699abbd26f98cc	PASS
gemelli_env	<PROJECT_ROOT>/env/gemelli.yml	447	62b8895c264f8960573641729880b0c9094e72c9a195e785156864fca26a0ee2	62b8895c264f8960573641729880b0c9094e72c9a195e785156864fca26a0ee2	PASS
gemelli_requirements	<PROJECT_ROOT>/env/gemelli-requirements.txt	735	1c1b612c8aa8c1f140cc9a176c67561af78869d9597fa9bb34d774f5ba7cfb2c	1c1b612c8aa8c1f140cc9a176c67561af78869d9597fa9bb34d774f5ba7cfb2c	PASS
