X_features	Y_features	association	p-values	q-values
MWCK01 [MB_G183]	C54:9 TAG [MT_M001]	0.05390107929290977	0.42631906072102976	0.5738613637074107
MWCK01 [MB_G183]	alpha-muricholate [MT_M002]	-0.026355581075908224	0.6974558821188441	0.7998347272005093
MWCK01 [MB_G183]	4-hydroxystyrene [MT_M003]	0.017760492430579932	0.7933594930177985	0.8614109587598247
MWCK01 [MB_G183]	C2 carnitine [MT_M004]	0.08234457515455566	0.22380341197389914	0.3621414433234614
MWCK01 [MB_G183]	creatinine [MT_M005]	0.09333185696511881	0.1677524022957041	0.29225157194373536
MWCK01 [MB_G183]	atenolol [MT_M006]	0.08617914412871512	0.2029003562447017	0.3381672604078362
MWCK01 [MB_G183]	taurochenodesoxycholic acid [MT_M007]	0.007067104092632888	0.9169898019787333	0.9463259050348125
MWCK01 [MB_G183]	saccharin [MT_M008]	0.042136370450392424	0.5341396723664584	0.6701877946881536
MWCK01 [MB_G183]	C20:4 carnitine [MT_M009]	-0.0176180615666698	0.7949797925623356	0.8622340483322511
MWCK01 [MB_G183]	carnosol [MT_M010]	-0.037666325299350864	0.5784183627380406	0.7070037368974194
MWCK01 [MB_G183]	hydrocinnamic acid [MT_M011]	-0.01658509375861408	0.8067567597176535	0.869349956592299
MWCK01 [MB_G183]	C42:0 TAG [MT_M012]	-0.12367171820134538	0.06711050064457208	0.14749560581224633
MWCK01 [MB_G183]	taurodeoxycholic acid [MT_M013]	-0.05357739021105412	0.4291061343855108	0.5759813884369273
MWCK01 [MB_G183]	C42:0 TAG [MT_M014]	-0.05179234564535002	0.44466373400040227	0.5897379114162512
MWCK01 [MB_G183]	deoxycholic acid [MT_M015]	-0.12183005991074954	0.07131578255515374	0.15436316570379596
MWCK01 [MB_G183]	C52:6 TAG [MT_M016]	-0.032037145246138585	0.6364971650566816	0.7514724498898249
MWCK01 [MB_G183]	C56:1 TAG [MT_M017]	-0.040215720751177464	0.552955265098247	0.6893481411139175
MWCK01 [MB_G183]	glycodeoxycholic acid [MT_M018]	-0.09452250430837005	0.1623719079446321	0.28586603511378894
MWCK01 [MB_G183]	glycoursodeoxycholic acid [MT_M019]	-0.09147141039041568	0.1764242568407819	0.3026718925556926
MWCK01 [MB_G183]	C4 carnitine [MT_M020]	0.09662285268332942	0.15319737184550936	0.2750401648931945
MWCK01 [MB_G183]	taurolithocholic acid [MT_M021]	-0.07508465726939377	0.2674702308014872	0.4119454553219052
MWCK01 [MB_G183]	C3-DC-CH3 carnitine [MT_M022]	-0.025085503797047527	0.711370000403378	0.8075419697792506
MWCK01 [MB_G183]	5alpha-cholestanol [MT_M023]	-0.07430331063128368	0.27249477279069884	0.4153883731565531
MWCK01 [MB_G183]	C54:8 TAG [MT_M024]	-0.03477637537789538	0.6079277055635068	0.7291150932528306
MWCK01 [MB_G183]	N-methylproline [MT_M025]	-0.08838173806363625	0.19155177065387263	0.3220679759166947
MWCK01 [MB_G183]	C56:2 TAG [MT_M026]	-0.009230370833158716	0.8917173313443378	0.9250179785729646
MWCK01 [MB_G183]	C44:0 TAG [MT_M027]	-0.037366868898659894	0.5814448597245688	0.7082154198837624
MWCK01 [MB_G183]	creatine [MT_M028]	0.09849154429136162	0.14536880991974943	0.26430692712681714
MWCK01 [MB_G183]	ethyl glucuronide [MT_M029]	0.028580559692007967	0.6733247423833815	0.7815262327399839
MWCK01 [MB_G183]	C56:3 TAG [MT_M030]	0.006478010718161217	0.9238874598592655	0.9485497534489379
MWCK01 [MB_G183]	C56:6 TAG [MT_M031]	0.01572059279783939	0.8166466964939645	0.876375052871217
MWCK01 [MB_G183]	C44:1 TAG [MT_M032]	-0.0004570014255964469	0.9946224487822606	0.9946224487822606
MWCK01 [MB_G183]	3-methylxanthine [MT_M033]	-0.06210866064394592	0.3592171144837153	0.5045184192187013
MWCK01 [MB_G183]	imidazole propionate [MT_M034]	-0.0034587540202133072	0.9593179398137297	0.9759083823130515
MWCK01 [MB_G183]	C20:5 LPC [MT_M035]	-0.05884643080710453	0.38505810377110394	0.5333214733671799
MWCK01 [MB_G183]	C46:1 TAG [MT_M036]	-0.02299828082742971	0.7344430688846451	0.8197231053795583
MWCK01 [MB_G183]	C34:1 PC plasmalogen-A [MT_M037]	0.04908309913415556	0.46887581455461125	0.6095392193230414
MWCK01 [MB_G183]	C56:7 TAG [MT_M038]	0.06269972758624061	0.3546536631827104	0.501608853122425
MWCK01 [MB_G183]	p-hydroxyphenylacetate [MT_M039]	0.028931386527601625	0.6695493543513841	0.7785457608737024
MWCK01 [MB_G183]	C56:5 TAG [MT_M040]	0.023783468623323784	0.7257339937942091	0.8144747458830504
Phascolarctobacterium [MB_G062]	C54:9 TAG [MT_M001]	0.053129899952156126	0.432976448771882	0.5796204133492396
Phascolarctobacterium [MB_G062]	alpha-muricholate [MT_M002]	-0.05780080724315671	0.39357384429246645	0.54436216361337
Phascolarctobacterium [MB_G062]	4-hydroxystyrene [MT_M003]	-0.1977137855468987	0.00322965034185907	0.012421732084073345
Phascolarctobacterium [MB_G062]	C2 carnitine [MT_M004]	0.15322151908286968	0.023018051074674195	0.06289084993080381
Phascolarctobacterium [MB_G062]	creatinine [MT_M005]	0.06712349570321614	0.3216617248127087	0.46788081912047896
Phascolarctobacterium [MB_G062]	atenolol [MT_M006]	-0.10161426547349221	0.13297091762994218	0.24947639330195528
Phascolarctobacterium [MB_G062]	taurochenodesoxycholic acid [MT_M007]	0.019446231159431573	0.7742515152740261	0.852699906689456
Phascolarctobacterium [MB_G062]	saccharin [MT_M008]	-0.09209987110728737	0.1734585390242845	0.2985517022793193
Phascolarctobacterium [MB_G062]	C20:4 carnitine [MT_M009]	0.08871563765499842	0.18987269434157483	0.32019004104818694
Phascolarctobacterium [MB_G062]	carnosol [MT_M010]	0.07205311768589377	0.28732151909714637	0.4320624347325509
Phascolarctobacterium [MB_G062]	hydrocinnamic acid [MT_M011]	-0.07267855204781455	0.2831472514309516	0.42706976083099785
Phascolarctobacterium [MB_G062]	C42:0 TAG [MT_M012]	-0.12067182129109012	0.07406868537755246	0.15826642174690694
Phascolarctobacterium [MB_G062]	taurodeoxycholic acid [MT_M013]	-0.19318307176232113	0.004025101133731441	0.014636731395387058
Phascolarctobacterium [MB_G062]	C42:0 TAG [MT_M014]	-0.1532571105449866	0.022985879699608112	0.06289084993080381
Phascolarctobacterium [MB_G062]	deoxycholic acid [MT_M015]	-0.034273826023586834	0.6131265447588972	0.7342832871364038
Phascolarctobacterium [MB_G062]	C52:6 TAG [MT_M016]	0.06613239951155672	0.3288745112497773	0.4748112826362978
Phascolarctobacterium [MB_G062]	C56:1 TAG [MT_M017]	-0.02036487856450614	0.7638946656843204	0.8450162231021243
Phascolarctobacterium [MB_G062]	glycodeoxycholic acid [MT_M018]	-0.10792418279540354	0.11041711133850365	0.21890210654474762
Phascolarctobacterium [MB_G062]	glycoursodeoxycholic acid [MT_M019]	-0.09120000029098943	0.17771658812887423	0.30327062820627004
Phascolarctobacterium [MB_G062]	C4 carnitine [MT_M020]	0.03360010988529398	0.6201264925548118	0.740891866851627
Phascolarctobacterium [MB_G062]	taurolithocholic acid [MT_M021]	-0.2250957286787207	0.000771138334663245	0.0037253059645567395
Phascolarctobacterium [MB_G062]	C3-DC-CH3 carnitine [MT_M022]	0.014262738757738275	0.8333897083428485	0.8873146783497958
Phascolarctobacterium [MB_G062]	5alpha-cholestanol [MT_M023]	-0.008796453383024061	0.8967786766038026	0.9283423153248475
Phascolarctobacterium [MB_G062]	C54:8 TAG [MT_M024]	0.05619079107870066	0.4069054176287702	0.5574046816832469
Phascolarctobacterium [MB_G062]	N-methylproline [MT_M025]	-0.12489772458527403	0.06442506640482884	0.14284937118587326
Phascolarctobacterium [MB_G062]	C56:2 TAG [MT_M026]	0.03805505742396202	0.5745005953805057	0.7066427987460095
Phascolarctobacterium [MB_G062]	C44:0 TAG [MT_M027]	-0.15282361216309348	0.023380374334984928	0.06336144806228977
Phascolarctobacterium [MB_G062]	creatine [MT_M028]	0.1652778791291431	0.014111780439907854	0.0419993465473448
Phascolarctobacterium [MB_G062]	ethyl glucuronide [MT_M029]	-0.14081293582214144	0.03687859143593382	0.0917377896416264
Phascolarctobacterium [MB_G062]	C56:3 TAG [MT_M030]	0.03495984296660558	0.6060346215618331	0.7285700640335513
Phascolarctobacterium [MB_G062]	C56:6 TAG [MT_M031]	0.17036214072396702	0.011373346855774897	0.034887567042254285
Phascolarctobacterium [MB_G062]	C44:1 TAG [MT_M032]	0.009674046286820448	0.8865466932567363	0.9215662092065866
Phascolarctobacterium [MB_G062]	3-methylxanthine [MT_M033]	-0.12127667922120318	0.07262048697929056	0.15684770405894288
Phascolarctobacterium [MB_G062]	imidazole propionate [MT_M034]	0.013070912064657521	0.8471338123430118	0.8936010678723754
Phascolarctobacterium [MB_G062]	C20:5 LPC [MT_M035]	-0.030280421414369423	0.6551096598907762	0.7645398149917605
Phascolarctobacterium [MB_G062]	C46:1 TAG [MT_M036]	-0.02599429691575678	0.7014038413138339	0.801604390072953
Phascolarctobacterium [MB_G062]	C34:1 PC plasmalogen-A [MT_M037]	0.07531636225970254	0.265992462401469	0.41175303777317185
Phascolarctobacterium [MB_G062]	C56:7 TAG [MT_M038]	0.19796585981073533	0.003189888723519634	0.012316172677681984
Phascolarctobacterium [MB_G062]	p-hydroxyphenylacetate [MT_M039]	-0.18558758706649736	0.005761507628921811	0.019731190510006203
Phascolarctobacterium [MB_G062]	C56:5 TAG [MT_M040]	0.11368254496747904	0.09256183184479741	0.18775219441135377
Scatacola_A [MB_G116]	C54:9 TAG [MT_M001]	-0.1291880989539824	0.05571241095744768	0.12723832701382642
Scatacola_A [MB_G116]	alpha-muricholate [MT_M002]	-0.02070010676613085	0.7601256114592945	0.8417780857799495
Scatacola_A [MB_G116]	4-hydroxystyrene [MT_M003]	-0.2904966678679292	1.1921449574028887e-05	0.00010189273140195629
Scatacola_A [MB_G116]	C2 carnitine [MT_M004]	0.27170173128844716	4.424333599667474e-05	0.00031829738127104126
Scatacola_A [MB_G116]	creatinine [MT_M005]	0.08461621035927386	0.21124301789896321	0.34743917417592635
Scatacola_A [MB_G116]	atenolol [MT_M006]	-0.18411684236406498	0.006166571154794815	0.020974731819029983
Scatacola_A [MB_G116]	taurochenodesoxycholic acid [MT_M007]	0.12360415219292874	0.06726111784448964	0.14750245141335447
Scatacola_A [MB_G116]	saccharin [MT_M008]	-0.10682267934473112	0.11412191721002989	0.22464968094702095
Scatacola_A [MB_G116]	C20:4 carnitine [MT_M009]	-0.20041792590455154	0.00282559979823358	0.011124408654462913
