feature_id	frequency	candidate_placements	top_edge_num	top_likelihood	top_likelihood_weight	second_likelihood_weight	likelihood_weight_sum	distal_length	pendant_length
615d65be0a5ba4f62e9d7aa1bffb4277	34	4	10794	-131131.38	0.49263948	0.25741076	0.999999997	0.05676021	0.15523852
6376ea6dab7d0fde3cd66f53b57e1484	20	7	50107	-64675.203	0.14285715	0.14285715	1.00000005	5.000002e-07	6.113515e-06
637b9b3f4d1cbb1a10c07817619cdf69	72	7	48492	-64675.203	0.14285715	0.14285715	1.00000005	5.000002e-07	6.113515e-06
65a75a16ddf0882daec9e72eea3aa180	28	7	82810	-57127.86	0.14404151	0.14402491	0.9999999900000001	6.258758e-06	6.113515e-06
660000e9af98122dc79d1d5f709757c0	3	3	10882	-131121.48	0.9698528	0.019405045	0.999999989	0.062367756	0.11763677
66b9c0da2db3f4947f50e1fcd1602dd6	4	2	191043	-139522.97	0.9598728	0.040127207	1.000000007	0.07156529	0.029452834
67793ee2b745d7e3f566a720a5e77c26	13	3	110	-131209.64	0.73768216	0.1322474	1.00000001	0.08234764	0.120493494
67e959ec1398cee2946858ecda5af98b	10	2	188254	-139480.53	0.9857195	0.014280521	1.000000021	8.023811e-06	0.008139575
68f7e28cb4418c9b9994ff0e555addcf	8	7	29714	-79412.16	0.27213553	0.13639502	0.999999995	7.2073603e-06	0.01067603
6966f7f2054d9694533f9fc7fda04558	4	1	271200	-111658.82	1.0	0.0	1.0	5.3934064e-06	0.019294336
6a511260664430ae24e9249220a4fc8f	2	2	221561	-105809.33	0.5010956	0.49890438	0.9999999799999999	0.00038716628	0.018605787
6b3758e874b41b21031413a3ac761acd	2	6	10121	-130645.84	0.8043636	0.09721925	0.999999996	0.008230048	0.12574938
6b67de2223e4b9c10dc62599f3136206	53	3	100	-131033.37	0.8602463	0.10148852	0.9999999900000001	0.05013349	0.08891474
6c01e6ec2eb4fb3e4dfe43d91bc05a35	2	7	11	-131271.94	0.6310627	0.13429633	1.000000005	0.011228039	0.31665975
6d20310fd50f3406d820d66d8ac6bdc5	2	3	12397	-125635.516	0.8441861	0.07792175	0.9999999900000001	0.036477786	0.2545801
6e2e552c604e2ee6c958b37907379328	5	5	191025	-139540.78	0.64103717	0.15170586	0.99999998	0.0057730894	0.08008998
6e9dc9ebc7f9f2b9381638ed8c9be6f0	4	7	121613	-73440.625	0.29970536	0.1625796	1.000000021	0.008978768	0.1926309
6f3f2c4d9a1c514496e5636651b26090	3	7	110	-131065.21	0.36487752	0.17051592	1.000000008	0.07573851	0.1233732
70d187eb58572a3bcebecbd95b3a4d38	3	7	12368	-125474.74	0.22153346	0.21957602	0.999999998	0.09286481	0.13405307
7226e51d3542effad78d066ca9b7cea2	2	7	320707	-75188.375	0.35160857	0.22368404	0.999999996	0.039003737	0.18252435
7346ee25c4de4df48f80d736342c1c02	72	1	205120	-126592.15	1.0	0.0	1.0	0.007389725	6.113515e-06
74b0e284d972ddedb9ca556e2d0ca028	6	6	276539	-106159.164	0.17009982	0.17007469	0.99999998	8.8574825e-06	6.113515e-06
77ac885dcb1a5ca9272a721191bd908f	22	3	134	-131200.22	0.7394956	0.24922296	1.0000000205	0.03699077	0.124102905
783ea4aab429fb9aa20a1264074ae60c	4	2	82694	-57149.69	0.9898774	0.010122592	0.999999992	7.730306e-06	0.01861438
78daa5588afa4e1f1b1f8696afbb1260	3	2	10704	-131142.72	0.98044497	0.019555042	1.0000000119999999	0.035011444	0.15489525
7bdac97dd5b3ca2432bb2b20320e5500	3	7	74318	-65856.48	0.5394984	0.1654723	0.999999996	6.955344e-06	0.1115709
7c2457a2da138c586b4fb5072997efbb	7	7	191283	-139514.62	0.37033948	0.1371942	0.999999992	0.011895879	0.045002393
7caa9381452864233f5bc89d1bca5a92	13	7	101	-131038.45	0.5012907	0.3486556	0.9999999895	0.00519913	0.09493542
