FeatureID	Domain	Phylum	Class	Order	Family	Genus	Species
47ac5ca58a00fc3761fd3358993649ef	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Incertae_Sedis	Unassigned
4e7fc7dc1f2f4ac6d3a0a3e908b145f0	Bacteria	Patescibacteria	Gracilibacteria	Candidatus_Peregrinibacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
53a1479ccd9e6c5aa96485388699bf94	Bacteria	SAR324_clade(Marine_group_B)	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Candidatus_Nitrosoarchaeum	Unassigned
54e79fcb0bd002cefdec446685a3d676	Bacteria	Patescibacteria	ABY1	Candidatus_Magasanikbacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
575a5bc66f7912c4ad48a34a36ab4774	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis	Unassigned
5a646f256a19b7f4d68dbe74e563b5d9	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	Unassigned
5a8eb6a2625d5ae58cfeae791bf73c97	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Unassigned	Unassigned	Unassigned
6e2e552c604e2ee6c958b37907379328	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	Unassigned
86c85cb7ac8dcefc3644041883421c24	Bacteria	Patescibacteria	ABY1	Candidatus_Uhrbacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
9004b442993f8dac89b6ba5b3bd6c445	Bacteria	DTB120	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Unassigned
9868b5882915050d5e52b77c875058ad	Bacteria	Pseudomonadota	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	Incertae_Sedis	Unassigned
a653e1e25bc7b3bfc53ecbee8e08c799	Bacteria	Myxococcota	bacteriap25	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Unassigned
a9567d6f4f51f80ed58c1978b4737f28	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Chryseotalea	Unassigned
b783cf56c98ce000abcb53b1c119f551	Bacteria	Nitrospirota	4-29-1	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Unassigned
bbecd3b5250443f2697c0104e8213917	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	Unassigned
d5eb80c26a008a368ef49110e46b05bd	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	AKYH767	Incertae_Sedis	Unassigned
dbaabc2fc99500803f8d94562ba18e91	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ec05aa720f4baa5df554fe829f4ced3f	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	Unassigned
f06d4222c7975a6a3db59ee50dd33129	Bacteria	WOR-1	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Unassigned
f2d28e8c1d683de289dd727a3c20e013	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
f689372d5f8d184d8733cc155d307d5c	Bacteria	Pseudomonadota	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	Unassigned	Unassigned
f84a5455a4f6fb3979f21796cdff4da4	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Unassigned
ff827d076a2fd26ab8791ad31da62735	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	Incertae_Sedis	GW2011_GWC1_47_15	Unassigned
029f16d7439ba12681fbf6940821b468	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Incertae_Sedis	Incertae_Sedis	Unassigned
17bcaf5a87036a0156e86b9fd722a418	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
19134cd91473a8716af2fea6515a38ad	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Unassigned	Unassigned	Unassigned
1b582e02c5db66d9b19bac42d19cbdfe	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	Unassigned
1f35fc598292457fbb482e2b8f4237fd	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis	Unassigned
1fb6df604938c337483d36ee2e939b92	Bacteria	Patescibacteria	ABY1	Candidatus_Kerfeldbacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
321ef9ed6e9912549618aed741da32ae	Bacteria	Myxococcota	bacteriap25	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Unassigned
34226986d9a7cc490b63dbf9928b9bee	Bacteria	WOR-1	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Unassigned
37c2360b5cb7a7212a2ff15fba12b270	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Lloydbacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
39d96ded98b9db72e5ce5de3df737669	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae_Sedis	Incertae_Sedis	Unassigned
41c34e84ce65fba113ea84d635df703e	Bacteria	RCP2-54	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Unassigned
5c5682c8646261d3f1fa51270c21f95d	Bacteria	Patescibacteria	Gracilibacteria	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Unassigned
5f3443a78c43d705e1c1749add3951ff	Bacteria	Patescibacteria	Gracilibacteria	Unassigned	Unassigned	Unassigned	Unassigned
5fe8a79baa0e9601bc73ff3938dbf497	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Unassigned
66b9c0da2db3f4947f50e1fcd1602dd6	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	Unassigned
6966f7f2054d9694533f9fc7fda04558	Bacteria	Chloroflexota	Dehalococcoidia	SAR202_clade	Incertae_Sedis	Incertae_Sedis	Unassigned
6e9dc9ebc7f9f2b9381638ed8c9be6f0	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	Unassigned
783ea4aab429fb9aa20a1264074ae60c	Bacteria	Pseudomonadota	Gammaproteobacteria	Salinisphaerales	Nevskiaceae	Polycyclovorans	Unassigned
844dbf54e9b6647e87b349fbaa83b78a	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis	Unassigned
85ac83daa78930e71ceff45dcd61ee12	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Methylobacterium	Unassigned
880f37c3b162f77eaf2171436908e134	Bacteria	Patescibacteria	Gracilibacteria	Candidatus_Peribacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
8820549df4df1d033172dd187319d06f	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8	Incertae_Sedis	Unassigned
948a628bd325d2bbcae73a4546be45d6	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis	Unassigned
98bebc482cd9ca7290f2f2a248aec8e5	Bacteria	NKB15	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Unassigned
9bc833085f1548853b1cf3d905f7d97f	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Unassigned	Unassigned	Unassigned
a65a721d90a7e48010113435818d69be	Bacteria	Pseudomonadota	Gammaproteobacteria	PLTA13	Incertae_Sedis	Incertae_Sedis	Unassigned
a7c7cf68def4b0d445226c2e3938ff51	Bacteria	Patescibacteria	Gracilibacteria	Candidatus_Peregrinibacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
aa2d96e9bd79b0daa429983e2aaf6205	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup_17	Incertae_Sedis	Incertae_Sedis	Unassigned
af101f6ceb2059efa2d97a9ba8732a9d	Bacteria	Patescibacteria	ABY1	Candidatus_Kerfeldbacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
cbb2ce5bbe1710f054b5adb71f29aa09	Bacteria	Chloroflexota	Dehalococcoidia	Unassigned	Unassigned	Unassigned	Unassigned
cef569ed3f37a30114ff48ea3bcde5e6	Bacteria	Pseudomonadota	Alphaproteobacteria	Zavarziniales	Incertae_Sedis	Incertae_Sedis	Unassigned
d3b770095c3b56de5ba4bc7e576e3931	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis	Unassigned
e96be432ef825f6d81c02a00910a2f12	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis	Unassigned
f6e793e6adcde02c93be776f4aebbe51	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
0118d57337bccab8f376ba2917c68eb5	Bacteria	Ignavibacteriota	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Ignavibacterium	Unassigned
033b3477cc2e64b426992eee9236d268	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Unassigned
145c63ee007bff033211e7acb00c2ea4	Bacteria	Pseudomonadota	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned
153f5dc3a17e6cf9df0cac4a4626f744	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis	Unassigned
17cca5dbb858ecc8331af6ce73ecfbbe	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Incertae_Sedis	Incertae_Sedis	Unassigned
1a2c609995e7d735d0d7040ee5bb6e3b	Bacteria	Patescibacteria	Berkelbacteria	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Unassigned
219a08aa0eba36293d0eb2bd03fd92de	Bacteria	Patescibacteria	Parcubacteria	Unassigned	Unassigned	Unassigned	Unassigned
279be72845ff87119638eed742556e91	Bacteria	Myxococcota	Polyangiia	Blfdi19	Incertae_Sedis	Incertae_Sedis	Unassigned
38e47a88b1aa23639981c3b0c41c7cb2	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis	Unassigned
3988276297394e687bdf29286da7fade	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage_IV	Incertae_Sedis	Incertae_Sedis	Unassigned
3b9a01065c42a103da04a5695ff4693f	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	Incertae_Sedis	Incertae_Sedis	Unassigned
3d4f0620518694f2572bf2a533bcab57	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis	Unassigned
44d0ac06b00a1a731a82972d35c27ef7	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Roizmanbacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
46d7d2150b3dcacf1d82862da6c16c1d	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage_IV	Incertae_Sedis	Incertae_Sedis	Unassigned
472e706255ffc7dcd54a0af2e20c56e3	Archaea	Methanobacteriota	Thermococci	Methanofastidiosales	Incertae_Sedis	Incertae_Sedis	Unassigned
483f40d0db4507d1b5793b5a24975841	Bacteria	Patescibacteria	Gracilibacteria	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Unassigned
48ed1634541c5bcd5f026605416d5be0	Bacteria	Patescibacteria	ABY1	Candidatus_Kerfeldbacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
49a85d1c26f0cadbbe1c36ec5014afa1	Bacteria	Patescibacteria	Gracilibacteria	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Unassigned
4ad61867e86159b7838ec1e4bdf532fa	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
4bf17a8e6ba3134f539a2ab3cea0c14b	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	Incertae_Sedis	CG1_02_55_41	Unassigned
4cf8382f0c3af4a503676b907ed0c63e	Bacteria	Patescibacteria	Gracilibacteria	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Unassigned
4f997184acb57f8c74379fa58c8f1693	Bacteria	Patescibacteria	Gracilibacteria	Candidatus_Peribacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
536d7b9c42b621a92014ed3fe67df968	Archaea	Aenigmarchaeota	Deep_Sea_Euryarchaeotic_Group(DSEG)	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Unassigned
53b99adc639a34045af07c9c873862df	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis	Unassigned
5526a476ac2ae4ef08b7bcb1a33d7f53	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis	Unassigned
55c53ff953d747ebfb514235c8c7286c	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	Unassigned
5ad2c891084262e1078ff79ed5667653	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis	Unassigned
660000e9af98122dc79d1d5f709757c0	Bacteria	Patescibacteria	ABY1	Candidatus_Magasanikbacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
6f3f2c4d9a1c514496e5636651b26090	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis	Unassigned
70d187eb58572a3bcebecbd95b3a4d38	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Woesebacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
78daa5588afa4e1f1b1f8696afbb1260	Bacteria	Patescibacteria	ABY1	Candidatus_Kuenenbacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
7bdac97dd5b3ca2432bb2b20320e5500	Bacteria	Pseudomonadota	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	Incertae_Sedis	Unassigned
7daff9940d5f6df38a496252eb7dc98a	Bacteria	Patescibacteria	ABY1	Candidatus_Kerfeldbacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
82ec53e4344ddf93f89cfc2e583e81e0	Bacteria	Patescibacteria	ABY1	Candidatus_Magasanikbacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
855919a3a96c487ce877691029c8f660	Bacteria	Elusimicrobiota	Elusimicrobia	MVP-88	Incertae_Sedis	Incertae_Sedis	Unassigned
8794266a9850580f5e066fcd3caea9c9	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS_17	Incertae_Sedis	Unassigned
87f23dff63ebabb1ee31b6a816a6f2e4	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Vogelbacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
8c17243ee0487252b481d5550f986696	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	Unassigned
96bde1d77000933e946dfb199925c7a3	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Incertae_Sedis	Incertae_Sedis	Unassigned
98af91638cced2cfe681c31927e8a8e8	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Incertae_Sedis	Unassigned
9ee6fac4053b666eab9dc8eae340403f	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Unassigned
9f1c3ed77a06526841e29fc6c9e924a4	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Jorgensenbacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
a43ddcd44d41456d1dab22318e67fe3d	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Yanofskybacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
adc72dccf3a30113fd9335cb6462f2dc	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis	Unassigned
ae1d5473bb32f0a1933d5b4fc0e3eeb4	Bacteria	Patescibacteria	ABY1	Candidatus_Kerfeldbacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
b162db6e625cbe003b495aa850f1de17	Bacteria	Patescibacteria	Berkelbacteria	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Unassigned
c1972519928146002b88a946471e938f	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Incertae_Sedis	Incertae_Sedis	Unassigned
cb27b579b1b59c3e5d4104623e8b359a	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis	Unassigned
d13840a3816a0f5e14c51c86899d0170	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis	Unassigned
d71e7f3b028ede507470b1bfedbb8983	Bacteria	Patescibacteria	ABY1	Candidatus_Kerfeldbacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
dc0f7f7895f74a7be8ac06aa25be661b	Bacteria	Patescibacteria	Gracilibacteria	Unassigned	Unassigned	Unassigned	Unassigned
dcc7fedd68b118f6d33aed6679af9872	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidiferrimicrobium	Unassigned
dd5c07f3d8913531e58e8dc843af735e	Archaea	Thermoproteota	Nitrososphaeria	Group_1.1c	Incertae_Sedis	Incertae_Sedis	Unassigned
e489f7ab1494b0b614f706bd7bb8e8a1	Bacteria	Patescibacteria	Gracilibacteria	Candidatus_Peregrinibacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
e4bf0ddf49a1b74b07a54dda414a18a3	Bacteria	Patescibacteria	Gracilibacteria	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Unassigned
e667afb6b48b0007e9af60486940be9f	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	Incertae_Sedis	SCGC_AAA011-D5	Unassigned
e8ab26196eee829c47fbd72da200f02c	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage_IV	Incertae_Sedis	Incertae_Sedis	Unassigned
ec10cc853a1b84f459a4bfbb02d07e23	Bacteria	Patescibacteria	Berkelbacteria	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Unassigned
efcb7a0d4a2ff3b82317158c2ba0c523	Bacteria	Patescibacteria	Gracilibacteria	Unassigned	Unassigned	Unassigned	Unassigned
f334d2bc181c6ee444a7ace2943af183	Bacteria	Bacteroidota	Bacteroidia	Unassigned	Unassigned	Unassigned	Unassigned
fada87a6d1c078a694e924638b126ec9	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis	Unassigned
fae2f341d40af8ee61de95e710ad63e9	Bacteria	Patescibacteria	Gracilibacteria	Candidatus_Peregrinibacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
fe8bcefd589c12bb924797113add842f	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	Incertae_Sedis	GW2011_GWC1_47_15	Unassigned
020f04df345de3ba12ecf913a853b686	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis	Unassigned
07d28b94cbd613e425c69c5178e40a06	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	Incertae_Sedis	SCGC_AAA011-D5	Unassigned
08e82441af4098baf31f236034ea249b	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Pseudobdellovibrionaceae	Incertae_Sedis	Unassigned
0bfb11bc0ab57849fe2c5ec8a5deab88	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
0c6ec4d45af4de39069620764467aa05	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis	Unassigned
0e070507abba4160021ce83993fa8988	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	Unassigned
1118e439f5e09d71f0ab4a2f93f3eda7	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	GW2011	AR20	Unassigned
145dd81c19bf3ceb88f911840da09753	Bacteria	Dependentiae	Babeliae	Babeliales	Incertae_Sedis	Unassigned	Unassigned
157ff7048c408a2243548ccc631e92c7	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
178e5b49d1382ecedfaeb479490b0a0b	Bacteria	Planctomycetota	OM190	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Unassigned
1c8aaf7ad4d934ef9d673d03d0267425	Bacteria	Chloroflexota	Dehalococcoidia	SAR202_clade	Incertae_Sedis	Incertae_Sedis	Unassigned
2062317b64c59a5b7f3844326e77c74a	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis	Unassigned
21f78e2feca8fbd3cde3d8f5f53f0392	Bacteria	Patescibacteria	ABY1	Candidatus_Uhrbacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
245422d8e5161734680fc1df34efc639	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis	Unassigned
268425f28d1096a853eba13a06210c18	Bacteria	Candidatus_Kryptonia	Kryptonia	Kryptoniales	BSV26	Incertae_Sedis	Unassigned
28c202100ee518d8a495d46af25ed41e	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Kaiserbacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
2aeca764af87c7fe4b4ecdfef1e7face	Bacteria	Patescibacteria	Gracilibacteria	Candidatus_Peregrinibacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
2b1c55727a55a88c4d45510579a1ed1a	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Terrimicrobiaceae	Terrimicrobium	Unassigned
2dc45b7fb6c25d018ed33151dc488af2	Bacteria	Patescibacteria	ABY1	Candidatus_Magasanikbacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
2e27723ea895ab1bdef90d3cedae756c	Bacteria	Patescibacteria	Parcubacteria	Unassigned	Unassigned	Unassigned	Unassigned
347835f89b2f1d7b5a72588b1b865e37	Bacteria	Patescibacteria	Gracilibacteria	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Unassigned
35a6f0e22139772d9a3f13bab06a63ef	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis	Unassigned
35b5c3571de55e4d911b3b2166603472	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	CG1-02-57-44	Unassigned
3cfb94dcb6434332475efa51c653318a	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Jorgensenbacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
46bd0a10fe939400736706c91f43717d	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Giovannonibacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
4870859dcfb961dab8ac294550c2ca6c	Bacteria	WOR-1	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Unassigned
58b4bb90ea99ffb8f9c00fced2c0e798	Bacteria	Myxococcota	bacteriap25	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Unassigned
58dc31ebc41b77888661072e6c799341	Bacteria	Patescibacteria	Parcubacteria	Unassigned	Unassigned	Unassigned	Unassigned
59e0dff8c0b1047b3e8c35d69f2b203e	Bacteria	WOR-1	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Unassigned
6a511260664430ae24e9249220a4fc8f	Bacteria	Elusimicrobiota	Elusimicrobia	MVP-88	Incertae_Sedis	Incertae_Sedis	Unassigned
6b3758e874b41b21031413a3ac761acd	Bacteria	Patescibacteria	Gracilibacteria	Candidatus_Peregrinibacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
6c01e6ec2eb4fb3e4dfe43d91bc05a35	Archaea	Iainarchaeota	Iainarchaeia	Iainarchaeales	Iainarchaeaceae	Candidatus_Iainarchaeum	Unassigned
6d20310fd50f3406d820d66d8ac6bdc5	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
7226e51d3542effad78d066ca9b7cea2	Bacteria	Margulisbacteria	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Unassigned
844153abf4b2fff43c23531c070afc26	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Incertae_Sedis	Incertae_Sedis	Unassigned
84d53da3860d39365c990c7a322c4d1f	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	Unassigned
9412a1c9baaa8ea4382e404d902783fd	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	GW2011	AR20	Unassigned
954a9f37977a2055117e40fda8d885cd	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Amesbacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
957f318f7967da6daabf0d48593ac0da	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	Incertae_Sedis	Unassigned
99d20e29f6c3b3ce8b5a8c26cf1e256b	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis	Unassigned
9a215fa0e73e9b12ecd3b1b6d42e6dba	Bacteria	Patescibacteria	ABY1	Candidatus_Magasanikbacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
9a91bed865a472277d6a32c9880b1173	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Vogelbacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
9be19ab968ad92fd94c7295f2109e33e	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	Incertae_Sedis	CG1_02_55_41	Unassigned
9cb0b8fb0953d35a0dbb91a2979c894b	Bacteria	Dependentiae	Babeliae	Babeliales	Incertae_Sedis	Incertae_Sedis	Unassigned
a0eeab5dede5f14abb33b2e520b39599	Archaea	Hydrothermarchaeota	Hydrothermarchaeia	Hydrothermarchaeales	Incertae_Sedis	Incertae_Sedis	Unassigned
a2d982cabb4cc8a6f0cd987f7ee77ebb	Bacteria	Bdellovibrionota	Oligoflexia	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Unassigned
a2ef7fa4b62c4b01208dfa4aad27e0c1	Bacteria	Patescibacteria	Parcubacteria	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Unassigned
a57e8133deb4fc1a6cbeaac02d482d8f	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Pseudobdellovibrionaceae	Incertae_Sedis	Unassigned
a7594af68bb51cf102d651c5273bcc66	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
a7dee29dd0f54a24b73d9c74dbd7ac92	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Vogelbacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
afb285b046870964b875f3cb43558240	Bacteria	Actinomycetota	Thermoleophilia	Unassigned	Unassigned	Unassigned	Unassigned
afdc6bb8a8ff7bfe8bd19e8ebd153aa8	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	Unassigned
b10557ee98062b9e3f8d42587f41fc07	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis	Unassigned
