Microbe	MT_M001	MT_M002	MT_M003	MT_M004	MT_M005	MT_M006	MT_M007	MT_M008	MT_M009	MT_M010	MT_M011	MT_M012	MT_M013	MT_M014	MT_M015	MT_M016	MT_M017	MT_M018	MT_M019	MT_M020	MT_M021	MT_M022	MT_M023	MT_M024	MT_M025	MT_M026	MT_M027	MT_M028	MT_M029	MT_M030	MT_M031	MT_M032	MT_M033	MT_M034	MT_M035	MT_M036	MT_M037	MT_M038	MT_M039	MT_M040	MT_M041	MT_M042	MT_M043	MT_M044	MT_M045	MT_M046	MT_M047	MT_M048	MT_M049	MT_M050	MT_M051	MT_M052	MT_M053	MT_M054	MT_M055	MT_M056	MT_M057	MT_M058	MT_M059	MT_M060	MT_M061	MT_M062	MT_M063	MT_M064	MT_M065	MT_M066	MT_M067	MT_M068	MT_M069	MT_M070	MT_M071	MT_M072	MT_M073	MT_M074	MT_M075	MT_M076	MT_M077	MT_M078	MT_M079	MT_M080	MT_M081	MT_M082	MT_M083	MT_M084	MT_M085	MT_M086	MT_M087	MT_M088	MT_M089	MT_M090	MT_M091	MT_M092	MT_M093	MT_M094	MT_M095	MT_M096	MT_M097	MT_M098	MT_M099	MT_M100	MT_M101	MT_M102	MT_M103	MT_M104	MT_M105	MT_M106	MT_M107	MT_M108	MT_M109	MT_M110	MT_M111	MT_M112	MT_M113	MT_M114	MT_M115	MT_M116	MT_M117	MT_M118	MT_M119	MT_M120
MB_G001	0.026096796780040836	1.0155533424377896	-1.6071161263805689	2.33144819165184	1.7007440358857635	1.6045895544169355	-0.683356571224225	-0.9439724540397373	-0.4991001384228885	-1.2593549649288989	-2.0288286343370343	0.011115511519736387	1.5859839346967914	-0.2335646906117127	1.430484380894308	0.09852836492703332	-0.2557470166829352	0.9999693829885693	0.8913165574847105	1.5063375379406452	1.1711011963976115	-0.11119289037905805	0.4999250802311853	3.038175003600723	1.692994766114312	-0.24640650659091978	-1.2849151979642242	1.3673974234848452	0.014276690535184204	-0.777645663109222	-0.10761579338427218	1.4601893151433523	-1.2045368433868022	0.6144771297398378	-0.009147505012711117	0.5796789707870423	-2.6143245299640308	-0.4845676403025424	-0.3976033369616406	-0.7759810586858432	1.7456172388478837	-1.0706038516992862	-0.8177109011270011	0.0494012773337088	-1.0174475358004267	1.706430236229245	-2.334038076090112	-1.9901817130463064	-0.4781136887467893	0.38184387413327225	0.23751550192492576	-0.5132384120579837	-0.7963126085500859	-2.4164194485482318	-2.063618361265576	1.179401971646221	0.7474335409412917	-0.1484328402692826	0.9816007648022971	-0.17961192022128586	-0.8617404209919235	-2.772423839868125	-0.5330669913053009	-0.5609606262414134	1.007067106014476	-0.392532170347133	-0.8375409142095179	0.2328357132770612	0.7318640449961821	0.7442201436583151	0.5772536639658865	-0.8840929738911384	1.907044574989721	-0.8556062508743233	-1.0166245216057714	1.0350451964328404	-2.3904835771737263	-1.108388979164469	0.7034192983087223	0.6591744730491608	-0.7168119241641625	1.4566072551118652	-1.0057628176648243	-0.47238940619279873	-0.8529423842630578	-0.26557568644412743	-1.4511719408388284	1.1908070266375292	-0.4609891051514732	0.03274831570679259	0.27153434424108847	-0.12071639933057332	3.888527090818007	1.8612920666356196	-0.540884487616657	-2.4784296948888356	-0.2220507085940681	2.5216967895352447	1.4339120217574408	2.0955186267949903	-1.5833994451411042	-0.1292638381338055	0.5986738660071919	1.8998253989370377	0.6349900585193603	-0.8470814580906475	-1.439660022422031	0.4551179644127721	1.24261275814034	0.6789856083488455	-1.555260235746429	-0.9671695872598439	-1.4475507150763802	-0.0053015941303721295	0.42647868741652484	1.4686701308159587	-2.1874038637317716	-0.5582329953702202	1.883157465190504	-1.436490767520095
MB_G002	1.7558338086559397	-2.169639765525006	1.6571248298052377	-0.25732343945539404	-0.3627777363870768	1.2644548957132236	3.6716385492764516	-0.46098685577126	-1.4483785594900203	-2.059398817175148	-1.2381664377020456	-1.144161672654109	-3.0455391370557603	0.5690428192271277	0.4381726936374386	1.1571514914300354	0.16822217868111466	-1.3918985059046765	0.500013043989745	1.340372838893064	-1.091045362494041	-1.0010399214387495	-0.8484359667003749	-2.360638234643284	1.0632390987954417	1.3095394494895112	0.6628799622674004	-3.0188464604980574	2.741518078933821	2.066258564456699	-0.04487492300627216	0.9002828838702766	-3.1312877925179254	1.8848648745400196	-1.5864270684357853	0.8689118826196058	0.6440346118675448	0.2093345628436707	0.22161555590747306	-0.42188014747441804	-1.3393662642986486	-0.6391353112388829	-0.03138628243176256	2.1961872093370456	0.936982199541003	1.1178339042984533	2.9437912498457433	0.3508143544195905	-0.690549578657145	2.7673773050509816	0.9816292839404055	-1.255652899724972	2.1558201395678456	-1.09248849776079	-0.8593693425480506	-0.4506634774371372	1.0108692805651558	0.351102706128098	-3.053416355341583	-0.7597703503899573	0.8148572030798109	1.9831865482014772	0.8906785007352844	-0.028275209365312692	3.32852767518467	1.7088303818425177	0.5536240314295695	1.9784761273261344	3.5073062578925622	0.05143573608011054	0.2491284012932502	-0.831633735999169	-2.6021589436238024	-3.0523470193270548	-1.5114906247495232	1.749734196082063	0.8883579325797382	-0.4428114832257035	0.7079942959532304	0.35442956022286	2.5266645796112783	2.0440473142817144	-0.6304654935169054	-0.05386588254631541	-1.018439438014722	-2.526512906967074	-1.5672096563411964	0.47645401934993026	-1.5936940274025593	0.4533267724206562	0.2373745560823297	-2.721163127239933	-0.9540580015234654	0.9518489455575793	-0.874355667660266	-1.459498310200871	0.7527094368661909	-3.00339145021373	-1.105427400677084	1.89777119239879	-1.9097845730128087	1.6456880963470637	-0.1527422474960891	-0.6952382835174198	3.8166627342293733	0.7915114949161721	-1.4046021732678426	0.3330840006151059	-4.106765481531808	0.279164167209488	1.0268532539383879	-1.3221710687328778	-1.8704799203080078	0.2051883567663355	1.6287463086255516	-0.6659650718675765	1.6291357125428976	-0.5933659396840196	-3.864684475713691	0.44743068062785185
MB_G003	1.226409591715533	-1.2804151774491064	-1.1238615879240104	1.1416839300926303	0.569116130193762	1.7014298814730904	2.1404817257078443	-1.8612405096872553	-0.8274491875448116	-1.8195042726071466	-1.033853176939276	-0.30223347364778386	-0.8666978230011908	0.7662724945428294	1.3054904454506933	0.838773935266498	0.19946525571015106	-0.22083726684731642	-0.1918511369697382	1.9608449799422092	0.6137952316287418	-1.237939286109328	0.2512911025826068	-0.5996654228070659	2.033514709783786	1.194072849383079	0.288391930947695	-0.48438607317669624	2.3958072963012667	1.8591433674490212	-0.1555743574534365	0.8094879597405404	-2.9102768492494517	1.2686280829686456	0.42877066168217337	-1.3095265878531628	-1.3904651687991147	-1.3803176504951373	0.36717528051041604	-0.057086032475994086	-0.09068773638638716	-0.2713604039113504	-1.7309782410626624	1.5035199922540194	-0.45990555249322607	2.0889050229702875	0.36516133418588415	-0.008558375095225612	-0.001148437146801351	1.2241960074542833	0.2406321807594367	-0.823554672941065	1.0773220041855194	-0.9705874877832465	-1.016226102555988	-0.10025471809881403	0.23416708829937583	0.906512543354848	-1.5069526141497358	-0.6344359666146937	-0.5607562995522997	0.143239073762077	0.8372932274458436	0.004048960485840691	2.133149561341514	2.0625200955772423	0.20383540048251736	0.3976571407347038	1.472268805174923	-0.36340120669794884	-0.3309074894802835	-1.3834907297092511	-0.008924359713213148	-1.1915365066735906	-1.937545463148593	-0.16544625964701587	-0.628677164911889	-2.18828716116876	0.6612005284820499	0.6792041432933449	0.36309175097028334	1.065797052743953	-0.2885563903849018	-0.3504449925299562	-1.6810313080889416	-1.552221234138005	-0.7532166586690756	0.21801679583839628	-1.6412779263817645	-0.23236833506075505	0.42139540968289624	-1.8725348741525332	1.0080103214161398	2.0558349873993094	-1.0253939419973765	-1.018921747382479	0.8807849168373454	-0.44599409128488143	-0.23998348088844668	2.3861220448724234	-1.680589776575794	1.3532085656146962	-0.8720441435593915	0.24857391494081127	3.839478316302981	0.23336987952403354	-2.2150287911531326	2.1030445085789244	-1.250552299261616	0.44953767467786565	-1.7234509168641423	-0.46998187009898906	-2.172801668877902	-0.2195019303196577	1.90306955141081	0.4325170907754343	0.7150382716412189	-0.8246720102210741	-1.2889916483045052	-0.025406980370063392
MB_G004	-0.5453924622216526	-0.8198001328283837	-1.4824016590753466	1.6055780141694118	0.6615276156305789	1.3559322790108403	0.9037245273740897	-0.9953629456643203	-0.7490471926357992	-0.6645451331624384	-1.3470311945700462	-0.7844554934873321	1.2088827497491481	0.7800500896952358	1.88053994004391	-0.3345477174289613	0.40776064076645646	0.6336606499938036	0.490957142387453	1.3440534306860465	0.01987411490174562	-0.2642314951905078	-1.4456919144410652	2.1883565187423577	1.9281134304614218	0.6881059949462456	-0.6729083991016385	0.11456840859338158	0.15853512972374872	0.0012134824542699985	0.03199889237737796	1.013863605469648	-3.1295855915872908	1.242880596125186	-0.465339526516658	2.1452549523646223	-2.2122339547748373	0.15336667638387702	-1.005912899043017	-1.6527508217802058	1.134309245384732	-0.774803839919965	-0.32740051019203786	-0.46345241711891116	-1.2951362372645931	1.1313778941986614	-0.7083565017899507	-1.9148942953419006	-0.4569778165809204	0.8523451385759175	0.19846271569814178	-1.5585138136407672	0.17431940097808418	-2.2386928070730647	-2.1865033696693423	1.3561975345414972	0.5588509312007965	0.15732904630372124	0.43934144245618056	-0.6106132231218768	0.4685824405145542	-1.697059204119709	0.013069078668106915	-0.4382922553891587	3.563043315313905	-0.2379313838172017	0.11584239892656267	1.2004988123654785	1.6248596105726563	1.1898394360048377	0.5651135755804111	-1.0391317489026939	-0.23760827583878985	-0.9794463929761781	-1.2461011185827338	1.3709102442941372	-1.986912556517785	0.16884913070723861	1.3163330129574093	-0.09566181709246058	0.9101944682073642	1.6572125021497848	-1.137797125475546	-1.000645118611643	-0.5361996923297134	-1.852511840459874	-1.3711844781673665	0.3526684448947135	-0.07254809922089489	0.43790393548278317	0.2938018371723201	-0.44493394950863085	2.763314103469252	1.4136707421498067	-0.47276215848159797	-4.103127468009174	0.2433416774814532	2.192016310901714	1.5082224590794886	1.744832028680213	-2.528453254297861	1.0379362839889152	0.2848415062525991	1.8915987023855618	1.6941923419231104	0.5834377498571277	-1.3574932370596577	0.3569950704343583	-0.3850980649216029	0.7163775004014727	0.43993614718590024	-0.8707254120349499	-1.9916296722436866	-0.2261629433084611	0.053779996174522005	0.919336178121462	-1.9784592534200112	-0.41220562259469795	1.0624734835109955	-1.3096912485938814
MB_G005	0.10233969661593963	-1.594128684021731	0.5553089032650921	0.5179666657229703	0.04588182027430039	1.5026066374218379	2.9257757357829517	-0.9590080747701154	-1.1598697615499491	-1.964604594441121	-1.2482768279488703	-0.7068726155569175	-2.060181567536892	0.5676351940375683	0.691539677935978	1.0710268715506028	-0.015924139351376862	-0.7999570958541319	0.4043834482471194	1.5941230344651405	-0.2635629298372734	-1.153438356796918	-0.2705353931955827	-1.5180264121032636	1.4727328262676258	1.2143007328726703	0.6007251072139662	-1.7075185298329434	2.6385744134483664	1.7533973246354995	-0.22906216554342212	0.9667920128293898	-2.787895763820159	1.5148644000734326	-0.650676144894189	-0.21770429413624476	-0.21980238231133525	-0.5677111396933442	0.35715541038748105	-0.08560747772692882	-0.6588022748748835	-0.5636890347054578	-0.7097327365974834	1.910129759761454	0.4686427302706882	1.5878292294639305	1.6604306074668005	0.29516762187388573	-0.3848644363697888	2.0810707049111294	0.6913921323475182	-0.9852085260045121	1.4604873257631066	-1.0144122437285772	-0.9486675410595399	-0.3801914388068856	0.8121162990209804	0.61840485773324	-2.2113191807918073	-0.6578494956051496	-0.020683307125156578	1.155970928768644	0.7206751461083033	0.008965504336490307	2.41313536945582	1.8722348078069053	0.2920249995628115	1.2175810083795848	2.5437980168161802	-0.17717482637668008	0.03735256189245802	-1.0217426349023315	-1.119527309796376	-2.1157352662910296	-1.5226039952380863	0.8689019906631276	0.2984908769429356	-1.3145060450242625	0.6378933439061739	0.6287583718565658	1.3696255352619742	1.626617052684015	-0.4872072393212871	-0.06256376302330861	-1.2946028276915087	-1.9823560395719249	-1.2203819007265297	0.45434711016671764	-1.6840659578963681	0.16339085759259026	0.2362263282399198	-2.2696049261105324	0.04675032585835555	1.3914398968409218	-1.0645069936569145	-1.0036458711086846	0.7098822196366538	-1.9407192089499852	-0.7740344381987924	2.0616625760455785	-1.7686501729737352	1.3988995818950503	-0.4094083972919222	-0.33238738588191524	3.458888625239527	0.32371506816486134	-1.6322558403215137	1.1800695551072848	-2.719406122241934	0.3046833577881854	-0.3459293186474596	-0.8553941271109932	-1.7753908693204645	0.014297576654587044	1.8251072112037343	-0.07045616486819843	1.2502614196627817	-0.6839334713640636	-2.556705412042139	0.32623268634148667
MB_G006	-0.7529714011849068	-1.5911553385686812	-0.6184394824147278	1.7209854243498617	-0.41263331857806895	1.3972851854664885	2.136428293090186	-0.5720156113527649	-0.9803686012023821	-0.4802878067336672	-1.3229446104011506	-1.1016601337022873	0.5165874675088918	1.1195886089992069	1.3346453254061257	-0.24616402800004267	-0.28192878154953427	0.5050206028464638	1.1706151440552763	1.1268431820704787	-0.5469315469448986	-0.9668491477845899	-2.428710428345205	1.159555184318497	1.9885952804968148	1.3246593099087929	0.6440575345638594	-0.07418021187992763	0.9737072836851962	-0.30477564936706136	-0.7656862035114408	1.1268988742844832	-3.4704089710870254	1.168743169033109	-0.49341837876988015	2.0707208458681117	-1.544488083164231	-0.09602643119814924	-0.9366486942102553	-1.1600624500482377	1.0303311925673517	-0.9913085338078128	0.20077312987484974	-0.5003487698329337	-0.568027546403791	0.9705524254625623	0.0682269410662818	-0.9091147428209739	-0.40498375918979457	1.257432763691551	0.31774452952085463	-1.9749927440230368	-0.13709929621582495	-1.7399380212117275	-2.2579418377963996	0.6471420320129372	1.111862205339802	0.6598075350885201	0.4369336791956403	-0.808136313843674	0.04549486058560459	-0.4898935671945571	-0.2661746359684197	-0.1667419981135655	3.2423804243223286	0.34701208286624563	0.3038482801817203	1.481741451483093	1.9531582203983233	0.9427626136185473	0.5648750513287631	-1.00522265630973	-0.21374721753806292	-0.5047460138529597	-0.6054251768509303	1.078088767693444	-0.9311817670078014	0.19323545586076152	1.3857417426246843	0.07681339117653152	1.0175710424636915	1.7352017854526802	-1.205572035080166	-0.6974725326393513	-0.4486320936931302	-2.653262246715261	-1.3143972748028188	0.0242941637537174	-0.518724510165454	0.6826721521476918	-0.22830630596822055	-0.640251204432691	2.1069747219192188	0.7703850549366785	-1.3399618254639698	-3.4871224787530957	0.13609973034420653	0.8892348182343438	0.8495831017639984	1.1651631492585532	-3.0694984885141667	1.4088852169509227	0.04912302288608561	1.1585388451551153	0.8249467138271113	0.43746402080403846	-0.7442058768883643	0.9530995974231921	-1.3757352234996474	0.32592956309022336	0.82238114651112	-0.21940232492120615	-1.2293249793869871	-0.5259710516614989	0.4646390039664924	0.9089263826948807	-1.164343039615733	-0.36256113182176586	0.7924210243642674	-0.47590521785582374
MB_G007	0.42630540210409695	-2.068192939900915	-0.7568941811951281	1.4991816604221637	-0.585519330866045	1.3758490611819592	2.5470612057650435	-0.8083578667439123	-1.0206085041051982	-0.47040902471980794	-1.0915760803658285	-1.209616883983732	0.3061543609718781	1.374588618131637	1.4737184029894537	-0.25605986608210507	-0.06060797720607086	0.35012024377761863	0.8652843403060126	1.196928267181498	-0.6793829094045974	-1.085196926449639	-2.6385318717417356	0.7383040415814427	2.097947769847475	1.5792469275355434	0.7865566860325032	-0.38253043637534423	1.190789813103001	0.15956119713022882	-0.6876219807005789	0.9495369337809193	-3.9598780307969994	1.3209541758391334	-0.4271168918932583	1.9855875239087042	-1.493188191632767	-0.16316899559374287	-0.9487091878805588	-1.2514487030034518	0.7604528218188481	-0.81608910662842	0.028502571954487688	-0.439247522482053	-0.6858063870460781	0.9758133742724523	0.4652378452282401	-0.771784513439821	-0.3250911587833778	1.3196689998253297	0.2571897407052871	-2.1320170406481744	0.2237509209599603	-1.5825752833394642	-2.1569913451000384	0.5902654630308485	0.9198729509844311	0.8084963491491188	0.10078123969781683	-0.9191356738398747	0.2653421186142054	-0.16187439784594415	0.007303927086686479	-0.11045072954990787	3.760893436550366	0.6287981483793844	0.5438143172640197	1.5496822011542126	2.05559945954372	0.8716366064345868	0.413816575898463	-1.1303146975148501	-0.6913030486315809	-0.5363727747821233	-0.8471679729874454	0.9136065879027447	-0.8259803679562249	0.17286748058758794	1.4609602632173662	-0.05333234297961409	1.2957292240888623	1.6572511596354218	-1.1248369265015792	-0.819249548708986	-0.5488914335361991	-2.957809510258539	-1.192254806827246	-0.22186095758660807	-0.5723675058286061	0.6507725295525445	-0.1573139512306233	-0.8629144488634134	1.7094252432141062	0.824819773552625	-1.3230331581980348	-3.614940710065091	0.3551093875092799	0.6977441612985845	0.7457613503028578	1.213018224210621	-3.1811999761973366	1.7234289553254536	-0.20453251873612566	1.0549221662631356	1.4693955581040763	0.7814768930401671	-0.9325519097397009	1.157157640639257	-1.733236457436269	0.33890134415556294	0.9512581823306999	-0.17459032963827215	-1.5032931716473135	-0.5884861310084278	0.5525382778785043	0.7329807956346711	-0.8977558216081766	-0.39700818718401665	0.39872493694043165	-0.3901672305303693
MB_G008	-1.0516867533292173	-0.7699695869261935	-1.3168790355316071	2.8518317701201816	-0.18872516769007497	1.9375636168695407	1.7861135779001165	-1.210145508443373	-0.7096352794103035	-0.9518784590384199	-1.506758972692195	-0.2593723133849287	0.6343488348266528	0.8766951897721611	0.8748984298013329	0.32825160194601444	-1.3085280072198484	0.9610896717160329	1.3934648660997366	1.587787395919357	0.8006702432887864	-1.8953829911976197	-0.8794446218669885	0.8346499899487938	2.444207524069882	1.3857624326995444	1.4826652302999035	1.6835555579809487	2.1317617929790447	-0.5187586288241264	-1.6240845316671915	1.387266255872413	-2.3615534244272194	0.40981430985894574	1.1309835351795017	-1.2571976317526499	-2.0293013557110795	-2.039471818418005	0.041250259759144425	0.5230584370404798	1.5751105562152699	-0.9844838695589686	-1.024310145944877	0.08992256650372621	-0.24315675998435204	2.0322511601179674	-1.2867385518051373	0.3306429787665537	0.14634938010435183	0.6207803621378827	0.07204995176410978	-1.1901473448180981	-1.2522749319822628	-0.9429755136897038	-1.9237840076289567	-0.34471875031614396	1.174593390807578	1.4340388095334444	0.9370625942027473	-0.6392134713808152	-2.1888401786942238	-0.5037188605998204	-0.5798158242072251	0.15308034030972562	0.2928911417437732	1.6973104579492242	-0.2796989346493498	0.021025605640415224	0.5571171841266263	-0.2692378111115068	-0.026174962234110977	-1.2797088607664278	2.5805940555671527	0.8759503016439134	-0.38397690642737337	-0.8857016325344367	-0.6454686825001189	-2.2788960293879934	0.8253698785455783	1.1240861626904564	-1.2154465359733893	0.9698095373893469	-0.7085088693247595	-0.05101256381032737	-1.2980030759544046	-1.7104435485081877	-0.675798397709455	0.09909299599713162	-1.6717486726393158	0.05510042850420005	-0.5263447168502076	-0.6267578608251847	2.7117811326164216	1.3194180401468825	-2.3549575448067053	-0.6996119757131715	0.046927930256189576	0.4845195418922714	0.13539426958638345	1.3829897461065506	-2.5181356287315193	0.9498937997053924	-0.7096052201952051	0.5106047782042746	0.18999105606181965	-0.9735113468954397	-0.9960741759862526	3.026979759823474	0.03300083202389703	-0.012420389682321176	-2.2623517492280376	0.8462531143411836	-0.47646208328425055	-0.8502194030182121	1.8053619604002904	1.6611303061104388	-0.19268948837928224	-0.6652599654018814	1.6490798310885455	0.32193286809677124
MB_G009	1.0992027053529028	0.9209982586565801	-2.6396238517781634	2.0098577086609537	2.2757574958182345	1.491609390411607	-1.2032916140702974	-1.5331827817375108	-0.3516236450317387	-1.150594919181787	-1.7068610406200535	0.011132772226900123	2.2226382813545835	-0.04900240268186096	2.2172381615044183	-0.21041789246197817	0.6822295166336718	1.0415829133425638	-0.019816353442819068	1.696378417565183	1.324383776028705	0.40458029067856804	0.611355044629684	3.6982156553902903	1.846201805598015	-0.39493635527499293	-2.229422594009478	1.1915316616878022	-0.6662413314944264	-0.12088871123293443	0.6640281126355423	1.1197228552067577	-1.7944757985180204	0.9072355753588579	0.022240357971197167	1.0849591747114444	-3.245471809564974	-0.16175044612640166	-0.7191333678770553	-1.5856398217161876	1.648606719138431	-0.6915822292070586	-1.2866320289620803	-0.20753784527505426	-1.9592211341493724	1.6918348268611196	-2.5334182808749026	-2.8861412962954867	-0.4426554811643091	0.06774437490772067	0.021105248053032266	-0.5806626329597777	-0.15508949216304524	-2.7600943724256344	-2.0607119751792866	1.9122256285886992	0.051406305688824094	-0.39801424754185666	0.8423794179995236	-0.20168936213920086	-0.016111423047524998	-3.5348305458494313	-0.015819637428911903	-0.748722080616985	2.356199870452451	-0.781074204110054	-0.5996828696700995	0.2426786879652929	0.626982080845417	1.0985873541664968	0.4819995203826468	-1.0650718487140165	1.1327902503917264	-1.163963528916546	-1.7820572351842987	1.218290244996147	-3.3101556269919103	-0.7635417474175683	0.9050496877364553	0.1805945716845554	-0.29010867558194464	1.3546854319191661	-0.9633982619231767	-1.0314113799321185	-0.8851312670565918	-0.1904382219135372	-1.3754339920963017	1.0506172453797857	0.0874215708731767	-0.09428635511215377	0.772555096404234	-0.043748739581818796	4.1177294963320765	2.357413258516139	0.24875166729720144	-3.7211579942531228	0.11491345043472856	3.7695411932587333	2.1210950163623905	2.5136923993794453	-1.5084110272063485	0.053889401311115304	0.5547797632680527	2.62616472154147	1.9717503476150262	-0.10631106905103271	-2.075535381167589	0.07655606309551777	1.6510548158614227	1.0574875873802436	-1.2990433963709394	-1.4280897550944198	-2.451439384800896	0.10833176360010333	-0.07205775723782226	1.313981270121443	-2.888037149448826	-0.5766852388502139	1.9583327442025769	-2.1747181156531235
MB_G010	0.8705939670052011	-1.8288447019776881	0.5644895248763916	3.329013819096096	-2.3245044474320173	1.629101215808197	3.158319302868675	0.6743279378504908	-1.2145711662868526	0.31466140001209053	-1.916726143589098	-1.411216909342027	0.7598765285032311	1.3560807351791744	0.0390330907049673	-0.4770966243413476	-2.6489974407760193	1.291235789744245	3.5497652627765004	0.460913692864246	-1.0644606625082367	-2.388504264401211	-4.367072591608549	1.0808516232950018	2.2237322818797423	2.058757093371194	3.2101106665219885	1.5386937184857516	1.7391935473712539	-2.951158287438946	-3.09735651702248	1.8549754155845553	-3.036470106568467	0.2242853252621474	-0.0813015154209481	1.8961485699213045	-1.1487926996135278	-0.9711811074078135	-1.0453875428852348	0.08823026568907932	2.3171650491511753	-2.027861545519985	1.5394106212263758	-1.6154315564832564	0.7289973882531079	0.7039705313165475	-0.49954235177627526	0.6397938297616989	-0.3287321502051329	1.2817431343479888	0.38546570628431664	-2.66144896018965	-2.6878342147029897	-1.1780785745124862	-3.1257500541227965	-0.5660057525460248	2.7304083529060548	1.5830773067327435	2.4805674276910326	-1.0072512868082728	-2.0773305806077267	0.39700879357755203	-2.003871547737893	0.2404836496243784	0.7621702618757759	0.6505621879738314	-0.09002884296768132	1.4412466181522583	1.57130136768131	0.6335001255664462	0.87206068789779	-0.8020844282807641	2.229326922562296	1.6734518187157061	1.6267694214124226	0.2025187495955908	0.4319211293958002	0.03120077550414846	1.451595304179461	0.783508263059501	-0.372323000587199	1.788638555970203	-1.6994304245072391	0.06784944735899534	-0.02802320462751917	-3.579325455930737	-1.3216673267365215	-0.30015159289869586	-1.2166765737663137	1.1988641008051393	-1.7682166842317986	0.1472957510711267	2.7682841455875775	-0.7389025072898604	-3.615921057819048	-2.1520750609482326	-0.8794815713733969	-0.18572586966534532	0.20379939304623063	-0.4467071476886503	-4.32237717432548	1.2585328466228796	0.022499317816424003	0.3299535481874448	-3.7292689370613643	-1.090423340050171	1.135940404743096	2.2874300958599627	-1.4923608163195765	-0.626132569500229	0.67228150645523	1.5922800071763534	1.3365636588046432	-1.382912209818572	0.9138096116828777	1.9339993639875677	-0.9104397517762074	-0.1975950836064494	2.874480572222757	0.8669134090946627
