	Axis1	Axis2	Axis3	Axis4	Bias
MT_M001	0.0	0.0	0.0	0.0	0.0
MT_M002	0.12195340543985367	-0.9253939390182495	-1.7795599699020386	0.2963019907474518	-0.10887836664915085
MT_M003	-1.264111042022705	-1.2198216915130615	-0.2579144835472107	-2.004899263381958	0.07087700814008713
MT_M004	-0.36309048533439636	0.7743171453475952	-0.5721654295921326	0.8115602135658264	1.484144687652588
MT_M005	1.0651527643203735	-0.8149375915527344	-1.2692477703094482	0.17950254678726196	0.3061819076538086
MT_M006	0.14218401908874512	0.2535167932510376	-0.4969044029712677	-0.10694099962711334	1.2633657455444336
MT_M007	-0.41921287775039673	0.7677873373031616	0.9361093640327454	-1.43324613571167	0.7118583917617798
MT_M008	-1.0674729347229004	-0.7873762845993042	-0.03765374422073364	-0.7062514424324036	-0.4893580973148346
MT_M009	0.34186944365501404	0.09221547096967697	-0.4222540259361267	0.14395828545093536	-1.2296608686447144
MT_M010	-0.27994170784950256	0.46327605843544006	0.6858872175216675	0.45301783084869385	-1.885087251663208
MT_M011	0.5750340819358826	0.45115718245506287	0.2901344299316406	-0.18579287827014923	-2.4173128604888916
MT_M012	0.4511357545852661	-0.0035704250913113356	-1.05784010887146	0.009018703363835812	-0.671420156955719
MT_M013	0.2959030270576477	0.589855968952179	0.07672443985939026	1.870017647743225	-0.6561937928199768
MT_M014	0.2023104578256607	0.858479380607605	0.7450452446937561	0.0077204923145473	-0.5080050826072693
MT_M015	0.9251583218574524	0.2266838103532791	0.2730691730976105	0.5011940598487854	0.13435032963752747
MT_M016	0.20677748322486877	-0.27301716804504395	-0.9509620666503906	-0.9262726306915283	0.3588573634624481
MT_M017	1.2237080335617065	-0.4169342517852783	0.24514111876487732	-0.18310324847698212	-1.2242399454116821
MT_M018	-0.07658254355192184	0.4857284426689148	-0.22457902133464813	0.8151273727416992	-0.07232331484556198
MT_M019	-1.3683652877807617	-0.13990087807178497	-0.27188825607299805	-0.31955912709236145	1.3118294477462769
MT_M020	0.658581554889679	0.20453161001205444	-0.5471507906913757	-0.13274948298931122	0.9415913224220276
MT_M021	0.7856948971748352	0.2663751244544983	-1.3825315237045288	0.45117777585983276	-0.010785724967718124
MT_M022	0.46595337986946106	-1.0434508323669434	-0.2594648003578186	-0.09186109900474548	-1.037282943725586
MT_M023	1.2747142314910889	-0.8231984376907349	-2.5384578704833984	-0.48798832297325134	-0.34298819303512573
MT_M024	0.1168365404009819	-0.3095342218875885	-0.23583848774433136	1.8210259675979614	0.62753826379776
MT_M025	0.3508007526397705	0.855165958404541	0.039540115743875504	0.36000847816467285	0.9992461204528809
MT_M026	-0.05046270415186882	0.9209960699081421	0.5679281949996948	-0.3650801479816437	-0.020719701424241066
MT_M027	-0.929032564163208	1.282740592956543	0.2945221960544586	-0.6390489935874939	-0.2769990861415863
MT_M028	-0.10114967823028564	1.1026880741119385	-0.9618735909461975	1.5082706212997437	-0.17835623025894165
MT_M029	0.013203269802033901	0.740927517414093	-0.5973329544067383	-1.240684986114502	1.0064234733581543
MT_M030	1.6179978847503662	0.0048158797435462475	-0.19096188247203827	-1.1161973476409912	-0.8696243166923523
MT_M031	1.0834356546401978	-0.8459575176239014	-0.2493893951177597	-0.3284386098384857	-1.0139727592468262
MT_M032	-0.36848393082618713	-0.2071572244167328	-0.5337797403335571	-0.21764414012432098	1.3063865900039673
MT_M033	-0.29974645376205444	-0.9924542307853699	-2.0114214420318604	-0.3482036292552948	-1.5282398462295532
MT_M034	0.411429226398468	-0.30811184644699097	0.23605509102344513	-0.6032792925834656	0.4609675407409668
