SampleID	StudyGroup	Model	StartAxis1	StartAxis2	EndAxis1	EndAxis2
PRISM.7904	Control	Group-adjusted	-0.00725007358508153	0.0239901597101036	-0.00924489720417446	0.0122078430430778
PRISM.7906	Control	Group-adjusted	0.0205011278837025	0.0446891605892784	-0.00273101022836672	0.00179386114211731
PRISM.7908	Control	Group-adjusted	0.0433900383843485	0.0402842410127202	0.010792775939077	0.0172415762190801
PRISM.7909	Control	Group-adjusted	-0.003174631957381	-0.021570746936423	-0.0178123490453913	-0.000521730420940192
PRISM.7910	Control	Group-adjusted	0.0136007380521757	0.0166094221028189	-0.008183575658816	0.0123181070804672
PRISM.7911	Control	Group-adjusted	0.0460175547216081	0.0486655152851278	0.00509719334352737	0.0245256887864079
PRISM.7912	Control	Group-adjusted	-0.00293943420611158	-0.0255031300716833	-0.00815025475883585	-0.00195829896947071
PRISM.7938	CD	Group-adjusted	0.0573385448048041	0.00374561349715255	0.0287013928958413	0.0033168363608204
PRISM.7941	CD	Group-adjusted	0.0253970035434202	0.0501205619003645	-0.00454944421490776	0.0181771249884171
PRISM.7947	CD	Group-adjusted	0.0547286906039651	-0.0369442381187034	0.00148259875226624	-0.00332441854202448
PRISM.7948	CD	Group-adjusted	-0.00567990904177324	0.0237545623866911	-0.00617960491334302	0.00588374636071943
PRISM.7955	Control	Group-adjusted	0.0124955375131665	-0.0119665079561452	0.00628161972997377	0.00881988572460596
PRISM.7971	CD	Group-adjusted	0.0858094304009259	-0.0603315884930096	-0.0016736577236407	-0.0159571817785199
PRISM.7989	CD	Group-adjusted	0.0533164351768133	-0.0353720648837801	0.0269276660988932	-0.0206712961596456
PRISM.8095	CD	Group-adjusted	0.0852046785850656	-0.0559098730223053	0.0139226644730146	-0.00591139004496192
PRISM.8096	UC	Group-adjusted	0.0211053316120641	0.025237574896333	0.0373170574083876	0.0181828682558153
PRISM.8101	UC	Group-adjusted	-0.0432741395295741	-0.029215366940568	-0.0218360496320371	-0.00838879113788762
PRISM.8106	UC	Group-adjusted	0.0853513180377167	0.063023667712426	0.0297108319286699	0.0228424959364969
PRISM.8129	UC	Group-adjusted	0.0149000149703832	0.0313387821588502	0.0213329159473215	0.0185234443323689
PRISM.8226	CD	Group-adjusted	0.0654377169092538	-0.0259093383327449	0.0390827668706272	-0.00455740126905078
PRISM.8244	Control	Group-adjusted	-0.0108179821391127	0.0165029975963867	0.000637320245055155	-0.00999329063429564
PRISM.8264	CD	Group-adjusted	0.0633502324069368	-0.0470668090342676	0.0256260786561871	-0.0327010925353477
PRISM.8275	UC	Group-adjusted	0.0307161948458199	-0.0050531036840298	0.0224966277525554	0.0218940085558906
PRISM.8283	Control	Group-adjusted	-0.0147129627787746	-0.0228517574934733	-0.00471788959692494	-0.033216124733571
PRISM.8332	Control	Group-adjusted	0.00281864329428026	-0.0120702817509247	-0.0030264713569564	-0.0183226182765489
PRISM.8336	CD	Group-adjusted	0.0920486987035889	-0.0472146268686852	0.0461314730455129	-0.0223759868937094
PRISM.8361	CD	Group-adjusted	-0.0209768714444427	0.029766749788555	-0.00299748512309224	0.0148181024614606
PRISM.8374	CD	Group-adjusted	0.00718650315232954	0.00449990197145615	-0.0117725433366721	0.0148316835061844
PRISM.8377	CD	Group-adjusted	-0.0204691443826499	0.012227916032884	-0.0161325657280891	0.0127600106664417
PRISM.8406	CD	Group-adjusted	-0.00805522089634058	-0.00952446577340132	-0.0164734947207635	0.00719335051428195
PRISM.8441	UC	Group-adjusted	-0.0340226410958366	-0.0167958412130172	-0.0286992376218315	-0.00223388275703316
PRISM.8444	UC	Group-adjusted	-0.0536861300780219	-0.0361768980792582	-0.0206813385011598	-0.0167491534656102
PRISM.8447	UC	Group-adjusted	-0.0524206747605273	-0.0185456530807346	-0.0249362420276149	-0.00470414615850964
PRISM.8452	CD	Group-adjusted	0.0283294221954083	-0.0458494068605824	0.037813039200632	-0.0031638910961504
PRISM.8458	UC	Group-adjusted	0.00228738058398355	0.0153078680691849	-0.0318150242309591	0.0151745113258584
PRISM.8462	CD	Group-adjusted	-0.0123288438131384	0.0276870741980352	0.00349635897803549	0.0174052544108053
PRISM.8464	UC	Group-adjusted	0.0610368904780407	0.081451745684794	0.0106158987686914	0.0280421810573515
PRISM.8466	CD	Group-adjusted	-0.0119886577279224	0.00247686823888694	-0.0297751702495162	0.00917860884204857
PRISM.8467	CD	Group-adjusted	-0.0361977429241556	0.00589349507934814	-0.00896758142042391	0.0164959270841049
PRISM.8475	CD	Group-adjusted	0.0214637384404708	-0.0141296867000447	-0.00502795389950408	0.00903842897012738
PRISM.8480	UC	Group-adjusted	0.0184297519397242	-0.0662774484900114	0.0381438797055865	-0.00916611794543582
PRISM.8483	CD	Group-adjusted	0.00595822969356319	-0.00363804131316671	-0.00641388112202603	0.0184608969903187
PRISM.8485	CD	Group-adjusted	0.00577610538276157	-0.033912053616298	-0.018322836102495	0.00850116892773745
PRISM.8496	CD	Group-adjusted	-0.00780594227181648	0.0568729471819085	-0.0136055271749359	0.0202843311151849
PRISM.8502	UC	Group-adjusted	0.0881108951139605	-0.0112123037023031	0.042075208304823	0.00721930754272492
PRISM.8503	UC	Group-adjusted	-0.0515338992049147	-0.0320028270446397	-0.0301372077412882	-0.0131113212476616
PRISM.8511	UC	Group-adjusted	0.0182923312626508	0.0693774759653367	-0.0057164292856244	0.0205006429220503
PRISM.8513	UC	Group-adjusted	-0.0475328154654811	-0.00328095715417376	-0.0257871456351181	0.0056761085998284
PRISM.8515	UC	Group-adjusted	-0.0239060928163733	0.0231896829994696	-0.015330840503427	0.00792249952525673
PRISM.8523	CD	Group-adjusted	-0.00103982320377907	-0.00708723552719933	0.0237549602767928	0.00674713499945163
PRISM.8534	CD	Group-adjusted	0.105903969910964	0.00995928263101719	0.0476969248097435	-0.0275278366693137
PRISM.8537	CD	Group-adjusted	0.0525967650960706	0.0333623256539455	-0.00431449609837544	0.0024005116806116
PRISM.8550	CD	Group-adjusted	0.0210654675281259	0.0424192789173688	0.0266951255038952	0.00995610176456885
PRISM.8564	CD	Group-adjusted	-0.00950017582215425	0.0201260264069725	-0.014217307122057	0.0145870073771497
PRISM.8565	CD	Group-adjusted	0.0313889508905464	-0.0455834345604671	0.0429718560252972	-0.00832421799332683
PRISM.8573	CD	Group-adjusted	-0.0290369419103043	-0.000105504825645266	-0.0213613333017379	0.00397577157081184
PRISM.8577	CD	Group-adjusted	-0.06253833686093	-0.0219566394490703	-0.0289469708452112	-0.00561236317581342
PRISM.8589	Control	Group-adjusted	0.00709998347267146	-0.00191025690325194	0.00591080194669786	0.0143143842423868
PRISM.8591	CD	Group-adjusted	0.0336217002505149	0.0271741693212103	-0.000631755884564252	0.0100993601068779
PRISM.8592	CD	Group-adjusted	-0.0273291067310162	0.0288288765368034	-0.0186279786281436	0.0150613854445271
PRISM.8605	UC	Group-adjusted	-0.00789624162970623	0.0254856073408034	0.0365861128849819	0.0182506611594326
PRISM.8624	CD	Group-adjusted	-0.0179510021457656	0.0121310530079337	-0.0217513722669522	0.017450116848833
PRISM.8628	UC	Group-adjusted	-0.0387625985169	-0.0345313195490671	-0.0174248083333576	-0.00581137591604795
PRISM.8629	CD	Group-adjusted	0.0899161807034265	-0.0328896312263367	0.0244342507334407	-0.0038982639232034
PRISM.8667	UC	Group-adjusted	0.0148001497166389	-0.00274007610940641	0.00553400239366745	0.0131163067326252
PRISM.8675	CD	Group-adjusted	-0.000627509901165295	0.0596565102446066	-0.00890762344090296	0.0141038469748906
PRISM.8683	Control	Group-adjusted	0.084503743420809	0.0192256885666136	0.0286583295403843	-0.00346098520109125
PRISM.8692	UC	Group-adjusted	-0.0573776071271147	-0.0356706793664147	-0.0256553820655994	-0.03056753065151
PRISM.8696	UC	Group-adjusted	-0.000958190205488501	0.0288439330438362	0.00641791158932477	-0.0112375546394312
PRISM.8728	UC	Group-adjusted	-0.0479775543663488	-0.0606516366305339	-0.0220332006771824	-0.0319899258894395
PRISM.8734	UC	Group-adjusted	-0.0146940239476709	-0.00369650616715522	-0.00373831122852997	-0.00964171077763207
PRISM.8735	UC	Group-adjusted	0.0361163031046858	-0.0114788404541619	0.012735215593138	-0.0251189190978849
PRISM.8746	CD	Group-adjusted	0.0474796683976225	-0.0881591773893033	0.0346065131441623	-0.0266864979705025
PRISM.8749	CD	Group-adjusted	0.0419834422266498	-0.0599550037944239	0.00496543329533933	-0.0310585449442021
PRISM.8753	CD	Group-adjusted	0.0169069666612359	-0.0141202242081793	0.0128538714907378	-0.00838821151419477
PRISM.8754	Control	Group-adjusted	-0.0138332050244099	-0.03055891416924	-0.00025173987420244	-0.0265009284183186
PRISM.8758	CD	Group-adjusted	0.0500251957045408	0.00805608913444629	0.0343250559703743	-0.0227135573604833
PRISM.8764	Control	Group-adjusted	-0.0182394296439886	-0.0327157598650771	-0.0142151533415436	-0.0289831742706774
PRISM.8765	Control	Group-adjusted	-0.0162961056932223	-0.0583598163063215	-0.00843726978533075	-0.0318582950328882
PRISM.8774	Control	Group-adjusted	-0.00128300071978971	-0.0116898546132151	0.00567845660375008	-0.00778173370361013
PRISM.8776	Control	Group-adjusted	0.00976836629750408	-0.0125475214395178	-0.00517194203564641	-0.0181342533462826
PRISM.8778	UC	Group-adjusted	-0.0503111834634431	-0.0725113649790401	-0.0158338753773494	-0.0348547914078078
PRISM.8783	CD	Group-adjusted	-0.0222478655842462	-0.00738915160501868	-0.00364077213409607	-0.0108145372921292
PRISM.8784	Control	Group-adjusted	0.000680474699009301	-0.00601674585128977	0.00259134969877371	-0.0300844473162977
PRISM.8785	UC	Group-adjusted	-0.00887154607423725	-0.0482217072971334	-0.00839713969624228	-0.00650040929161098
PRISM.8788	Control	Group-adjusted	0.00649390610328765	-0.0174250218390272	-0.00562012442867244	-0.0244606954014777
PRISM.8789	Control	Group-adjusted	-0.000942856121743922	-0.0189089222551742	-0.00396478197488437	-0.0193053720386356
PRISM.8794	CD	Group-adjusted	-0.00945267353907973	-0.0100082549855555	-0.0205407299258652	-0.00513613151818197
PRISM.8795	UC	Group-adjusted	0.00118120454839722	-0.00842935709912914	-0.0194986446227673	-0.0134732447466591
PRISM.8800	CD	Group-adjusted	-0.0442962224202302	-0.00823020167683724	-0.000766076566924393	0.0019240681052207
PRISM.8802	CD	Group-adjusted	-0.0742007086535308	-0.0658368956768215	-0.026959810540466	-0.0335265824405522
PRISM.8803	UC	Group-adjusted	-0.0225357753387057	0.0118707361072507	-0.0232559248549111	-0.0115712194565493
PRISM.8805	UC	Group-adjusted	0.0612595090183671	0.0321649473410461	0.0330271872096065	0.00707548107515022
PRISM.8806	CD	Group-adjusted	0.0924425733441758	-0.0951464815813291	0.0337485160848423	-0.028181328497464
PRISM.8807	CD	Group-adjusted	0.00984602993356307	0.00790993074266315	0.0204235158012954	0.00189568469876344
PRISM.8809	UC	Group-adjusted	0.119673284765571	-0.0189098000891168	0.0465524262629355	-0.0154942563294239
PRISM.8815	UC	Group-adjusted	0.084053319113828	0.0251459940109934	0.0385004766891032	0.00623663068630792
PRISM.8841	CD	Group-adjusted	0.0214812757061356	-0.00966869233630725	0.0358546482345292	-0.0100299267721968
PRISM.8843	CD	Group-adjusted	0.00440261913127407	-0.0236103529866572	0.00712808604368804	-0.0125123290870388
PRISM.8844	UC	Group-adjusted	0.072331970130378	-0.0891753456567661	0.0075032865755061	-0.0215105835326132
PRISM.8846	UC	Group-adjusted	0.0362214471157536	0.025344451179492	0.0100465640558642	0.00328043999165501
PRISM.8847	CD	Group-adjusted	-0.0271774248683387	-0.0236711894624051	-0.0109768013664526	-0.0115868490192884
PRISM.8849	UC	Group-adjusted	0.124188088963796	-0.0172135456028588	0.0539098490917105	-0.0129163431839175
PRISM.8878	CD	Group-adjusted	-0.0628301390577527	-0.0261334685654376	0.0140476113207772	-0.00782166015265455
PRISM.8882	UC	Group-adjusted	0.0399331118878118	0.0116977632002256	0.0358325136543392	0.0189798473493079
PRISM.8892	CD	Group-adjusted	0.0134357198833498	0.0350424930031657	0.0120476995604406	0.0140625468470429
PRISM.8894	UC	Group-adjusted	-0.0506122571024804	-0.0330162299385067	-0.0211505201080303	-0.0219915986010418
PRISM.8898	UC	Group-adjusted	0.0157352580912292	-0.0206148405694357	0.020272439603956	0.00346770752454772
PRISM.8924	UC	Group-adjusted	-0.0419419309305587	-0.0295174513794259	-0.0304005916229756	-0.0360543605963401
PRISM.8932	UC	Group-adjusted	0.104102478532467	-0.0211290546782076	0.0396838441691257	0.0111001980785494
PRISM.8982	UC	Group-adjusted	-0.0200353764182015	-0.0694392735981853	-0.0219063769466522	-0.0357065612946932
PRISM.8998	UC	Group-adjusted	0.0209552740660428	0.0174448429030759	0.0189728925224976	0.0068121285268934
PRISM.9010	UC	Group-adjusted	-0.0555315261295614	-0.0124863781092031	-0.0171279336205462	-0.0186568076600615
PRISM.9018	UC	Group-adjusted	0.0076203534813406	0.0280655449384211	0.0280221701300219	-0.0197650253741295
PRISM.9030	UC	Group-adjusted	0.0502332585236874	0.0120180072252455	0.0204923289304352	-0.000777483374435355
PRISM.9033	UC	Group-adjusted	-0.0577741192345469	-0.0354804889303214	-0.0136219866208335	-0.0388777022185774
PRISM.9074	UC	Group-adjusted	0.0465183168772738	0.0552656274518095	-0.00105404529325963	0.00845615353669183
PRISM.9079	UC	Group-adjusted	-0.0276618662579164	0.00960962306658948	-0.0165875046609379	0.0130361571768561
PRISM.9126	Control	Group-adjusted	0.0117283322252987	0.0149772201902434	0.0371398065600948	0.00662219509659428
PRISM.9148	Control	Group-adjusted	0.0068163824175996	-0.010294201604682	0.0238421799436674	-3.12819028634063e-05
Validation.LLDeep_0001	Control	Group-adjusted	-0.00826095199744448	-0.0223849586644624	-0.00702046260647179	-0.0166558686440409
Validation.LLDeep_0003	Control	Group-adjusted	0.0276048011119461	0.017273400256099	-0.000461012554700965	0.0139867731416468
Validation.LLDeep_0010	Control	Group-adjusted	0.0269868062683099	0.0184466903663732	-0.0136033244097479	-0.00125885912686504
Validation.LLDeep_0011	Control	Group-adjusted	-0.00774907902863078	-0.0322309424450829	-0.000996872176880667	-0.000890934019331145
Validation.LLDeep_0012	Control	Group-adjusted	0.000314019938678247	0.0140748119785989	0.00134019210516328	0.00159286346388802
Validation.LLDeep_0015	Control	Group-adjusted	-0.0168142787905392	-0.002257298272995	-0.0080599320775707	0.00436686443114651
Validation.LLDeep_0018	Control	Group-adjusted	-0.0241946449211535	-0.0167048710113233	0.000277323299859791	-0.00905016432212903
Validation.LLDeep_0021	Control	Group-adjusted	-0.017855824339003	-0.0506387818484018	-0.00965200765109722	-0.0151987880294866
Validation.LLDeep_0022	Control	Group-adjusted	0.000326348395019496	-0.0190555729425695	0.00381769937500502	0.00558178302300539
Validation.LLDeep_0024	Control	Group-adjusted	-0.00911522603469761	0.000316269177164542	0.00142220409444857	0.00221073606285114
Validation.LLDeep_0026	Control	Group-adjusted	0.0150647406815603	0.0408366221231675	0.0122605566569262	0.0122931085192647
Validation.LLDeep_0027	Control	Group-adjusted	-0.00768754577076652	0.0265042021847389	0.0152344817832903	0.0185691133877985
Validation.LLDeep_0028	Control	Group-adjusted	0.00153254164238956	-0.00082912148937628	0.00689107104559158	0.000523701627123261
Validation.LLDeep_0029	Control	Group-adjusted	-0.0281149599911027	0.0207783381187651	-0.00274974366848458	0.00570022008496095
Validation.LLDeep_0030	Control	Group-adjusted	-0.00447878112363747	0.0259483074407295	0.0139916306644408	0.0209844931117497
Validation.LLDeep_0033	Control	Group-adjusted	-0.0232281730590325	-0.0429996082402742	-0.0124364159736309	-0.0164698247501598
Validation.LLDeep_0034	Control	Group-adjusted	-0.00511898880094281	0.0112417429524087	0.00981146072863434	0.0115504164910821
Validation.LLDeep_0037	Control	Group-adjusted	-0.029156149960408	-0.030161352606507	-0.00182708825508572	-0.0143762880170243
Validation.LLDeep_0039	Control	Group-adjusted	0.0479020564619499	0.070937459740459	0.0190991956098468	0.0269818406457153
Validation.LLDeep_0043	Control	Group-adjusted	0.0194498795499716	0.00943095775282165	0.0156907512321718	0.0192987484935729
Validation.LLDeep_0047	Control	Group-adjusted	-0.0163775300310929	-0.0207135128828041	-0.00409626924824517	-0.00171803068059605
Validation.LLDeep_0052	Control	Group-adjusted	0.0019239662594473	0.00889940816464433	0.006036737824433	0.00226800449989748
Validation.UMCG0333264	CD	Group-adjusted	-0.0107464980202682	0.0213805128654481	-0.0034069736922003	0.0155286318617116
Validation.UMCG1180653	UC	Group-adjusted	-0.0333006327065422	0.00863126726496306	-0.0158559344743848	0.00728865742940393
Validation.UMCG1576297	CD	Group-adjusted	0.019638288820429	0.0252167428852496	0.00339567127225867	0.000413148156642116
Validation.UMCG1705352	UC	Group-adjusted	-0.0295042239955868	-0.0292337627011715	-0.00654846306679673	-0.00354692405822057
Validation.UMCG1708847	UC	Group-adjusted	-0.0647430053525558	-0.0652115169016306	-0.0280742401908303	-0.0206226402401524
Validation.UMCG2023308	CD	Group-adjusted	-0.0381904839480077	0.0537628716282753	0.014896122638565	0.0177581068641995
Validation.UMCG2136686	UC	Group-adjusted	-0.0446001359909105	0.00953980055122134	-0.0143816824888484	0.0125878232200546
Validation.UMCG2739287	UC	Group-adjusted	-0.00926090175823077	0.0254691168470354	-0.00822563617067495	0.010058828299668
Validation.UMCG2788516	CD	Group-adjusted	0.0279690555612277	0.0304602508143134	0.00709067007500809	-0.000218348422981854
Validation.UMCG3243705	UC	Group-adjusted	-0.0200715108094177	-0.00296335124450828	-0.0190987043150382	-0.00259194000722383
Validation.UMCG3299495	UC	Group-adjusted	-0.0174464282742086	0.00239970119802417	0.0220323425422136	0.0150731610447193
Validation.UMCG3321127	UC	Group-adjusted	-0.0154863015033817	0.0361835140383925	-0.0124491915369457	0.0139768764891786
Validation.UMCG3595094	UC	Group-adjusted	-0.0433108343213004	0.0291702712839704	-0.00672455426733798	0.00187082326177732
Validation.UMCG3748218	UC	Group-adjusted	0.0138217217150757	0.00261098871425507	0.0219458945354945	0.0128168026265504
Validation.UMCG4000898	UC	Group-adjusted	-0.0206527734808262	-0.00697100474490978	-0.0127877093452929	0.00866067188772959
Validation.UMCG4081271	UC	Group-adjusted	-0.0301546337314945	0.0388911273682042	-0.0235641132239977	-0.00401507586536498
Validation.UMCG4268471	UC	Group-adjusted	0.166094477732848	-0.0468058432388356	0.0538345614439324	-0.0122266162435443
Validation.UMCG4722506	UC	Group-adjusted	0.000466326818913609	0.0194719625897583	-0.0167991806520807	0.0149461514865754
Validation.UMCG4789724	UC	Group-adjusted	-0.0195172533278128	-0.00720274593040574	-0.00928928641390371	-0.00290495026262957
Validation.UMCG4851027	UC	Group-adjusted	0.029235018354686	0.0288743490231864	0.0172357432453579	0.0149342885330423
Validation.UMCG5113553	UC	Group-adjusted	-0.00153958082682511	0.0414481086504152	-0.0223908990657133	0.0168645703919059
Validation.UMCG5308346	CD	Group-adjusted	-0.0426277152770283	0.010985961761649	-0.0120630250411226	0.00426181853027232
Validation.UMCG5437940	CD	Group-adjusted	0.00575423169558747	0.0348197403557485	0.0105543698923891	0.0122283483379604
Validation.UMCG5613882	CD	Group-adjusted	0.0138049658957353	0.0437822388786062	0.018694118546959	0.0167310675106007
Validation.UMCG5792346	CD	Group-adjusted	-0.0581781084478981	0.0286077181835445	-0.0130522246052711	0.0178138241870095
Validation.UMCG5921444	CD	Group-adjusted	-0.0810046051163606	0.0207394565788537	-0.0191869007815192	0.00127890309292115
Validation.UMCG6047689	UC	Group-adjusted	-0.0386697535614137	0.00177228125275065	-0.0134660982738563	0.00384326715077952
Validation.UMCG6054655	UC	Group-adjusted	-0.021750078247457	0.0281751862382788	-0.0107887270229498	0.00536000762668094
Validation.UMCG6262744	CD	Group-adjusted	-0.00770096769217039	0.0265334194466386	0.00908202599257023	0.00145432540040678
Validation.UMCG6628208	CD	Group-adjusted	-0.0758905767697775	0.0262605813484677	-0.0200069803671478	0.00400098077504613
Validation.UMCG6720116	UC	Group-adjusted	-0.0149646795883877	-0.0209082312936726	-0.00760993079836881	0.00884096989494578
Validation.UMCG6738619	CD	Group-adjusted	-0.0609376752401986	-0.000188097225127037	-0.0116862362978848	-0.00893291830992564
Validation.UMCG6868484	CD	Group-adjusted	-0.0629182587296912	-0.0249473897967339	-0.027160163058104	-0.0107499228811248
Validation.UMCG6966873	UC	Group-adjusted	-0.0566512951846036	-0.00941496189717398	-0.0102020917703754	0.001450063436858
Validation.UMCG7115152	CD	Group-adjusted	-0.0365535322897723	0.0235596039181657	-0.00822861156737912	0.017599523568927
Validation.UMCG7198526	UC	Group-adjusted	-0.0214442703556959	0.0310667213671343	-0.0113295471462202	0.0104811424873777
Validation.UMCG7563651	CD	Group-adjusted	-0.0412790848700732	-0.00445297522128778	-0.029243283155718	-0.00398735043341666
Validation.UMCG8089650	CD	Group-adjusted	0.099426810553389	-0.0182803996405455	0.0346859217258629	-0.0269884060878332
Validation.UMCG8255148	UC	Group-adjusted	-0.0338573715524656	0.00892111743411668	-0.00979206703163396	0.00922097331385189
Validation.UMCG8438880	CD	Group-adjusted	-0.0806624046502681	0.0252446507669382	-0.0119103580002248	0.0062784137903798
Validation.UMCG9119812	CD	Group-adjusted	-0.0217639090333474	0.0178788254223029	0.0157673536425965	0.0147369741758561
Validation.UMCG9189151	CD	Group-adjusted	-0.0704649200980496	0.00876740722627935	-0.0230809134959923	-0.000983866523690599
Validation.UMCG9830707	CD	Group-adjusted	-0.0261206023082529	0.0430872559027466	-0.00259017484704282	0.0132685535141402
