SinkSampleID	SourceClass	Contribution	MonteCarloSD
ERR525698	Adult gut	0.012870000000000001	0.002215648889151889
ERR525698	Adult skin	0.00541	0.0012735383779062179
ERR525698	Infant gut	0.9294499999999999	0.0075609192562809515
ERR525698	Soil	0.04787	0.0076767896936154245
ERR525698	Unknown	0.004399999999999999	0.0006723094525588645
