SinkSampleID	SourceClass	Contribution
ERR525698	Infant gut	0.66889087998063
ERR525698	Adult gut	0.032313086714873
ERR525698	Adult skin	0.000867279618707329
ERR525698	Soil	0.112571482947324
ERR525698	Unknown	0.185357270738466
