Read	Records	MinLength	MedianLength	MaxLength	MedianReadMeanPhred	Q30BaseFraction	NBaseFraction	ObservedSHA256	SourceSet
Forward	2000	151	151	151	36.0894039735099	0.893453642384106	0.00186092715231788	e6fabdbd31db519c719447f1caf2d1cd334c6ab932353e534ea2433ead88d254	Bundled 2,000-record excerpt
Reverse	2000	151	151	151	32.3377483443709	0.738923841059603	0.00241721854304636	d2fa5841d150fead5a73067a267ec531221de11c512a38ec32ada03f1621bf65	Bundled 2,000-record excerpt
Barcode	2000	12	12	12	33.8333333333333	0.731916666666667	0.003125	9cce1bb9a57975d14b54a5cf07c89b2b7c2095da4a8f0d1bd2720f1349e74057	Bundled 2,000-record excerpt
