Path	Estimate	BootstrapMean	BootstrapSE	Lower	Upper
Climate -> Acidity	-0.185816222472234	-0.185151273204661	0.110473635202214	-0.38520555521828	0.121217585749179
Climate -> Salinity	0.601092770517017	0.602699580955614	0.0767284188978326	0.449958412945819	0.750276319699299
Acidity -> Microbiome	0.10097201657565	0.100484037997735	0.0955314654128324	-0.0832242889014156	0.292169013009517
Acidity -> Carbon	-0.64088474624909	-0.637446615159953	0.0620396514461905	-0.743966175493413	-0.50142936138773
Salinity -> Microbiome	-0.305981363108372	-0.308237225207269	0.0856699330120656	-0.465943535492072	-0.131171643427177
Salinity -> Carbon	-0.0334037770825007	-0.0294640706032645	0.0925292230049405	-0.206256157294444	0.161533124821602
Microbiome -> Carbon	-0.0706503274921658	-0.0654982938242055	0.0993542260903012	-0.25286503542039	0.142627796659678
