Pair	Kingdom1	Feature1	Label1	Kingdom2	Feature2	Label2	RawRho	RawPValue	RawQValue	AdjustedRho	AdjustedPValue	AdjustedQValue	SignChanged	BootstrapLower	BootstrapUpper	SignStability
Bacteria vs Fungi	Bacteria	OTU_16	[Kouleothrixaceae] (OTU_16)	Fungi	OTU_16	elongata (OTU_16)	0.752895752895753	1.17568787381015e-07	2.98517415461475e-06	0.0326898326898327	0.849883304955454	0.959833153280591	FALSE	NA	NA	NA
Fungi vs Oomycete	Fungi	OTU_16	elongata (OTU_16)	Oomycete	OTU_4	Pythium (OTU_4)	0.441441441441441	0.00703518995386822	0.0208450072707206	-0.0326898326898327	0.849883304955455	0.959833153280591	TRUE	NA	NA	NA
Bacteria vs Fungi	Bacteria	OTU_4090	Pseudomonadaceae (OTU_4090)	Fungi	OTU_5	OTU_5 (OTU_5)	0.0911196911196911	0.597134889923301	0.684280940830613	-0.0324324324324324	0.851052062575457	0.959833153280591	TRUE	NA	NA	NA
Bacteria vs Oomycete	Bacteria	OTU_5	Dolo_23 (OTU_5)	Oomycete	OTU_9	OTU_9 (OTU_9)	-0.317889317889318	0.0588433613894391	0.113160310364306	-0.0324324324324324	0.851052062575457	0.959833153280591	FALSE	NA	NA	NA
Bacteria vs Fungi	Bacteria	OTU_19	OTU_19 (OTU_19)	Fungi	OTU_45	solani (OTU_45)	0.0607464607464608	0.724882535010134	0.792221349737851	0.0319176319176319	0.853390513188325	0.960664742801116	FALSE	NA	NA	NA
Fungi vs Oomycete	Fungi	OTU_49	caryae (OTU_49)	Oomycete	OTU_19	Pythium (OTU_19)	0.16962676962677	0.322646779574735	0.418568795123981	0.0319176319176319	0.853390513188325	0.960664742801116	FALSE	NA	NA	NA
Bacteria vs Oomycete	Bacteria	OTU_24	Agrobacterium (OTU_24)	Oomycete	OTU_12	Pythium (OTU_12)	-0.171428571428571	0.317457215740851	0.413176419619329	0.0316602316602317	0.854560201372471	0.961079889078693	TRUE	NA	NA	NA
Bacteria vs Fungi	Bacteria	OTU_180	Serratia (OTU_180)	Fungi	OTU_25	Tetracladium (OTU_25)	-0.0018018018018018	0.991678796646334	0.994164207164244	-0.0311454311454312	0.856900491460727	0.962251453568732	FALSE	NA	NA	NA
Bacteria vs Oomycete	Bacteria	OTU_4090	Pseudomonadaceae (OTU_4090)	Oomycete	OTU_12	Pythium (OTU_12)	-0.14002574002574	0.415342318110176	0.512768293963181	-0.0308880308880309	0.858071088545242	0.962251453568732	FALSE	NA	NA	NA
Fungi vs Oomycete	Fungi	OTU_37	Phoma (OTU_37)	Oomycete	OTU_25	OTU_25 (OTU_25)	0.77992277992278	2.06103792021485e-08	9.89298201703127e-07	0.0306306306306306	0.85924198377398	0.962251453568732	FALSE	NA	NA	NA
