Rank	Labels	UnknownMean	Top10KnownCoverage	UnknownPercent	Top10CoveragePercent
Kingdom	3	0.0033193768926002205	0.9966806231073998	0.33193768926002204	99.66806231073998
Phylum	56	0.003463782392239115	0.9480304709397607	0.34637823922391153	94.80304709397606
Class	128	0.03202145572846765	0.5900453172911061	3.2021455728467654	59.00453172911061
Order	217	0.14427271953005416	0.34765278491277046	14.427271953005416	34.765278491277044
Family	394	0.3203724606579246	0.23671065667421368	32.03724606579246	23.671065667421367
Genus	772	0.6310561130699189	0.09521804539337543	63.1056113069919	9.521804539337543
Species	43	0.9963450237357335	0.0029053765033514273	99.63450237357335	0.2905376503351427
