requested_family	resolved_family	style	path	file_sha256	scalable	glyphs_checked	missing_glyphs
DejaVu Sans	DejaVu Sans	Book	/usr/share/fonts/truetype/dejavu/DejaVuSans.ttf	690243adfefe0ce154b547db6205794bd30ac4277275179517a90994f4980648	TRUE	48	0
