FeatureID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Lineage	DisplayName
OTU_172			Oomycetes	Peronosporales	Phytophthora	Phytophthora	Phytophthora	p__;c__Oomycetes;o__Peronosporales;f__Phytophthora;g__Phytophthora;s__Phytophthora	Phytophthora
OTU_125			Oomycetes	Pythiales	Pythiaceae	Pythium	Pythium	p__;c__Oomycetes;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium	Pythium
OTU_366			Oomycetes	Lagenidiales	Lagenidiaceae	Lagenidium	Lagenidium	p__;c__Oomycetes;o__Lagenidiales;f__Lagenidiaceae;g__Lagenidium;s__Lagenidium	Lagenidium
OTU_124			Oomycetes	Peronosporales	Sclerosporaceae	Bremia	Bremia	p__;c__Oomycetes;o__Peronosporales;f__Sclerosporaceae;g__Bremia;s__Bremia	Bremia
OTU_193			Oomycetes	Pythiales	Pythiaceae	Pythium	Pythium	p__;c__Oomycetes;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium	Pythium
OTU_132			Oomycetes	Leptomitales	Apodachlya	Apodachlya	Apodachlya	p__;c__Oomycetes;o__Leptomitales;f__Apodachlya;g__Apodachlya;s__Apodachlya	Apodachlya
OTU_178			Oomycetes					p__;c__Oomycetes;o__;f__;g__;s__	OTU_178
OTU_312			Oomycetes					p__;c__Oomycetes;o__;f__;g__;s__	OTU_312
OTU_305			Oomycetes					p__;c__Oomycetes;o__;f__;g__;s__	OTU_305
OTU_145			Oomycetes	Saprolegniales	Saprolegniaceae	Aphanomyces	Aphanomyces	p__;c__Oomycetes;o__Saprolegniales;f__Saprolegniaceae;g__Aphanomyces;s__Aphanomyces	Aphanomyces
OTU_127			Oomycetes	Pythiales	Pythiaceae	Pythium	Pythium	p__;c__Oomycetes;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium	Pythium
OTU_269			Oomycetes	Pythiales	Pythiaceae	Pythium	Pythium	p__;c__Oomycetes;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium	Pythium
OTU_122			Oomycetes	Pythiales	Pythiaceae	Pythium	Pythium	p__;c__Oomycetes;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium	Pythium
OTU_221			Oomycetes	Saprolegniales	Saprolegniaceae			p__;c__Oomycetes;o__Saprolegniales;f__Saprolegniaceae;g__;s__	Saprolegniaceae
OTU_191			Oomycetes	Pythiales	Pythiaceae	Pythium	Pythium	p__;c__Oomycetes;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium	Pythium
OTU_175			Oomycetes					p__;c__Oomycetes;o__;f__;g__;s__	OTU_175
OTU_86			Oomycetes	Pythiales	Pythiogetonaceae	Pythiogeton	Pythiogeton	p__;c__Oomycetes;o__Pythiales;f__Pythiogetonaceae;g__Pythiogeton;s__Pythiogeton	Pythiogeton
OTU_155			Oomycetes					p__;c__Oomycetes;o__;f__;g__;s__	OTU_155
OTU_205			Oomycetes					p__;c__Oomycetes;o__;f__;g__;s__	OTU_205
OTU_168			Oomycetes	Saprolegniales	Saprolegniaceae	Saprolegnia	Saprolegnia	p__;c__Oomycetes;o__Saprolegniales;f__Saprolegniaceae;g__Saprolegnia;s__Saprolegnia	Saprolegnia
OTU_233			Oomycetes	Pythiales	Pythiaceae	Pythium	Pythium	p__;c__Oomycetes;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium	Pythium
OTU_209			Oomycetes	Saprolegniales	Saprolegniaceae	Aphanomyces	Aphanomyces	p__;c__Oomycetes;o__Saprolegniales;f__Saprolegniaceae;g__Aphanomyces;s__Aphanomyces	Aphanomyces
OTU_319			Oomycetes					p__;c__Oomycetes;o__;f__;g__;s__	OTU_319
OTU_165			Oomycetes	Pythiales	Pythiaceae	Pythium	Pythium	p__;c__Oomycetes;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium	Pythium
OTU_219			Oomycetes	Pythiales	Pythiaceae			p__;c__Oomycetes;o__Pythiales;f__Pythiaceae;g__;s__	Pythiaceae
OTU_208			Oomycetes	Peronosporales				p__;c__Oomycetes;o__Peronosporales;f__;g__;s__	OTU_208
OTU_167			Oomycetes	Pythiales	Pythiaceae	Pythium	Pythium	p__;c__Oomycetes;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium	Pythium
OTU_174			Oomycetes	Saprolegniales	Saprolegniaceae	Saprolegnia	Saprolegnia	p__;c__Oomycetes;o__Saprolegniales;f__Saprolegniaceae;g__Saprolegnia;s__Saprolegnia	Saprolegnia
OTU_207			Oomycetes					p__;c__Oomycetes;o__;f__;g__;s__	OTU_207
OTU_199			Oomycetes					p__;c__Oomycetes;o__;f__;g__;s__	OTU_199
OTU_151			Oomycetes	Saprolegniales	Saprolegniaceae			p__;c__Oomycetes;o__Saprolegniales;f__Saprolegniaceae;g__;s__	Saprolegniaceae
OTU_300			Oomycetes					p__;c__Oomycetes;o__;f__;g__;s__	OTU_300
OTU_247			Oomycetes	Pythiales	Pythiaceae	Pythium	Pythium	p__;c__Oomycetes;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium	Pythium
OTU_244			Oomycetes					p__;c__Oomycetes;o__;f__;g__;s__	OTU_244
OTU_177			Oomycetes					p__;c__Oomycetes;o__;f__;g__;s__	OTU_177
OTU_388			Oomycetes	Peronosporales				p__;c__Oomycetes;o__Peronosporales;f__;g__;s__	OTU_388
OTU_342			Oomycetes					p__;c__Oomycetes;o__;f__;g__;s__	OTU_342
OTU_225			Oomycetes	Pythiales	Pythiaceae	Pythium	Pythium	p__;c__Oomycetes;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium	Pythium
OTU_284			Oomycetes	Peronosporales				p__;c__Oomycetes;o__Peronosporales;f__;g__;s__	OTU_284
OTU_315			Oomycetes					p__;c__Oomycetes;o__;f__;g__;s__	OTU_315
OTU_227			Oomycetes					p__;c__Oomycetes;o__;f__;g__;s__	OTU_227
