FeatureID	GE_rhizosphere_R1	GE_rhizosphere_R2	GE_rhizosphere_R3	GE_rhizosphere_R4	GE_root_R1	GE_root_R2	GE_root_R3	GE_root_R4	GE_soil_R1	GE_soil_R2	GE_soil_R3	GE_soil_R4	PU_rhizosphere_R1	PU_rhizosphere_R2	PU_rhizosphere_R3	PU_rhizosphere_R4	PU_root_R1	PU_root_R2	PU_root_R3	PU_root_R4	PU_soil_R1	PU_soil_R2	PU_soil_R3	PU_soil_R4	SD_rhizosphere_R1	SD_rhizosphere_R2	SD_rhizosphere_R3	SD_rhizosphere_R4	SD_root_R1	SD_root_R2	SD_root_R3	SD_root_R4	SD_soil_R1	SD_soil_R2	SD_soil_R3	SD_soil_R4
OTU_374	0	0	0	6	0	0	0	0	0	4	0	61	0	0	0	0	0	0	0	0	2	0	1	73	14	0	22	9	0	0	0	24	156	22	29	354
OTU_1528	0	0	0	0	0	0	0	0	114	1	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_273	0	0	0	0	0	0	0	0	0	0	0	1	0	25	0	0	0	0	0	0	0	274	0	0	0	0	0	36	0	0	0	411	1	0	8	498
OTU_790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297
OTU_702	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	2	13	21	1	188	6	1	0	19
OTU_456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	536	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_414	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	1	2	0	41	12	33	13	1	6	2	9	12	4	3	7
OTU_1081	0	0	8	0	0	0	99	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_754	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_727	0	33	72	26	0	0	0	34	0	2	2	0	0	29	4	12	0	8	0	0	1	26	1	8	1	2	3	1	0	0	148	0	0	0	0	0
OTU_353	12	0	0	2	0	0	0	0	0	0	0	0	0	22	34	8	0	0	0	0	11	50	24	46	0	5	0	0	0	2	0	0	0	5	5	13
OTU_636	23	121	12	100	0	0	0	3	4	7	17	7	3	3	4	0	0	0	1	0	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_835	0	1	0	0	0	0	0	0	0	12	23	0	0	0	92	0	0	0	0	0	0	15	0	42	0	0	0	0	0	0	0	0	0	0	0	0
OTU_481	16	4	45	11	0	0	8	0	86	10	22	21	0	1	25	34	0	0	0	0	11	17	104	106	0	0	0	0	0	0	0	0	0	0	0	0
OTU_992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	11	36	132	0	0	0	0	0	0	0	0	4	0	2	5
OTU_1075	0	8	0	0	10	83	0	13	0	1	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_681	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	7	5	0	0	0	0	0	0	0	0	0	0	0	0
OTU_509	1	3	0	0	0	0	0	0	41	35	56	56	0	0	5	0	0	0	0	0	118	37	80	46	0	2	1	6	0	0	6	6	29	14	35	63
OTU_1192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_629	15	60	26	211	53	29	93	359	4	8	6	29	44	23	29	30	7	12	21	174	10	12	21	26	0	0	0	0	0	0	0	0	0	0	0	0
OTU_640	0	0	3	21	0	0	0	0	10	4	11	28	0	0	0	0	0	0	0	0	220	2	4	4	0	0	0	0	0	0	0	0	0	19	0	0
OTU_535	0	0	0	4	0	0	0	0	5	0	0	6	0	0	0	0	0	0	0	0	89	20	66	158	2	0	0	1	0	0	0	0	0	3	2	0
OTU_4497	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	2	355	0	0	0	0	0	0	0	0	0	0	0	1	5
OTU_649	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	208	4	29	54
OTU_1592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_680	18	159	3	143	5	23	2	83	14	7	6	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	3	15	2	0	4	139	25	2	2	57
OTU_844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_723	0	0	0	4	0	0	0	0	65	49	15	147	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
OTU_631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	1	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	10	7	0	0	0	0	0	0
OTU_956	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	1	0	0	0	0	0	5	1	17	0	0	0	0	0	0	1	0	3	1	7	5
OTU_332	0	4	0	37	0	0	0	0	133	0	0	789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_758	1	36	11	6	0	0	0	0	33	2	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_428	0	0	0	0	0	0	0	0	0	0	0	0	17	181	24	4	54	239	5	0	0	28	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	44	5	0	0	559	2	4	27	6	0
OTU_728	4	34	3	26	0	25	11	112	5	5	4	11	2	0	1	3	11	3	0	10	5	5	7	5	1	1	0	2	0	0	0	0	2	0	1	3
OTU_969	0	0	0	7	0	0	0	4	13	20	0	157	2	0	0	0	0	0	0	0	35	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0
OTU_480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	7	8	8	11	10	11	6	97	93	106	73
OTU_463	4	0	15	15	0	0	0	0	28	36	21	31	0	0	8	0	0	0	0	0	16	18	39	33	0	0	1	0	0	0	0	0	0	0	0	0
OTU_884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	13	0	142	0	0	0	0	0	0	0	0	4	1	21	12
OTU_762	0	0	0	0	0	0	0	0	8	1	1	4	3	0	21	0	0	0	0	0	19	110	33	3	0	0	0	1	0	0	0	5	25	3	0	4
OTU_17	0	0	0	0	0	2	0	0	0	0	0	1	36240	3	2	0	0	6	13	4	0	0	0	0	1	3	0	0	409	0	0	0	0	1	0	0
OTU_958	0	0	0	0	0	0	0	0	3	4	2	6	0	2	0	0	1	0	0	0	14	5	1	24	0	0	0	2	0	0	0	2	3	0	2	14
OTU_328	5	3	2	9	0	0	0	0	0	1	7	1	8	0	38	2	0	0	11	0	2	2	8	1	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1067	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_809	0	6	5	5	32	16	92	19	6	0	2	2	0	0	0	12	0	1	18	46	0	1	0	1	5	0	0	2	18	4	6	11	0	1	0	2
OTU_11	3151	454	1708	565	417	33	142	173	138	73	71	61	5	2767	162	620	6	11	19	436	96	1546	166	267	17607	10536	4015	1511	702	3425	2758	265	494	3343	750	233
OTU_836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	192	0	1	0	0	0	0	0	0	0	0	1	0	3	0
OTU_618	0	0	0	0	0	0	0	0	2	1	1	0	0	5	0	0	0	8	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_675	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_847	0	0	0	0	0	0	0	0	9	26	6	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_646	0	0	0	1	0	0	0	0	2	9	0	8	0	0	0	0	0	0	0	0	2	6	3	18	4	2	4	1	4	3	2	17	48	45	50	53
OTU_5337	2	94	14	91	0	2	0	1	0	5	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_707	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0
OTU_357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	50
OTU_1040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	108	0	0
OTU_695	0	0	41	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1009	0	0	0	0	0	0	0	0	1	2	6	3	0	0	0	0	0	0	0	0	4	3	2	2	0	0	0	0	2	0	0	0	6	2	6	14
OTU_1244	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	6
OTU_438	643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
OTU_724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_769	0	0	0	2	0	0	0	0	8	5	28	32	0	0	5	0	0	0	0	0	6	2	3	6	0	0	0	0	0	0	0	1	0	0	0	4
OTU_527	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	5	7	22	25	4	2	0	16	87	47	177
OTU_990	0	1	0	12	0	0	0	0	0	1	3	3	0	6	0	4	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0
OTU_572	1	5	0	2	31	209	33	71	1	0	0	0	0	0	0	0	1	5	11	31	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_392	7	0	12	1	0	0	0	0	0	0	0	0	0	46	25	0	0	0	0	0	8	678	5	7	0	0	2	0	0	0	0	0	0	0	0	0
OTU_56	0	1	0	0	0	0	0	0	8	0	5	1	0	0	0	0	0	0	0	0	8	1	0	56	0	0	0	1	0	0	0	0	0	0	0	0
OTU_4	488	569	2070	2011	1	4	165	122	16515	1175	10419	3531	135	3080	3780	294	3	329	85	81	1786	2354	2451	832	5222	4795	3181	1634	13344	585	1402	3401	4927	3912	2780	2664
OTU_838	0	0	0	10	0	0	0	0	3	19	18	23	0	0	0	0	0	0	0	0	7	2	17	12	0	0	0	0	0	0	0	0	0	0	0	1
OTU_4469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	12	4	0	4	0	0	0	0
OTU_1105	0	0	0	0	0	0	68	0	2	9	2	10	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	1	0	1	1
OTU_857	2	5	0	15	1	0	0	6	0	3	2	3	8	0	1	3	67	0	8	52	3	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0
OTU_831	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
OTU_827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_105	8	72	8	31	0	0	11	0	269	204	237	171	21	12	28	166	1	64	0	37	189	54	241	229	139	23	98	306	170	23	55	685	1142	838	322	909
OTU_5214	0	0	69	0	0	0	105	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1680	0	0	0	0	0	0	70	0	2	5	0	2	0	0	0	0	0	0	0	0	5	0	2	3	0	0	0	0	1	0	0	0	2	0	6	13
OTU_3	43	355	1094	921	1	10	85	16	50	172	73	462	165	2533	814	12018	1	22574	1277	1062	270	5522	7589	1437	3200	4000	13486	9907	11343	2071	6268	4863	2652	1914	2550	1836
OTU_895	2	0	0	0	0	0	0	0	9	1	3	13	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	0	1
OTU_1591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_182	0	3	0	0	0	0	0	0	0	5	22	14	6	2	107	152	9	0	4	3	368	104	3050	1438	0	0	0	0	0	0	0	0	0	1	0	0
OTU_814	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	9	177	18	22	0	0	0	0	0	0	0	0	0	0	0	0
OTU_75	46	29	17	91	1015	1422	461	1281	101	70	145	78	6	3	0	31	175	23	0	318	46	20	17	40	6	2	22	22	45	316	166	79	46	47	58	25
OTU_1649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_411	0	267	8	0	0	64	0	0	1	70	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1322	0	0	0	0	0	0	2	39	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	2
OTU_16	0	0	0	275	0	0	1	0	624	89	2040	777	62	76	796	421	2	0	1	79	933	1669	2121	1194	0	0	0	0	1	1	0	0	1	0	0	3
OTU_8	11	1	116	1	174	1	287	1	23	10	32	1	485	170	356	415	1	3	2	0	84	57	44	6	10	13	6	6	79	135	24	27	9	18	16	20
OTU_2599	0	43	3	3	0	532	345	0	7	21	76	32	1	0	3	56	42	0	17	118	3	6	4	3	7	6	2	7	63	32	17	6	14	21	16	3
OTU_1035	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	10	0	0	0	0	3	1	1	39	0	0	0	0	0	0	0	0	0	0	0	0
OTU_53	15	92	168	150	0	0	0	0	2030	585	918	1975	8	12	92	18	0	0	0	0	704	314	914	672	61	24	10	66	121	9	0	10	402	852	120	288
OTU_61	23	218	44	318	74	856	571	1605	213	105	329	306	44	45	45	217	111	16	101	492	90	30	145	36	175	78	56	90	335	1079	641	574	209	236	145	160
OTU_377	0	0	0	7	0	0	0	0	20	8	17	16	0	16	1	3	0	0	0	0	31	23	13	19	11	10	0	4	3	0	0	1	90	121	34	52
OTU_194	9	0	0	6	0	0	0	0	5	46	495	139	0	1	3	22	0	0	2	5	46	94	297	637	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_119	0	0	77	18	0	0	23	1	9	5	6	11	20	18	78	16	2	0	0	0	109	59	294	100	85	102	10	77	207	186	14	153	633	1548	90	554
OTU_10	233	4241	1158	154	18	458	101	147	661	369	405	618	992	2496	2589	1400	625	7899	16543	6326	731	2080	2892	527	6230	4163	6745	355	2594	4372	5928	4201	1076	2076	1643	783
OTU_35	3507	605	3191	1277	170	45	569	379	65	70	67	70	31	2364	472	145	0	5	23	81	111	1020	378	235	650	674	489	259	23	234	139	40	69	256	157	106
OTU_77	0	20	19	250	0	0	0	0	123	103	52	363	0	22	0	1	17	0	0	0	176	353	39	14	250	90	31	167	502	709	250	508	1279	1604	403	1179
OTU_23	3	9	52	2465	0	0	0	0	2078	963	3653	3293	0	2	0	4	1	0	0	3	199	139	268	263	100	87	75	26	31	0	2	17	239	855	564	612
OTU_122	4574	225	1268	421	163	0	126	66	95	36	34	38	0	897	54	34	0	12	0	69	96	387	160	68	3422	1313	839	421	815	591	437	144	582	1724	318	264
OTU_24	0	581	450	0	0	15381	13236	0	0	399	28	3	0	0	1	1	0	0	1	1	5	0	1	1	0	0	0	4	0	3	1	0	0	2	2	2
OTU_808	0	110	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	30	35	0	0	0	0	0	0	0	0	0	0	0	0
OTU_96	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	2	6432	0	0	162	0	0	0
OTU_603	0	0	0	4	0	0	0	0	45	70	3	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1366	0	0	0	0	0	0	0	0	0	4	10	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	4	0	1	0	1	0	114	5	10	37
OTU_19	74	394	136	199	1968	807	2564	3207	3178	2575	2900	3661	38	60	141	281	880	357	378	1015	741	579	1061	2365	481	198	295	475	1034	1889	327	1170	2588	2747	689	1397
OTU_33	3	440	276	1172	0	53	184	135	4956	2077	5794	2744	5	19	17	21	1	0	0	21	36	45	120	348	76	3	8	8	3	8	80	281	13	15	11	44
OTU_46	3	1	1	1	1	0	0	1	0	0	2	2	54	158	1352	51	1	3	0	8	488	3701	17136	333	0	0	0	0	1	0	0	0	0	2	1	0
OTU_601	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	22	0	3	0	0	0	0	0	0	0	2	1	1
OTU_1596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_86	0	0	0	0	0	1	1	0	2	0	0	0	610	403	0	1110	1112	136	0	2498	174	21	0	109	83	0	0	1	0	1	1	0	0	0	1	1
OTU_4487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	804	0	0	0	0	0	0
OTU_106	0	2	0	0	0	0	0	0	0	0	7	7	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	1
OTU_39	0	11	0	5	0	0	1	0	55	5	0	34	1	0	0	0	1	0	0	0	15	38	25	355	1	0	0	0	0	0	0	1	0	0	0	1
OTU_1352	1	0	0	0	4	0	16	0	1	1	2	0	0	517	27	0	0	0	0	0	0	10	0	0	1	0	1	0	8	14	7	6	0	1	1	1
OTU_102	0	0	0	0	0	0	0	0	0	0	2	0	25	583	294	848	0	2	5	45	267	90	1292	1042	189	130	253	290	613	7	66	6	74	129	151	21
OTU_2021	0	0	8	23	0	0	0	0	157	26	96	111	0	0	14	5	0	0	0	0	118	42	82	207	39	11	2	47	69	7	0	1	162	232	51	155
OTU_34	99	144	95	230	0	0	17	29	3604	579	3433	644	256	690	251	264	285	1495	105	37	2967	1175	2244	796	1	0	4	2	1	0	0	4	12	10	6	12
OTU_29	0	7	0	4	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	1	0	129	6854	16	21	47	11935	50	8	58	837	35	9
OTU_397	0	56	1	10	0	0	0	11	184	405	81	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_48	0	3	0	0	0	0	0	0	0	14859	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	2	0
OTU_852	0	0	0	0	1	0	101	324	0	28	0	0	0	0	0	23	2	0	0	45	0	18	0	0	0	0	0	75	0	37	0	0	0	0	71	10
OTU_43	13	66	87	541	22	0	0	4	3019	777	2356	3247	3	9	35	77	1	24	2	3	410	54	226	304	86	40	16	8	89	153	0	136	399	162	74	42
OTU_55	10149	205	752	78	372	4	72	62	110	47	49	9	22	527	40	24	0	6	5	29	20	650	35	6	0	76	68	8	0	40	2	1	2	14	45	4
OTU_12	59	363	1478	513	623	1	135	166	3699	351	2356	2319	1073	271	907	2216	865	132	11	911	2438	1601	2362	1365	71	47	6	1	12	91	2	73	488	385	44	133
OTU_112	104	440	220	284	0	0	21	0	249	209	534	412	167	33	1226	123	1	0	24	25	236	40	925	109	2	2	0	0	4	2	0	0	7	91	13	41
OTU_3218	362	57	160	123	0	0	0	25	5	12	1	0	13	755	37	8	0	2	5	8	17	313	42	267	6625	1376	427	127	255	348	116	39	110	457	51	26
OTU_91	9	53	10	143	0	0	1	0	1361	744	545	1507	0	13	1	12	0	64	40	32	105	80	171	87	11	0	4	10	22	0	0	225	47	42	14	68
OTU_90	0	8	0	21	0	0	1	0	150	114	141	117	1	0	17	9	0	0	0	0	71	74	31	342	73	24	29	38	103	148	1813	197	543	1020	155	396
OTU_41	5846	2180	5494	971	163	22	555	324	142	183	88	64	10	393	8	55	0	6	0	12	3	45	3	5	3166	2299	3827	1968	205	287	2297	115	290	564	377	256
OTU_6138	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	179	301	73	806	10	146	11	102	147	287	4
OTU_165	0	0	0	0	0	0	1	0	369	260	8	177	1	0	0	0	1	0	0	0	0	40	28	0	0	0	0	0	1	0	0	0	48	23	31	53
OTU_279	0	13	17	0	0	0	0	0	5	2	5	2	0	134	25	31	6	370	401	9	62	70	106	90	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1328	0	0	0	0	0	0	0	0	0	0	0	0	0	44	4	8	0	0	0	0	88	399	66	132	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97	0	0	15	18	57	0	118	247	29	35	24	188	50	48	0	429	398	475	20	2138	50	20	15	147	29	11	26	2	142	818	409	31	15	52	38	19
OTU_311	415	13	92	16	21	0	22	3	6	3	1	8	0	37	5	5	0	1	0	4	2	239	5	2	22	76	6	22	0	26	29	3	8	13	5	3
OTU_36	860	1151	2962	2224	58	102	654	743	132	370	178	334	4	95	19	42	7	10	0	11	29	14	38	20	431	385	3695	77	124	156	442	4	632	1630	619	584
OTU_906	0	140	0	0	0	0	0	0	2	477	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_126	586	118	397	466	55	30	46	34	22	26	27	23	36	878	195	117	0	14	12	90	60	332	141	177	22	91	66	27	1	34	25	12	13	23	17	12
OTU_473	0	31	21	53	0	0	4	0	19	2	117	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_60	0	1	0	0	0	0	0	0	1	6	70	38	49	2	145	280	15	0	3	5	12229	187	1495	2630	0	0	0	0	0	0	0	1	0	0	0	1
OTU_319	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	16	51	54	249	3	9	23	408	174	195	125
OTU_365	0	0	0	0	0	0	0	0	13	1	8	20	0	0	1	0	0	0	0	0	3	1	1	7	0	0	0	0	0	0	0	0	0	0	0	0
OTU_94	225	1536	693	2313	443	1219	813	2231	508	684	692	1544	45	380	43	107	338	2198	505	843	302	3806	162	333	710	183	798	79	2136	1096	2982	755	398	441	289	161
OTU_69	513	65	357	357	28	0	62	112	13	9	11	33	26	975	110	151	5	16	5	64	65	798	210	160	545	1149	925	416	21	368	430	82	134	658	155	228
OTU_692	0	0	0	0	0	0	0	0	160	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_52	95	171	62	2045	0	0	8	133	28	406	202	653	453	272	1290	1768	1	43	0	0	558	344	2986	852	184	47	16	19	84	68	15	30	455	299	47	81
OTU_2031	149	10	70	23	17	0	112	33	0	13	4	4	0	32	0	8	0	0	0	6	4	49	12	6	147	71	41	18	19	35	48	6	24	39	9	9
OTU_2863	49	33	217	14	0	11	10	13	94	46	68	49	20	168	157	49	6	1036	2632	41	20	269	212	44	36	98	19	7	132	99	97	182	103	101	37	38
OTU_204	0	15	61	50	0	0	0	0	423	73	559	353	19	0	25	5	0	0	1	0	94	48	2190	47	0	4	1	1	0	0	0	0	3	81	52	15
OTU_1259	648	421	1096	932	0	17	213	204	259	191	163	268	76	1657	655	81	0	16	8	64	644	2893	792	483	322	517	646	551	204	143	61	198	666	866	457	427
OTU_373	1	0	1522	0	67	0	0	0	0	25	13	0	0	342	126	59	0	0	0	0	0	0	48	12	239	357	148	0	17	2	0	23	115	0	1	0
OTU_113	6	1784	0	500	0	4	0	26	0	2239	0	457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OTU_44	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	295	0	4312	0	1180	0	1730	0	295	22	7553
OTU_2220	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_282	165	84	589	136	20	6	21	25	5	17	4	4	1	13	3	16	0	1	1	9	4	10	12	21	10	7	11	8	1	0	2	1	2	6	5	5
OTU_37	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	3	0	0	0	678	3582	115	23	4446	7236	49	8	172	964	33	20
OTU_610	0	10	0	93	0	0	0	14	3	23	0	164	0	0	1	12	0	0	0	0	7	0	90	139	0	0	0	0	0	0	0	0	0	0	0	0
OTU_32	891	11	6	1600	10554	7	0	4171	691	51	137	104	0	0	1	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0
OTU_14	156	0	73	104	2	47	114	0	34	17	20	69	18	341	90	360	162	4445	552	2727	192	310	803	579	898	108	353	730	5937	1331	2845	14122	1278	574	508	1908
OTU_485	0	0	0	0	0	0	0	0	1	0	0	0	24	18	9	31	0	79	0	9	155	47	22	198	0	0	0	0	0	1	0	0	0	0	0	0
OTU_274	0	0	0	0	0	0	0	0	0	8	15	5	0	0	69	0	0	0	0	0	0	83	165	32	0	0	0	0	0	0	0	0	0	1	4	3
OTU_622	0	0	0	0	0	0	0	0	0	0	0	0	2	134	20	9	0	0	0	0	0	9	48	54	0	0	0	0	0	0	0	0	0	4	2	0
