FeatureID	GE_rhizosphere_R1	GE_rhizosphere_R2	GE_rhizosphere_R3	GE_rhizosphere_R4	GE_root_R1	GE_root_R2	GE_root_R3	GE_root_R4	GE_soil_R1	GE_soil_R2	GE_soil_R3	GE_soil_R4	PU_rhizosphere_R1	PU_rhizosphere_R2	PU_rhizosphere_R3	PU_rhizosphere_R4	PU_root_R1	PU_root_R2	PU_root_R3	PU_root_R4	PU_soil_R1	PU_soil_R2	PU_soil_R3	PU_soil_R4	SD_rhizosphere_R1	SD_rhizosphere_R2	SD_rhizosphere_R3	SD_rhizosphere_R4	SD_root_R1	SD_root_R2	SD_root_R3	SD_root_R4	SD_soil_R1	SD_soil_R2	SD_soil_R3	SD_soil_R4
OTU_145	265	69	66	15	39	97	5	7	132	14	18	8	23	4	2	1	0	0	0	0	2	2	0	1	0	1	1	0	0	0	0	0	0	7	2	0
OTU_1753	47	7	8	4	15	0	3	15	22	3	2	2	144	126	51	2	4	1	7	2	91	33	16	13	50	22	16	9	8	0	5	0	23	14	8	5
OTU_110	148	13	10	5	10	0	1	1	368	84	90	52	168	41	34	4	1	1	0	2	895	291	129	157	4	9	8	2	6	0	15	9	47	46	21	20
OTU_63	0	0	26	0	0	0	2	0	9	3	180	7	188	60	51	3	2	0	0	0	283	1010	538	184	2	0	0	0	0	0	0	0	0	1	0	0
OTU_19	5	28	3	1	0	4485	5	3	5	1	0	0	1	9	24	0	0	3	184	0	3	0	2	1	1	3	0	0	0	0	0	0	1	0	1	0
OTU_566	39	4	2	0	0	0	0	0	79	16	0	2	78	12	0	8	0	0	0	0	25	5	1	3	18	5	10	4	0	0	0	0	57	16	9	3
OTU_76	24	10	5	2	242	7	23	16	163	18	10	7	16	36	9	7	1046	69	70	10	47	24	9	8	13	19	8	1	31	22	178	11	20	18	4	4
OTU_1006	28	2	3	0	0	0	0	1	108	33	9	4	68	5	5	2	0	0	0	0	152	30	24	28	13	12	7	8	2	0	0	0	14	22	5	12
OTU_128	3	0	0	0	0	0	0	0	15	12	4	4	15	7	0	0	0	0	0	1	123	57	25	20	15	9	10	7	23	1	15	2	107	149	94	80
OTU_93	866	223	56	39	441	38	71	148	232	44	10	3	589	75	55	13	180	40	56	11	104	46	26	20	144	86	41	33	63	8	20	1	56	65	9	20
OTU_133	0	0	0	0	0	0	0	0	35	17	1	5	10	3	3	0	0	0	0	0	380	112	57	47	1	1	0	0	0	0	0	1	8	8	3	6
OTU_329	13	2	2	6	0	0	0	0	29	11	0	5	180	40	406	14	0	0	0	0	219	128	104	132	57	39	25	49	92	0	8	7	134	79	32	81
OTU_215	787	170	253	133	0	0	16	15	700	139	27	42	342	40	214	8	0	0	0	0	152	50	35	23	0	0	0	1	0	0	0	0	11	10	4	0
OTU_748	100	26	6	9	59	5	10	24	54	4	1	0	312	15	21	8	24	4	1	0	19	5	7	0	42	41	24	13	23	2	14	3	37	29	7	7
OTU_526	4	2	11	0	3	97	5	2	9	1	1	0	78	4	0	0	5	0	7	0	5	5	5	1	2	2	2	0	5	0	126	4	1	1	1	4
OTU_267	175	32	29	3	5	4	11	2	97	18	6	7	461	30	32	16	17	2	8	0	41	69	15	11	150	53	24	26	21	4	44	1	26	27	6	14
OTU_47	11	5	3	2	1	0	0	0	92	46	39	13	594	104	51	3	0	0	0	0	2872	1025	440	436	6	12	14	5	0	0	0	0	66	58	28	30
OTU_79	8	0	3	3	0	0	0	0	803	232	19	53	0	1	0	0	0	0	0	0	86	17	13	14	3	5	2	9	5	0	0	0	48	74	24	31
OTU_21	272	27	23	13	130	1	35	94	285	63	8	13	974	1208	322	30	63	186	121	6	313	225	63	40	212	91	82	39	118	4	38	4	197	147	49	45
OTU_178	6	4	5	1	0	0	0	0	108	37	36	7	10	2	4	1	0	0	0	0	66	129	37	33	0	2	5	0	0	0	1	0	7	10	3	3
OTU_682	25	7	6	1	12	3	18	2	131	23	14	6	32	0	9	0	1	0	0	0	68	30	19	15	9	4	7	7	27	2	12	1	44	41	21	20
OTU_50	7	2	3	2	1	0	0	0	453	121	38	64	93	7	21	0	0	0	0	0	1074	512	202	222	0	0	0	0	0	0	0	0	1	3	1	1
OTU_4090	10	7	3	1	401	299	201	2	4	1	1	0	22	0	9	1	18	90	43	3	4	2	0	1	9	7	14	0	776	21	14	0	1	1	1	1
OTU_270	254	60	14	8	3	1	2	4	89	11	4	5	239	23	27	0	2	0	0	0	60	8	6	7	33	50	17	3	14	1	5	1	26	14	11	8
OTU_243	60	22	4	1	13	5	1	13	203	77	16	9	165	24	7	2	1	0	0	2	583	142	79	59	30	14	7	13	38	0	8	3	79	57	35	30
OTU_177	185	31	11	15	20	3	1	2	315	131	41	38	185	49	24	1	0	0	0	0	347	129	63	66	10	19	18	4	0	0	2	0	19	45	23	20
OTU_924	5	0	0	0	0	0	0	0	146	68	11	18	20	6	5	0	0	0	0	0	552	260	87	78	5	3	5	9	6	0	0	1	51	39	14	13
OTU_108	182	55	12	8	10	7	205	3	249	32	35	9	33	2	11	2	19	0	0	0	63	12	59	19	9	10	2	6	92	15	0	3	11	26	2	7
OTU_84	4	0	2	0	122	0	0	0	217	105	10	25	0	10	3	0	0	0	0	0	271	188	71	150	5	6	13	4	12	0	6	1	147	243	121	92
OTU_407	103	43	38	10	0	55	5	4	27	12	7	5	124	8	26	2	19	16	1	3	42	23	6	7	44	16	4	8	9	2	2	1	6	4	0	0
OTU_284	0	1	5	0	0	0	0	0	74	18	55	3	0	1	3	0	0	0	0	0	154	98	60	35	0	0	1	0	2	0	1	0	2	10	9	1
OTU_339	6	0	2	0	0	0	1	0	16	3	3	1	0	3	1	0	0	0	0	0	61	27	22	26	5	8	3	1	8	0	5	1	29	47	20	29
OTU_220	4	0	2	5	0	0	0	0	46	17	20	5	0	0	0	0	0	0	0	0	19	6	1	5	159	22	25	22	9	1	0	0	214	97	32	26
OTU_64	0	0	2	1	0	0	0	0	49	30	11	23	26	12	11	1	0	0	0	0	806	256	173	39	96	13	53	6	103	0	0	0	76	44	24	10
OTU_301	18	1	0	0	16	0	2	0	6	0	0	0	272	6	1	1	6	1	1	1	8	0	1	2	4	2	2	2	9	0	2	5	5	5	0	2
OTU_51	81	2	0	0	1294	101	31	39	10	1	0	0	188	6	3	0	457	54	112	4	27	19	1	2	3	2	0	1	5	4	3	1	3	0	1	1
OTU_652	32	5	1	0	0	0	0	1	146	47	19	15	18	1	1	0	0	0	0	0	90	56	20	28	0	1	3	0	0	0	1	0	1	7	2	1
OTU_556	31	0	3	2	21	1	2	5	7	3	0	1	15	46	7	1	1	12	1	0	17	11	6	4	20	40	25	4	12	2	10	0	17	13	3	7
OTU_675	9	0	0	0	3	1	0	0	27	2	0	10	4	0	0	0	1	0	0	0	18	4	0	0	6	15	20	10	0	0	0	0	9	9	25	3
OTU_65	101	2	7	4	11	0	1	2	117	31	12	10	938	69	86	8	6	2	66	0	145	80	35	22	6	10	10	4	68	1	7	2	69	71	42	30
OTU_103	188	16	27	11	11	2	37	13	485	115	30	27	295	84	75	7	1	1	4	3	960	259	132	111	106	42	41	23	49	0	24	2	199	133	36	52
OTU_191	4	2	6	0	5	0	2	10	67	12	150	11	22	2	8	0	42	6	0	1	330	152	87	63	0	3	1	0	0	0	1	0	5	8	8	6
OTU_116	53	9	3	5	21	1	3	7	370	141	34	45	182	43	32	9	6	1	0	0	1080	269	162	164	31	7	6	20	68	2	3	4	147	91	30	72
OTU_293	5	0	1	0	0	0	1	0	343	8	1	3	12	1	0	0	0	0	0	0	46	10	3	1	4	2	1	2	5	1	0	0	8	10	2	3
OTU_194	95	17	5	5	8	0	2	3	126	40	10	15	119	12	10	0	1	0	2	0	230	62	46	33	19	9	6	4	15	1	1	0	17	9	6	12
OTU_130	235	85	41	36	0	0	13	0	210	53	10	24	138	41	26	0	0	0	0	0	94	13	7	18	124	133	99	42	82	0	8	0	202	117	48	40
OTU_192	106	4	4	9	368	124	22	73	203	25	6	10	127	7	17	1	104	13	54	10	144	115	35	25	1	4	3	0	9	15	1	3	10	7	1	3
OTU_61	254	60	15	20	69	8	43	24	93	31	11	3	604	181	145	8	33	65	15	3	98	68	19	11	91	34	44	30	105	7	56	17	35	22	10	8
OTU_78	381	276	81	117	113	0	37	49	389	79	16	38	246	50	24	1	0	0	0	0	497	180	91	88	0	0	2	2	0	0	0	1	3	4	0	1
OTU_412	11	15	5	1	0	0	0	3	84	5	3	0	93	36	10	4	2	2	0	0	45	31	13	5	38	42	9	2	3	0	28	0	4	3	0	1
OTU_433	330	159	76	17	141	101	19	23	123	4	7	0	33	20	10	2	27	10	2	1	7	6	4	2	32	40	11	10	6	1	6	4	14	8	3	3
OTU_1202	28	5	5	3	1	0	1	5	101	45	4	8	67	8	9	2	0	0	0	0	140	39	28	23	20	17	7	6	12	0	2	0	54	31	9	19
OTU_790	12	1	0	1	0	1	0	1	78	28	29	9	11	0	0	0	0	0	0	0	136	57	17	29	1	0	0	0	1	0	0	0	12	4	4	7
OTU_4630	81	9	2	3	0	0	5	0	161	33	14	5	25	1	3	1	1	0	0	0	17	0	2	13	1	0	1	0	2	0	2	0	3	11	0	1
OTU_1348	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	4	4	6	5	0	0	1	107	66	44	38
OTU_543	127	22	15	2	15	7	81	2	37	28	7	0	41	37	13	5	3	7	5	7	10	32	8	11	11	13	6	10	4	0	4	1	2	15	3	1
OTU_235	197	33	17	12	23	6	2	9	309	71	14	14	451	34	43	5	0	1	0	0	274	93	32	31	19	18	13	7	1	0	1	1	30	30	10	13
OTU_502	13	13	1	7	0	0	0	13	221	115	14	21	327	43	71	6	1	0	0	0	555	222	94	124	49	50	35	45	131	4	15	35	503	334	185	325
OTU_2387	56	4	14	1	48	4	6	7	36	7	3	2	45	66	18	6	9	4	1	2	32	5	2	3	147	133	61	10	24	2	12	0	10	13	4	1
OTU_31	150	15	12	6	75	0	4	2	545	121	29	28	153	153	69	9	1	4	1	8	759	406	212	125	92	69	44	37	63	4	9	2	198	204	49	66
OTU_91	0	0	7	1	132	0	4	0	54	1	465	4	5	4	13	1	151	8	0	0	151	135	107	44	0	0	0	0	1	0	0	0	1	1	0	0
OTU_273	7	10	0	1	0	9	0	5	87	29	7	7	54	6	8	5	25	0	0	1	272	130	38	63	9	2	2	6	117	0	5	1	121	45	5	23
OTU_315	76	7	20	11	5	0	2	1	238	17	9	2	5	4	2	0	0	0	0	0	5	12	1	5	12	12	5	4	1	0	0	0	17	9	2	3
OTU_1984	12	1	2	1	88	31	1	10	14	7	2	0	28	4	1	0	43	5	21	3	68	20	7	6	1	5	1	2	2	2	3	0	3	8	1	3
OTU_2083	80	9	1	4	1	0	0	0	36	14	2	0	565	143	170	1	0	0	0	0	129	42	33	26	47	71	91	31	152	0	27	5	161	148	75	63
OTU_382	57	5	5	3	1	0	1	1	154	28	10	8	6	1	1	0	0	0	0	0	13	4	6	4	15	15	7	3	9	0	4	0	20	17	13	11
OTU_59	86	14	17	0	1782	46	83	5	9	4	1	0	16	2	2	0	0	1	7	5	3	0	0	1	6	1	0	0	5	5	6	0	1	0	1	0
OTU_484	25	2	1	1	2	0	0	0	73	18	15	4	24	25	20	1	0	0	0	0	471	268	81	73	1	1	0	0	1	0	0	0	11	2	3	3
OTU_2561	24	26	3	2	0	0	0	2	249	30	7	4	0	3	0	0	0	0	0	0	2	8	0	6	20	16	5	18	5	0	0	1	46	109	4	16
OTU_1356	5	3	1	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1	7	8	12	2	1	6	5	0	0	0	0	0
OTU_105	502	179	78	66	0	0	7	22	435	112	28	53	750	311	147	12	0	0	0	0	190	93	32	24	9	11	11	9	0	0	0	0	5	3	2	5
OTU_396	27	5	2	1	49	9	13	10	8	2	4	1	32	7	4	1	2	0	9	1	23	11	5	4	13	15	5	9	41	3	23	4	35	52	21	17
OTU_560	7	0	1	1	10	0	0	1	2	1	0	0	29	16	4	1	19	67	1	0	12	4	2	1	14	2	7	1	5	0	6	0	5	3	1	1
OTU_35	395	85	34	34	143	0	0	10	757	90	13	23	0	30	76	0	0	0	0	0	28	14	5	19	67	117	58	34	31	1	10	4	195	432	84	108
OTU_219	27	1	0	1	127	21	2	10	76	17	7	5	44	10	5	0	36	4	15	2	123	39	11	11	12	65	29	4	15	64	40	3	9	19	3	8
OTU_155	50	14	4	7	200	78	18	12	213	49	16	6	209	28	29	5	424	42	392	355	144	83	36	35	16	39	14	8	42	21	37	3	42	46	18	23
OTU_120	0	0	0	0	0	0	0	0	0	0	0	0	651	12	24	8	0	0	0	0	33	1	1	2	3	7	7	1	47	0	5	2	32	25	15	13
OTU_229	70	13	3	5	13	3	4	8	309	88	14	19	60	6	1	1	4	0	0	0	126	20	17	19	20	12	9	11	19	1	5	1	56	64	17	26
OTU_316	7	13	5	0	12	19	2	0	18	3	3	0	1	1	0	1	0	39	20	0	0	7	0	0	4	5	3	0	8	253	11	0	6	4	0	1
OTU_343	14	1	0	0	29	2	1	20	41	11	6	1	45	2	2	0	45	0	1	0	68	17	10	4	1	0	0	0	1	1	1	0	0	1	1	1
OTU_689	89	15	10	1	35	26	2	15	113	20	6	3	86	21	8	0	35	3	18	3	126	26	12	31	32	11	2	5	15	2	12	0	27	18	10	6
OTU_397	0	0	0	0	0	0	0	0	28	7	7	2	20	0	2	0	0	0	0	0	193	88	46	40	0	1	0	0	2	0	0	0	3	4	2	3
OTU_119	10	2	0	1	0	0	0	0	121	53	0	16	14	4	7	0	0	0	0	0	354	113	91	94	8	6	4	2	2	0	0	1	56	43	26	35
OTU_231	21	1	1	2	159	21	6	12	27	7	2	2	21	3	5	0	50	2	7	2	77	24	7	6	0	2	1	0	0	1	0	0	1	1	0	1
OTU_307	61	15	7	11	0	0	0	0	165	48	3	2	689	130	171	8	11	4	0	1	250	65	62	45	2	2	3	1	0	0	0	0	7	7	3	2
OTU_69	89	25	7	10	5	0	9	9	396	139	27	11	749	18	17	4	10	0	0	0	257	65	32	32	68	38	19	21	39	14	7	4	73	50	17	27
OTU_75	135	27	11	15	18	3	7	16	355	185	14	30	355	138	34	4	8	12	2	2	535	119	57	59	102	29	40	26	51	0	6	4	153	76	23	47
OTU_447	5	0	0	0	0	0	0	0	138	29	8	15	0	2	0	0	0	0	0	0	34	14	8	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_36	64	31	0	21	0	0	0	0	20	16	0	12	934	605	0	65	0	0	0	1	806	237	0	39	0	0	0	0	1	0	0	0	0	0	0	0
OTU_123	78	10	5	4	0	0	1	4	146	93	11	29	471	13	8	0	13	0	0	0	980	182	86	92	39	11	10	3	28	0	4	1	69	17	7	13
OTU_90	2	3	2	1	0	0	0	2	323	60	7	10	83	9	6	1	0	0	0	0	726	132	104	96	6	5	7	4	5	0	0	0	132	112	32	34
OTU_170	152	26	12	12	4	7	30	7	237	47	25	13	35	3	19	0	0	0	8	0	39	4	7	24	7	11	0	3	58	1	1	0	16	22	1	3
OTU_480	99	14	10	9	0	0	0	0	239	129	11	30	152	22	28	0	0	0	0	0	150	53	10	20	1	1	1	0	0	0	0	0	0	0	0	0
OTU_74	31	16	5	0	0	0	0	1	9	1	3	0	51	5	5	1	0	1293	2	5	4	14	4	1	0	2	0	1	2	142	0	1	0	1	0	2
OTU_394	189	22	10	11	53	0	9	10	27	5	1	1	68	14	3	2	2	0	0	0	8	8	3	2	5	6	2	4	1	0	1	0	4	3	0	0
OTU_493	13	1	1	0	81	1	2	11	33	9	2	6	28	1	1	0	35	4	14	2	4	5	3	3	20	8	8	7	8	1	2	1	25	26	3	8
OTU_89	8	8	0	4	0	0	5	0	21	30	1	4	182	25	4	2	0	0	0	0	125	44	7	32	91	19	37	42	26	3	4	1	194	125	81	35
OTU_125	7	0	0	4	0	0	0	0	719	5	20	7	0	0	4	2	0	0	0	0	18	17	15	10	11	0	6	3	1	0	0	0	33	25	13	2
OTU_1383	36	5	4	1	4	0	2	1	130	43	31	10	91	6	12	2	0	0	1	0	204	71	31	37	25	14	8	9	30	1	5	1	51	75	17	24
OTU_181	0	0	2	1	0	0	0	0	100	47	7	13	2	9	5	0	0	0	0	0	447	161	84	112	0	0	0	3	0	0	0	0	1	0	2	0
OTU_163	234	44	13	9	87	6	15	13	7	3	2	0	315	37	56	4	21	0	6	1	13	7	6	4	1	3	3	0	8	1	5	0	2	4	0	1
OTU_368	30	4	2	0	1	1	0	0	193	43	18	19	41	8	3	1	0	0	0	1	247	62	29	22	4	6	4	0	16	4	4	2	25	27	12	11
OTU_3453	1	2	1	0	0	0	0	0	0	0	0	0	2	3	0	1	0	0	0	0	5	8	1	0	5	2	31	0	0	1	2	0	0	0	0	0
OTU_422	64	12	13	5	6	0	0	2	176	39	9	12	55	22	5	2	0	0	0	0	94	61	26	23	11	15	7	4	2	1	1	0	14	45	17	14
OTU_349	6	3	0	0	0	0	1	1	119	16	3	9	7	5	4	1	0	0	0	0	106	36	25	32	18	2	3	7	2	1	1	0	20	17	4	8
OTU_1183	4	1	1	0	0	0	0	0	67	30	3	13	0	0	0	0	0	0	0	0	1	7	5	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU_117	6	0	0	2	0	0	0	0	116	42	13	19	0	3	3	0	0	0	0	0	357	166	67	37	0	1	1	0	0	0	0	0	1	6	6	3
OTU_294	29	5	1	3	0	0	0	1	78	13	14	15	30	7	4	1	0	0	0	0	166	98	43	37	6	8	0	0	2	0	0	1	4	5	2	4
OTU_310	50	26	2	2	0	0	2	3	0	2	0	0	242	38	18	10	0	0	1	1	49	6	3	6	62	31	17	9	5	1	2	0	11	4	2	3
OTU_842	94	10	9	7	0	0	3	3	4	0	0	0	44	7	4	4	0	1	0	1	0	0	0	2	16	17	5	7	2	0	1	0	2	0	2	4
OTU_406	0	0	0	0	0	0	0	0	28	3	2	0	12	2	0	0	0	0	0	0	10	182	1	0	3	7	1	0	0	0	0	0	0	4	0	2
OTU_461	7	3	27	1	0	0	0	0	261	103	28	15	276	35	61	5	0	0	0	0	386	188	56	62	39	71	96	41	14	1	44	17	153	157	118	88
OTU_590	22	6	11	6	0	1	0	0	59	9	56	8	279	70	62	3	3	0	0	0	180	75	74	39	3	16	11	7	0	0	0	0	25	32	6	9
OTU_171	13	3	1	2	0	0	0	2	105	41	3	9	55	4	7	1	1	0	0	0	182	38	25	19	8	7	1	1	11	0	1	0	33	23	2	7
OTU_190	84	24	8	5	21	3	14	2	309	63	24	21	115	9	23	4	6	1	2	0	328	88	56	51	44	14	16	16	26	0	1	4	77	34	12	23
OTU_279	0	0	0	1	0	0	0	0	81	22	20	6	38	4	2	0	0	0	0	0	436	206	128	60	0	1	0	1	0	0	0	0	18	4	4	3
OTU_160	421	146	30	21	157	80	11	13	20	6	1	1	121	96	23	9	93	1	5	19	6	4	3	1	6	57	9	8	5	11	8	0	0	1	0	2
OTU_159	23	3	3	1	10	0	3	1	159	63	18	11	39	3	10	0	0	0	1	0	380	92	56	52	9	1	4	2	9	1	5	0	28	19	0	8
OTU_224	0	0	0	0	0	0	0	0	337	4	0	1	0	0	0	0	0	0	0	0	0	1	0	0	11	1	1	0	0	0	0	0	15	10	3	2
OTU_106	266	75	22	32	426	24	16	108	12	3	0	2	513	77	44	12	377	13	8	5	32	16	8	4	128	58	33	21	12	4	4	4	9	5	2	7
OTU_24	36	11	1	0	67	61	15	0	8	0	1	0	202	29	14	5	3246	76	26	28	25	34	2	6	69	31	9	6	11	37	1	0	20	8	1	0
OTU_286	33	7	7	2	21	2	0	6	9	7	0	0	458	136	52	3	54	32	10	1	31	19	9	7	51	58	15	5	14	32	20	0	7	14	1	3
OTU_283	42	6	3	4	9	3	0	3	287	126	50	28	48	12	3	0	0	1	0	1	535	136	74	84	6	3	5	5	7	0	5	0	51	53	26	23
OTU_3950	42	28	6	10	0	0	0	0	1547	663	69	73	10	1	3	1	0	0	0	0	213	71	24	46	6	3	4	5	0	1	0	1	81	126	32	40
OTU_129	79	11	7	3	12	0	0	0	208	39	26	22	139	17	25	1	0	0	0	0	418	100	71	58	23	13	15	4	1	0	2	0	18	5	11	8
OTU_222	111	13	11	3	0	0	14	4	221	28	15	3	16	2	4	2	0	0	0	0	41	2	6	10	17	17	4	2	7	0	0	0	20	21	9	3
OTU_269	12	4	0	0	0	0	0	0	102	43	11	19	17	5	1	0	0	0	0	0	331	143	69	55	0	0	0	0	0	0	0	0	0	0	0	0
OTU_139	20	2	2	0	5	0	0	0	139	32	24	12	9	7	5	1	0	0	0	2	118	119	40	31	5	3	5	2	1	0	7	0	50	59	42	24
OTU_104	146	15	0	2	207	7	1	3	13	2	0	0	651	29	35	6	151	11	17	2	78	16	5	11	10	2	7	4	14	0	2	2	8	9	3	1
OTU_62	166	37	36	13	0	0	0	0	411	62	10	16	389	61	43	3	0	0	0	0	266	114	48	26	8	13	4	1	0	0	0	4	24	9	9	8
OTU_121	11	1	2	1	0	0	0	2	175	82	35	24	15	4	5	0	0	0	0	1	324	126	57	51	0	0	0	0	3	0	0	2	0	2	2	0
OTU_672	198	54	42	15	76	217	26	34	22	6	3	6	50	25	28	15	11	4	7	215	13	6	2	8	2	1	1	3	2	7	3	16	0	0	0	2
OTU_401	23	4	0	1	3	1	9	0	13	5	0	0	150	7	5	2	0	4	0	2	16	4	3	5	20	9	13	2	16	1	12	3	12	3	0	0
OTU_165	26	9	1	0	0	0	0	2	167	57	24	21	50	13	9	5	0	0	0	0	539	224	120	143	2	1	0	1	0	0	0	0	6	2	4	4
OTU_325	9	2	0	3	1	1	0	5	63	3	9	4	3	3	0	1	0	0	0	0	34	17	4	8	8	9	10	9	9	0	5	9	31	50	11	16
OTU_348	41	7	3	4	16	34	2	0	58	6	9	5	296	19	1	1	17	0	0	0	36	13	23	5	5	4	2	2	5	3	0	0	4	18	1	3
OTU_513	20	4	5	2	0	3	1	2	54	35	4	7	14	5	4	2	5	0	0	0	49	12	10	7	12	11	4	8	18	0	2	0	41	36	22	22
OTU_156	159	31	20	18	3	1	11	8	237	84	20	26	288	39	38	6	1	0	1	0	197	86	57	61	72	65	36	19	25	1	5	2	108	131	36	40
OTU_1062	49	7	3	3	51	2	3	29	3	3	2	0	57	10	4	0	65	0	0	0	31	7	2	5	5	4	0	0	0	0	0	0	2	2	0	2
OTU_477	10	1	1	0	0	0	0	1	158	16	5	2	0	0	0	0	0	0	0	0	32	9	3	3	1	3	0	0	0	0	1	0	5	8	6	5
OTU_1409	222	34	28	14	41	1	37	45	565	243	28	37	64	17	16	2	9	0	1	2	101	33	18	18	67	43	13	20	85	2	9	0	143	133	33	35
OTU_1397	0	0	0	0	0	0	0	0	17	11	3	2	14	3	34	0	0	0	0	0	22	10	11	15	0	0	0	0	2	0	0	0	3	0	0	0
OTU_221	11	0	4	0	11	3	21	2	42	14	13	3	17	5	4	0	41	7	7	1	93	34	19	13	3	5	0	2	5	3	0	1	7	12	4	4
OTU_341	4	0	1	0	0	0	0	0	321	8	4	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_317	132	18	11	7	33	1	1	7	38	4	0	2	188	28	41	1	5	2	0	2	47	9	12	9	21	13	10	3	5	0	14	0	20	14	4	9
OTU_80	16	1	0	3	0	0	0	0	150	56	35	34	94	4	21	1	0	0	0	0	1192	364	227	200	2	2	1	0	0	0	0	0	6	8	4	4
OTU_197	2	0	0	1	0	0	0	0	180	38	8	10	8	3	2	0	0	0	0	0	205	42	27	37	0	1	0	2	0	0	1	0	6	2	1	6
OTU_201	11	2	2	1	0	0	0	0	164	47	8	23	8	8	4	0	0	0	0	0	293	164	85	47	0	0	0	0	0	0	0	0	2	4	1	1
OTU_258	64	9	3	3	0	2	7	2	61	6	4	1	11	5	4	0	0	0	1	0	39	10	3	4	19	13	8	5	10	1	1	0	35	30	9	9
OTU_209	35	3	4	3	1	0	0	2	325	149	138	35	15	5	6	2	0	0	0	3	287	128	76	46	0	3	4	2	6	0	2	0	39	48	17	22
OTU_26	33	8	10	4	0	0	0	0	772	236	169	117	193	44	46	2	0	0	0	0	2646	1397	713	743	8	34	48	16	17	5	7	2	256	372	235	154
OTU_292	27	2	1	0	0	0	7	0	177	72	39	24	24	1	5	1	0	0	36	0	327	166	84	63	0	0	0	0	0	0	0	0	2	4	3	0
OTU_979	0	6	0	0	0	42	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_55	68	53	26	11	0	0	9	0	611	104	18	22	284	25	29	2	0	0	0	0	266	50	28	29	146	146	99	68	42	0	7	6	303	172	89	95
OTU_506	0	0	0	5	0	1	0	2	66	10	0	11	50	16	45	10	0	0	0	0	147	60	21	25	55	17	12	4	6	0	0	0	91	37	18	27
OTU_227	27	11	2	2	0	1	1	0	160	51	8	15	67	6	4	1	0	0	0	0	271	88	36	43	13	4	3	1	4	2	0	0	11	9	4	2
OTU_164	31	51	13	17	0	0	0	6	78	41	2	7	381	17	13	2	0	0	0	0	166	58	7	23	5	2	3	2	0	0	0	0	14	1	1	0
OTU_331	8	4	0	0	23	25	4	10	61	10	6	3	13	5	0	0	6	0	1	0	58	33	3	8	18	27	22	10	79	47	42	19	67	71	43	26
OTU_218	0	1	2	0	0	0	0	0	121	29	10	19	0	5	4	0	0	0	0	0	198	192	68	51	0	1	1	1	0	0	0	0	1	9	1	6
OTU_107	172	27	8	12	12	0	4	8	117	39	11	9	170	42	16	2	1	0	0	0	163	44	14	22	19	22	9	9	18	0	2	0	36	23	3	8
OTU_1204	29	2	7	0	3	0	4	0	424	31	11	5	5	1	2	0	0	0	0	0	49	24	13	27	0	1	0	1	3	1	0	0	6	9	0	3
OTU_428	1	0	0	0	0	0	0	0	16	2	0	0	15	0	0	0	2	0	0	0	19	5	2	2	21	8	12	9	4	0	1	0	43	14	10	14
OTU_481	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	7	0	3	1	40	66	26	18
OTU_849	3	2	2	0	0	66	0	1	4	0	1	1	3	1	2	0	0	0	5	0	1	0	0	2	1	2	1	4	10	2	3	1	5	2	5	3
OTU_186	6	1	4	0	0	0	0	0	87	36	12	7	15	0	1	1	0	0	0	0	487	54	36	40	10	7	9	8	5	0	1	0	35	20	11	12
OTU_378	18	2	1	0	93	32	1	0	3	1	0	0	172	4	9	1	35	4	8	3	15	4	1	0	23	4	3	1	2	0	2	1	1	4	0	0
OTU_274	22	2	4	1	4	2	1	3	184	94	14	18	15	1	1	0	0	0	0	0	146	36	10	18	2	0	2	3	2	0	1	0	22	8	4	11
OTU_72	558	96	126	15	143	35	24	40	44	7	4	2	123	29	25	11	10	2	28	6	9	9	6	4	27	47	21	20	16	7	12	3	3	7	1	4
OTU_728	18	5	6	1	9	0	1	2	4	0	0	0	39	1	1	1	4	0	0	0	4	3	2	5	23	29	20	1	3	5	4	0	7	4	0	1
OTU_2803	12	3	0	2	1	0	3	1	52	13	1	1	47	13	6	0	7	2	1	0	37	17	12	5	13	7	2	4	20	0	1	1	44	36	8	9
OTU_256	199	70	17	38	0	0	0	0	16	29	1	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	1	0
OTU_597	0	3	0	0	0	0	7	0	29	14	4	5	0	1	5	0	0	0	0	0	20	18	7	5	12	16	9	9	52	0	12	8	149	198	103	114
OTU_232	41	4	4	8	0	1	1	1	280	110	86	27	44	8	6	0	0	0	0	1	382	184	78	56	2	5	6	2	1	0	4	0	34	51	22	27
OTU_2615	16	5	6	2	0	0	0	5	7	1	1	0	269	24	45	6	0	0	0	1	15	9	3	4	52	16	5	7	0	0	2	0	7	5	1	2
