PICRUSt2	ggpicrust2	Samples	ASVs	BacterialASVs	ArchaealASVs	MaxNSTI	MedianWeightedNSTI	PredictedPathways	TestedPathways
2.6.3	2.5.17	24	37	37	0	0.217549	0.04230770183864922	225	225
