asset	path	bytes	observed_sha256	expected_sha256	status
otutab	<PROJECT_ROOT>/data/small/community-typing-dmm/otutab.tsv	80578	28de822c434aedade101e66ac60a61df38124c9b59357095599fbd278f2ecb41	28de822c434aedade101e66ac60a61df38124c9b59357095599fbd278f2ecb41	PASS
taxonomy	<PROJECT_ROOT>/data/small/community-typing-dmm/taxonomy.tsv	15987	9eaa0bf788ad1db8c314a59e774c8935bdaa33a51135eaf606c11d5a497dff08	9eaa0bf788ad1db8c314a59e774c8935bdaa33a51135eaf606c11d5a497dff08	PASS
metadata	<PROJECT_ROOT>/data/small/community-typing-dmm/metadata.tsv	14500	0368c9129c7d77f381688465141593a2c61a229368d2fc411c9017e1abe04409	0368c9129c7d77f381688465141593a2c61a229368d2fc411c9017e1abe04409	PASS
source_summary	<PROJECT_ROOT>/data/small/community-typing-dmm/source-summary.json	2811	ed1ea7478f85a565442acf80d0ce25a61b84d5c96ca801f6a45ca010467548e7	ed1ea7478f85a565442acf80d0ce25a61b84d5c96ca801f6a45ca010467548e7	PASS
prepare_script	<PROJECT_ROOT>/scripts/prepare_dmm_twins_data.R	8742	1336337bf238a02d9f35d21730c2000d184ed048bd1813760317f38807c99c18	1336337bf238a02d9f35d21730c2000d184ed048bd1813760317f38807c99c18	PASS
theme_pub	<PROJECT_ROOT>/R/theme_pub.R	2744	8d3821a485aeb529b12184bbe977c1ca952131a22d5eb69b802088ce91909beb	8d3821a485aeb529b12184bbe977c1ca952131a22d5eb69b802088ce91909beb	PASS
