Region	Pairs	MinDistanceKm	MaxDistanceKm	Slope	Lower	Upper	RSquared
Pooled	4005	0	4030.92844466942	-0.179661585450509	-0.18652998527027	-0.172793185630747	0.396503671115804
CW	435	0	2590.64663959353	-0.135612485023822	-0.149057600275188	-0.122167369772455	0.475789892614787
IW	435	0.014339488111529	1248.22353545667	-0.141921811189952	-0.156036539909774	-0.12780708247013	0.474229729168377
TW	435	0.0125962158286626	1052.05156433556	-0.0536803766966294	-0.0701413120488565	-0.0372194413444023	0.0866555197005318
