Pseudocount	ACME	Lower	Upper	PValue
0.25	0.00738889437124833	-0.10105111709812	0.127964138819627	0.908
0.5	0.00853408934516373	-0.100299537083765	0.141018914523245	0.88
1	0.00847158346142075	-0.10932092675208	0.122726738003809	0.852
