FeatureID	Within_Subject_1101	Within_Subject_1102	Within_Subject_1104
Seq44	0.440584612090465	-0.253022174258151	0.160443046645467
Seq45	-0.0111753341239461	-0.910395264623863	0.143662393111339
Seq46	-0.818193311664748	-0.0688237395231278	0.213172386982591
Seq47	0.117194053788207	-0.394128424302928	0.340239185007699
Seq48	0.115118552878592	0.993672661782878	-0.368919982294612
Seq49	-0.136973316120121	1.16969499157528	0.100382432928177
Seq50	-0.804368676269169	1.00836172220209	-0.506760431379593
Seq51	-0.0649441536083645	-0.0125985373794953	-0.114138787959879
Seq52	-0.094641935284927	-0.246130608949908	-0.627030692086959
Seq54	0.742151765360742	-0.731238499743424	-0.948967387584264
Seq55	0.678649058301913	0.183923738938936	0.431696042716441
Seq56	0.022263705596996	0.990137559391763	0.414223525249484
Seq57	0.142793683247707	-0.0735934113214158	0.0693592908295262
Seq58	0.1036075409299	0.676902275899213	-0.000126360774588027
Seq59	-0.0622951775713372	0.356669572718053	0.0446243665453046
Seq60	-0.0522312801735862	-0.769163288570592	-0.594312009748526
Seq61	-0.025460809568932	-0.033230756577668	-0.0452090384864827
Seq62	-0.0788839798716698	-0.459370018683291	0.00777283224578866
Seq63	0.0742427511724586	0.801503349059669	0.136683678110286
Seq64	0.203228049257313	0.257947907279263	-0.0531882692624256
Seq65	0.279185927516662	0.163598053999272	-0.258273650205911
Seq66	-0.325786174617223	0.695661998008958	-0.0205872773143677
Seq67	0.0122667376445064	-0.268355660475395	0.159966120070625
Seq68	0.0697132793203906	-0.18032818188962	-0.0528985495762032
Seq69	-0.119709553505019	0.567121541028884	0.109565361637616
Seq70	-0.0504464514405116	-0.1304937169886	2.20921586469251
Seq71	-0.171528241406551	0.00453788151334861	-0.132315885849944
Seq72	-0.126147332678769	0.897924170997914	0.20617197586024
Seq73	0.0692116581397821	-0.246245219759353	0.622596348729555
Seq74	-0.0371423226578555	-0.130193338865257	1.04313027505694
Seq75	-0.0943356012625048	-0.132153548656322	0.00601183329380589
Seq76	0.107034933483084	-0.280971167452062	0.117069173563492
Seq77	0.176798153952802	0.717583826706454	0.533968722256818
Seq78	0.092104316462407	-0.159469226869311	-0.578020736451138
Seq79	-0.0982191119490219	-0.0233654661630995	-0.68563932954403
Seq81	-0.734100220295153	0.00727272842034109	-0.363734079076398
Seq82	-0.249989930180668	0.0408281485436827	0.366581180847035
Seq83	0.13298754226133	-0.799409356702846	-0.344243125158108
Seq84	-0.128487417487126	-0.0481973517574646	-0.848123717315202
Seq85	0.935509439033899	-0.68466475697641	-0.270514233301119
Seq86	-0.0310525909576977	0.0679607298632995	-0.418633611511436
Seq87	-0.00335186653074436	-0.188425561691545	0.142659016733076
Seq88	-0.00576173236451925	-0.905301429908676	0.360053063614243
Seq89	0.722553826182195	-1.15061500218159	-0.178005085580231
Seq90	-0.0753110988511603	-0.0580007365276234	0.0300844445560453
Seq91	0.287732635808179	-0.279454764439437	0.228608319069892
Seq92	0.223082007672355	-0.126862734027379	0.285459130308837
Seq93	-0.00949077762971431	0.254076504683287	-0.0794368112310319
Seq94	0.135672194995317	0.187216143462788	-0.318945823326533
Seq95	-0.0880337149148153	-0.85376837761725	0.299506711586398
Seq96	-0.0369708662563134	-0.0799468571826652	-0.725092150091843
Seq98	-0.228038578490047	0.747892097392652	0.237375295714448
Seq99	0.641907449826453	-0.206527607386899	-0.490669296750932
Seq100	0.246102458354842	0.206140752190104	0.0726304535018304
Seq101	-0.0900834531659562	0.251147447131644	0.327438022407427
Seq102	-0.0764156346259178	-0.109935992649485	0.0338493072970735
Seq103	0.0328174808486494	-0.376589495694248	0.120082384362457
Seq104	-0.105472895415797	0.701371671132691	0.257787086289305
Seq105	-0.0100360584944948	-0.140014626088991	0.353871356905728
Seq106	-0.472794442190674	-0.189020456814633	0.286077880623849
Seq107	-0.0527190498294404	-0.118353177100162	-0.446838837934357
Seq108	-0.0396837259836762	-0.137439713571182	0.0256422689435456
Seq109	-0.0605372967124698	0.926346756403736	0.475460863795382
Seq110	0.225488655442619	-0.243040630192847	-0.144141541160783
Seq111	-0.141966796017561	0.440411514230145	0.166821831052575
Seq113	0.0702478842836017	-0.0980438011016444	-0.859824003544318
Seq114	0.00113805328352592	-0.0693855713316297	0.606263042600923
Seq117	-0.05118369588978	-0.117335941533958	-0.311407584689604
Seq118	-0.0502087354713612	-0.126537388482704	-0.204884435614628
Seq119	-0.00153100563763865	0.646188882117658	0.0939195114041715
Seq120	0.191829050410993	-0.171434980863916	-0.0129712451363578
Seq122	0.335774670766999	0.502805156509085	-0.0376044045162817
Seq123	0.00280389453754279	-0.291088904642412	0.0732277791057685
Seq124	-0.146411285374008	-0.0371401058366488	-0.447718088974728
Seq125	-0.00248610603223229	0.222906157715436	-0.104258521387732
Seq127	-0.182026312773247	0.348078365239307	0.153491186473407
Seq128	-0.165480137683294	-0.126281270122885	-0.123009861734697
Seq129	0.186361233213967	0.153678377784157	-0.289707395031187
Seq130	-0.528757349457343	0.0727676679129001	0.118092055908387
Seq131	-0.278208845697348	-0.107355997671425	0.0702465060858902
Seq132	-0.171697196735104	0.710650926378971	0.0372364769616768
Seq134	-0.771476905247775	-0.174948200980268	0.429106252755469
Seq135	-0.0325080935902646	-0.146256341510459	0.160196280402767
Seq136	-0.0398749182162686	0.137956851832756	0.0345386185813955
Seq138	0.176236055809342	-0.106924852174623	0.183866428018289
Seq139	-0.028489115130016	-0.278771165315341	-0.499721501240224
Seq140	0.224555856100062	-0.165783253335709	-0.397438772832897
Seq141	-0.0485963592663543	-0.121674047115172	-0.280832670462136
Seq142	-0.0540181224139532	-0.116817029211482	-0.191635214593569
Seq143	0.0341120204651484	-0.173638479921512	-0.227212630697498
Seq144	-0.0778322711844651	-0.0489908315830595	0.0835880316944839
Seq145	-0.0313439693756582	0.0699469918478457	-0.224327776598243
Seq146	-0.624719826798157	-0.20774556713111	0.329788430130978
Seq148	0.118929095392991	-0.177875079159242	0.224452284474622
Seq150	-0.0854933889299822	-0.0617797926008156	-0.542705540355772
Seq151	0.0236027558028406	-0.102123262064425	0.0607660769016419
Seq154	0.219332258705542	-0.356465884831173	-0.530892434421014
Seq155	-0.106629084170537	0.394911793102152	0.385296631804243
Seq156	0.170122312828155	-0.0790979700307733	0.0877442218312926
Seq157	0.1806930122914	0.56161620592774	0.0262575172696062
Seq158	-0.137783257063243	-0.290952245282701	0.130972728256109
Seq159	0.265569804163558	-0.202485482901004	0.0644629484332858
Seq160	0.238076894119361	0.596125042066961	0.40991058225134
Seq161	-0.346689383975212	-0.0675672857751021	0.10418315498403
Seq162	-0.0572873716312764	-0.160414360190314	0.00994292683789265
Seq163	0.467842847386643	-0.172045817795384	-0.252268639587092
Seq165	-0.0993326434797719	-0.141116892240907	0.639637331578961
Seq166	-0.0450877777211635	-0.189151613577945	-0.0070603230929191
Seq167	-0.0387477012465322	0.253653924088442	0.433321435844386
Seq168	-0.0444098711436518	-0.0259765921755838	0.0497529234545883
Seq170	-0.0556935032201201	0.266891411245016	-0.361978776549566
Seq171	-0.045037264844034	-0.0304612653480562	-0.0379528174353795
Seq172	-0.0477285797253448	-0.117213691842205	-0.00685756426001457
Seq173	0.481553093235582	-0.436824911080608	-0.180417788568628
Seq178	-0.0256588244697283	-0.216564793757163	-0.950831857289273
Seq179	-0.0206511621608551	-0.145228998928645	-0.569677091900012
Seq180	0.0444457606468136	-0.136648014702749	-0.134670410451029
Seq181	-0.193405353202003	0.466446445882219	0.316622561261699
Seq182	-0.0178363786344726	-0.0162887378414275	-0.314616592219662
Seq183	0.185588953890369	-0.383651428264143	-0.293355573589707
Seq184	0.14920401770223	0.205446829241493	0.0217912945665036
Seq185	-0.24764585712225	-0.0238095774164659	0.126508911074936
Seq187	-0.0453017882567739	-0.125083121201002	-0.307270890871632
Seq188	-0.0416114412651227	0.0552046737780977	0.259267875870125
Seq189	-0.164803567100659	0.326705358882966	0.315085314026128
Seq191	-0.0199464835824643	-0.442613310206876	-0.584086804113787
Seq192	-0.0156761532977428	-0.128500931459777	0.670147772862878
Seq194	-0.0501066706569225	-0.109618094920644	0.0104507848183859
Seq195	-0.245296492398864	-0.0224898370816904	0.112253534035682
Seq198	-0.10743282294745	0.2593390236348	0.0893483890909587
Seq200	-0.0825827850457918	-0.134134733353301	0.087937733930663
Seq201	-0.0848874459124259	-0.0960948494389607	0.0935093043884391
Seq202	-0.058433901363167	-0.425225667548888	0.0968445377040314
Seq203	-0.0381748695612111	-0.13640878051598	0.0834792577460341
Seq204	-0.0414362775967736	-0.407247109465939	-0.0588909959669992
Seq208	0.268818462186017	-0.0662344619189331	-0.00288942121931965
Seq210	-0.0488572614397207	0.428536679162118	0.103828231761994
Seq211	-0.0615984296605709	-0.136406880139291	-0.037182847946025
Seq212	0.00356490952188026	-0.195867683408441	0.122215550636374
Seq213	-0.0354802062666954	-0.134582821023236	-0.506259109242778
Seq215	-0.0509139166463665	-0.00657992498163137	-0.145627588662691
Seq217	-0.000500543709833666	-0.177240807615177	-0.197529153308315
Seq218	-0.0233641802593248	-0.149188485060664	-0.0633326204896227
Seq221	-0.234343568598599	-0.190286957525023	0.145693053849117
Seq222	-0.0367866628072625	0.451231067841543	0.0470777644487877
Seq224	-0.0668499234680776	0.037016873184232	-0.0355726720854141
Seq225	-0.142091440666972	0.271133563177478	-0.00158859109186031
Seq228	0.0136858828711509	-0.372935739754084	0.12233607800094
Seq231	0.0187345092242344	-0.203638440941351	-0.0796873738312667
Seq232	-0.0376601317079996	-0.253131837021376	0.247674771920506
Seq233	-0.0258343391812519	-0.0489695674258505	0.13566232382284
Seq234	-0.0765913835897309	-0.100392011446942	0.0617122783910784
Seq235	0.112050893596711	-0.116695313721256	0.00465062165330674
Seq236	-0.65939963195427	-0.0478891158934362	0.112363088514807
Seq245	0.0118442082640677	-0.116016417562107	-0.0841348490297201
Seq251	-0.0370926858298446	-0.113097787284003	0.0300885890803072
Seq260	-0.0194906160708845	-0.139182119621315	-0.101871191009021
Seq261	-0.303979683409105	-0.127453863330056	0.0894235778343618
Seq267	-0.0489470511436948	-0.0732061684675344	-0.18970326029591
Seq271	-0.165594609179659	0.0526015765637831	-0.0093387180738572
Seq276	-0.00746217650393597	-0.264588847979142	0.107346776094532
Seq278	0.236128905073731	-0.568940479329629	-0.489123541559316
Seq281	-0.137395539470099	-0.200588622224107	0.104112046824049
Seq284	-0.265834349763462	-0.276922282221409	0.0536508523338504
Seq291	-0.121664272353794	-0.0760229245661674	0.16773623151866
Seq292	-0.00341709309461877	0.0853529249889258	-0.148420572424363
Seq296	-0.0988056622726782	-0.00370523662599653	0.366880592812597
Seq303	0.0354538164171349	-0.12448314638942	0.308999531309932
Seq304	0.2008363555775	-0.407840020926612	-0.154489038127599
Seq306	-0.0305608287813895	-0.199944660865531	0.118304633174081
Seq312	-0.0635174418980762	-0.113616920388109	0.125263168898461
Seq315	-0.0485272573929523	-0.121245977875148	0.527181182426165
Seq317	-0.146774342968034	-0.177858242474291	0.139317827028482
Seq319	-0.189852744357324	-0.10467101578002	0.155088317709646
Seq320	-0.0531429416645867	-0.12221517441581	0.119191285350724
Seq322	-0.063297912947681	-0.112462716426085	0.0945735097559802
Seq323	0.0153539542249143	-0.119374691518298	-0.158018932298917
Seq333	-0.0302069312717227	-0.117488085776185	-0.06063718303411
Seq344	-0.0353711539951036	-0.257780785088491	0.082459548917276
Seq345	-0.037700034551711	-0.0268485577326085	0.0731573856251818
Seq349	-0.0551021904032029	-0.121738190884143	0.390129907982503
Seq359	-0.0579252094163038	-0.117845770703093	-0.155217094556257
Seq361	0.0398210242134647	-0.157484096979555	-0.0251500392398499
Seq366	-0.04106268650031	-0.112555192859631	0.1995555710968
Seq374	-0.0828622990654805	-0.0958570807100519	0.1621599958087
Seq375	-0.198157677365547	-0.0419330181038444	0.143516380458139
Seq377	-0.0452178022847361	0.165508004356872	0.103090264136186
Seq379	-0.0285451047322877	-0.0749017068594029	0.0306333576413922
Seq388	-0.390969017124485	-0.115496320983824	0.124348180057379
Seq402	-0.0440394771447204	-0.431743658022813	0.106021643838117
Seq466	-0.0631377228997297	-0.119650500206576	0.0402756843537595
Seq486	-0.0307921297386669	-0.241199418400279	0.000367771140782436
Seq535	-0.0975656127894263	-0.0816671192977385	-0.000331723193064765
