FeatureID	Within_Subject_1101	Within_Subject_1102	Within_Subject_1104
Seq1	0.0193698420092206	-0.187376042291473	0.097908478877553
Seq2	0.149241679974905	-0.208906737723901	-0.240059291006345
Seq4	-0.0746626554959879	-0.520253098758151	-0.822306935540976
Seq5	-0.288988967951846	-0.276312385657704	0.634442910353979
Seq6	0.00430549809505054	0.0164742600374957	0.0648713623724904
Seq7	0.165869770086642	0.772744235617861	0.131034989267708
Seq8	0.950844841796386	0.0917436835541169	-0.336052274641345
Seq9	0.604058217931114	0.260725499731116	-0.593633146481751
Seq10	-0.315443115104212	1.31539939165145	-0.186127954736777
Seq11	0.437877567495833	0.00158822615884151	0.123539886246158
Seq12	-0.0568232517868957	1.14444870561419	0.0264546818389806
Seq13	0.3103282869623	0.430191727750047	-0.0585588003941606
Seq14	-0.0165474044746624	0.589489446021994	-0.181423065898439
Seq15	0.879452782064116	-0.281205835937935	-0.0629243145795304
Seq16	-0.0927922786372184	0.0980287684406702	-0.488155588288235
Seq17	-0.426884513414663	0.609251182788722	0.211655833210693
Seq18	1.37009261229002	-0.100472193766487	-0.107352907841941
Seq19	-0.350632348222917	-1.04683499724376	-0.5640322123264
Seq20	-0.0741058489476171	0.805806310532731	0.408258859167858
Seq21	0.951636308066174	-1.06848162146957	-0.40521187408274
Seq22	0.343231438952994	0.120978116424722	0.0462633059327534
Seq23	0.153002893782884	-0.748391695414376	-0.549130188047665
Seq24	0.24764153365061	0.0283143748468305	0.336656560794308
Seq25	0.134434309460008	-0.0608540646892106	-0.766379175896181
Seq26	-0.161539150102813	-0.0370509853281565	0.305660518775339
Seq27	-0.30895641866221	1.57639274566408	0.405124646027555
Seq28	0.421598011862725	-0.477716870287554	0.140300692406287
Seq29	0.524058658034216	1.03790496056044	0.705397034975856
Seq31	-0.669312903124379	0.725468286572096	-0.0693760592009813
Seq32	-0.536821346873054	0.925720807605823	0.261238487540406
Seq33	-1.34092851963198	0.139584646458388	0.126449504846497
Seq34	0.0541017148101655	-0.000143069730822299	-0.234980664554479
Seq35	1.06083390136276	-0.994301804452255	-0.595721561841046
Seq36	-0.114938247340402	0.540296014078799	-0.260019806840345
Seq37	-0.227632566644554	0.539694959674338	0.175117541425121
Seq38	0.238543290779454	0.224251292160287	0.286539829592299
Seq39	0.363648545733922	0.610106440330124	0.154945198569719
Seq40	-0.0684087210514198	-0.37065730545718	-0.566079676529826
Seq41	-0.268867798467867	0.798596569316017	0.847515302625453
Seq42	0.0174696979477669	0.270692361085274	-0.141850239262298
Seq43	0.493052879218142	-0.0297212143014368	-0.142579142225509
