FeatureID	Kingdom	Phylum	Class	Order	Family	Genus	Prevalence	TotalReads	HabitatP	HabitatR2	SubjectP	SubjectR2	PlateP	PlateR2	HabitatQ	PlateQ
Seq105	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	0.345083487940631	4975	0.125039378997271	0.0154109930728959	7.469922427239e-23	0.172419738796701	0.471981362120843	0.00386818172970862	0.127213976892875	0.611928388589314
Seq106	Bacteria	SR1	unknown	unknown	unknown	unknown	0.207792207792208	4861	1.54934725919981e-10	0.0880551679681599	1.37707629827979e-18	0.1298829228583	0.0300462065982371	0.0131483024194267	2.51768929619969e-10	0.0717429831019131
Seq107	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.0797773654916512	3596	2.38294279397246e-11	0.0914679793965484	6.20357139258117e-22	0.151420618048165	0.0241470287318501	0.0134068843066466	4.19254596834253e-11	0.0598769589092076
Seq108	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.0593692022263451	3621	7.83711134336169e-06	0.0563856775596776	2.1586080161263e-11	0.083846039438074	0.830289749658079	0.00143285194299596	9.50198991889449e-06	0.883126370090866
Seq109	Bacteria	SR1	unknown	unknown	unknown	unknown	0.209647495361781	3905	1.38268787903019e-34	0.243355431349278	4.16895929295375e-15	0.0845547861756111	3.44653334425983e-07	0.0405904353512169	1.04370633449375e-33	7.33171638688e-06
Seq110	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	0.0630797773654917	4200	4.39846617025524e-08	0.0788456957540015	0.000128186655773846	0.0306246999885279	0.366414858147675	0.00533252332266467	6.09018392804571e-08	0.509240750493894
Seq111	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unknown	0.217068645640074	3874	2.56034317810277e-11	0.0649565808116681	9.05643495946178e-65	0.397181091108551	0.0417110336745307	0.00831471605023326	4.47104704235856e-11	0.0938498257676941
Seq113	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.144712430426716	3647	9.33069065594621e-14	0.0969010804596784	1.69393009747055e-32	0.209161626243981	6.46934428889876e-07	0.0403042341858635	1.88222552887191e-13	1.18873098132979e-05
Seq114	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	0.166975881261596	2408	0.000438984542076063	0.0397541639806399	1.07089589018175e-13	0.101027373610967	0.0128563874342774	0.0174131958000109	0.000491494654764587	0.0366877397514745
Seq117	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.109461966604824	3447	5.15432901878051e-14	0.0992835492725343	7.24464923109104e-36	0.23637296376347	0.147043249342601	0.0067205090326049	1.05799385122337e-13	0.254874965527176
Seq118	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	0.165120593692022	3298	2.45126410648997e-06	0.043459197593716	1.9331840323214e-51	0.341538992820893	0.540512651737582	0.00250940923034669	3.05104149424815e-06	0.665684002666285
Seq119	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	0.12987012987013	2061	2.34054826345612e-14	0.104748004797606	6.46800456314858e-30	0.196857407194782	0.00113525187245626	0.0208625143245364	4.84679905883833e-14	0.00603747586715374
Seq120	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.11873840445269	3118	3.33505555000658e-15	0.130346391024421	2.03531654099866e-10	0.070417518359687	0.65479911538352	0.0024511938292799	7.43240951144324e-15	0.753869463374794
Seq122	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Abiotrophia	0.64378478664193	3074	4.21794919351508e-07	0.0446706523901535	9.60848896823944e-59	0.373847377933151	0.00284048525640159	0.0152813130493919	5.45303928885375e-07	0.0105503738094916
Seq123	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	0.0946196660482375	2804	1.11127878328783e-24	0.17655361403999	1.69541917836511e-25	0.159276300476945	0.253770418004965	0.00510756049860496	4.06311305139613e-24	0.38791010728796
Seq124	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	0.051948051948052	3335	1.28318801110366e-15	0.135695952461905	6.95776650980567e-07	0.0446479130026044	0.0506926716870845	0.0120064281442049	2.91520383105103e-15	0.111906463912998
Seq125	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	0.116883116883117	2103	5.07486938318307e-06	0.0564958917761786	2.85404569510606e-14	0.104912422463715	0.516252285734306	0.00361771704306457	6.25010229297283e-06	0.646005534020469
Seq127	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	0.051948051948052	3278	7.40027380293707e-22	0.165204759847524	1.4293038471006e-19	0.125280871593054	0.0648600921406569	0.00966102094391341	2.30888542651637e-21	0.136732086134358
Seq128	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	0.172541743970315	2735	3.02163944472743e-08	0.0532620353093287	3.9458338457197e-55	0.357191661883256	0.488965877910374	0.0027042118741881	4.23391395249233e-08	0.62183704038602
Seq129	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	0.38404452690167	2793	3.80687686732533e-15	0.130485396235352	2.48926885552493e-09	0.0625160719420922	0.242671182989471	0.00636954375373656	8.32531950424417e-15	0.381107763889505
Seq130	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Streptobacillus	0.10760667903525	2587	2.52213837161036e-18	0.12517651544162	1.48358480872915e-35	0.225853078923921	0.00896649576540168	0.0140922723311755	6.70659521541845e-18	0.027607368540842
Seq131	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	0.302411873840445	2884	7.78816162053129e-21	0.17621986611536	7.81678343453264e-06	0.0357913468563569	0.473329223652418	0.00374187843689408	2.24991335704237e-20	0.611928388589314
Seq132	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	0.100185528756957	3263	5.20781970259322e-08	0.0646833413389311	2.52850084438665e-25	0.175632370813951	0.000241441870576196	0.0272387082254961	7.16841064945184e-08	0.00165073541636471
Seq134	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.196660482374768	3228	7.28558933257722e-33	0.2109683980372	2.21854336874675e-31	0.177908582000374	3.10908112027548e-06	0.0319462446177355	5.16614516310021e-32	4.5470311384029e-05
Seq135	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.0779220779220779	2105	8.78499069832619e-07	0.0580014450550261	7.61777224974534e-24	0.171783144402174	0.577629442242763	0.00287823277720797	1.11118260724775e-06	0.689618823902075
Seq136	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	0.126159554730983	1750	8.63569010923611e-30	0.18662947904267	3.34097449063485e-41	0.241947995450373	0.768296918596888	0.00122969046887826	4.59261701263921e-29	0.843532493588248
Seq138	Bacteria	SR1	unknown	unknown	unknown	unknown	0.051948051948052	2278	1.17848497859414e-08	0.0740416521462503	1.16180551543969e-19	0.14024604491904	0.236177736784757	0.0062978299657344	1.68149685970139e-08	0.373416151402927
Seq139	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.213358070500928	2622	3.81505152967191e-23	0.185791596454964	2.2138147695777e-09	0.0582720189571291	0.0184269690744391	0.0142187049562952	1.23989174714337e-22	0.048448435544031
Seq140	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.202226345083488	2472	1.71087049141002e-26	0.21581831851966	0.000103717021385394	0.0264855005519795	0.0689947830151963	0.0101200121020033	7.41377212944341e-26	0.142874152438548
Seq141	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.0686456400742115	2500	2.8159328645332e-12	0.102147714914488	2.8369387195577e-17	0.11976613466357	0.131498015309754	0.00824927161132635	5.14787726797475e-12	0.236999972325834
Seq142	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.0705009276437848	2531	7.75158550691777e-12	0.0988525661974695	6.71779817828208e-18	0.124957080418804	0.390451709772231	0.00441297887457886	1.37414470349906e-11	0.525090230383345
Seq143	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	0.148423005565863	2233	2.23965185816277e-09	0.0845919950815671	4.46955382516749e-12	0.086072231585976	0.487625628339273	0.00381547420593671	3.31695275196259e-09	0.62183704038602
Seq144	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	0.0946196660482375	1944	9.38361658720744e-30	0.184112382485173	5.03839686423e-43	0.251869447293759	0.866370358935725	0.000778894952078496	4.87948062534787e-29	0.917333321226062
Seq145	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister	0.0816326530612245	1306	2.12901026258062e-05	0.05317990591568	8.10358621384439e-10	0.0719093660245602	0.366887993405584	0.00523364481201328	2.52887513423282e-05	0.509240750493894
Seq146	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	unknown	0.10760667903525	2409	1.72453885968829e-25	0.166291497613181	1.78207270152291e-34	0.205819116949404	2.57556211568433e-05	0.027855110054323	6.9576222959838e-25	0.000251117306279222
Seq148	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.0686456400742115	2345	0.000174894400902075	0.046965078624909	5.2595716668679e-05	0.034748959164953	0.30808800505757	0.00624473729398747	0.000200614165740615	0.451426803063607
Seq150	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	0.128014842300557	2174	2.42977529476178e-22	0.157046337280354	9.00846019255131e-28	0.173396025197575	0.00156882670223033	0.0191557713551146	7.6833434996521e-22	0.00737277741038816
Seq151	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	unknown	0.0760667903525046	2019	2.32184686928106e-08	0.0659486484886367	7.57122945301868e-31	0.215966038864333	0.894521162625624	0.000827652138579202	3.27296486392632e-08	0.930302009130649
Seq154	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoanaerobaculum	0.215213358070501	1728	0.000428379926662473	0.0400410902817344	4.40562998265636e-12	0.0882418777488545	0.00119092905908608	0.0258773743077741	0.000481927417495282	0.0060582043440466
Seq155	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.23747680890538	2297	4.17372176039976e-38	0.261270646620366	6.42586747864659e-21	0.117397483675522	0.0110702850445447	0.0129664003999779	4.43932223606156e-37	0.0323805837552932
Seq156	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	unknown	0.0779220779220779	2085	2.00554118645147e-09	0.0732138020028161	9.49037280403083e-31	0.213298516319027	0.610811103254243	0.00245610170102921	2.9891505581506e-09	0.718930471393393
Seq157	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unknown	0.213358070500928	2178	0.000939495337447589	0.036899746398957	1.83765154714696e-13	0.0994880285347725	0.00968308710257062	0.0184869440672255	0.00101778661556822	0.0290492613077118
Seq158	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	0.0760667903525046	1358	1.79574947628996e-23	0.167253490284929	2.07181809976333e-26	0.165567400360542	0.0630647157542154	0.00916326394837029	6.00293396359786e-23	0.134155849877149
Seq159	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Atopobium	0.246753246753247	1908	9.08637606328859e-10	0.0702160224307053	1.81355615361109e-39	0.265543670707826	0.249600736799208	0.00515805300466221	1.38065714208411e-09	0.386798492788177
Seq160	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	0.376623376623377	2042	3.60513123349303e-17	0.142651819111966	7.50185836486125e-09	0.0568413085050593	0.000304106999108808	0.0279929681696222	8.9744756238018e-17	0.00195059857432372
Seq161	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Catonella	0.168831168831169	1950	1.78245982024291e-25	0.191409954538023	1.11647310731557e-17	0.110344994336838	0.142225199510729	0.00716485985486883	7.06941691418373e-25	0.250238983723863
Seq162	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	0.12430426716141	1815	2.06940459396021e-12	0.114875044702473	0.000291039573259896	0.0268850418414617	0.814490378091737	0.00153658217292542	3.81291870068259e-12	0.870467733794558
Seq163	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.170686456400742	1612	7.41080687134328e-14	0.11390878029284	1.77846064979551e-15	0.104952542322803	0.00599079188632948	0.0182203235265975	1.50793809382115e-13	0.018691270685348
Seq165	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	0.172541743970315	1568	3.24872901423297e-11	0.0848496704929428	1.31550633079792e-28	0.192525760867093	0.000364666800548242	0.0247645237773471	5.63113029133715e-11	0.00224557977179707
Seq166	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	0.189239332096475	1866	3.16138128313469e-13	0.10595925792235	1.11175326484841e-21	0.149244648458095	0.689880962795179	0.00206859450094104	6.21649764918923e-13	0.776116083144576
Seq167	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown	unknown	0.165120593692022	1610	0.000579476899253068	0.0413071225135278	5.90729434278672e-06	0.0420458325057598	0.0182917541357225	0.0172689969328905	0.000642642627607668	0.048448435544031
Seq168	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	0.0834879406307978	1264	0.000355474613045706	0.0427197727571898	1.65316523610395e-09	0.0706803279581218	0.967796846680354	0.000432840533880782	0.000403791550741239	0.977390613909235
Seq170	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.0779220779220779	990	2.75598355832559e-10	0.0963396789226191	0.00162704012822081	0.0212338978481579	0.00445748383581911	0.0216191028202866	4.35743346383911e-10	0.0151166843127778
Seq171	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas	0.0927643784786642	1440	8.54136293895381e-09	0.0784742042649067	6.35374484639096e-15	0.107472130823391	0.969186827454053	0.000385309450356725	1.23375242451555e-08	0.977390613909235
Seq172	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Scardovia	0.116883116883117	907	1.44431322728605e-17	0.148080294858631	4.66205675420058e-10	0.0665827848410988	0.777561327566055	0.00163296601281554	3.71394829873556e-17	0.843532493588248
Seq173	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.365491651205937	1520	5.6491881613545e-36	0.269118736815211	5.37873929757766e-07	0.037641784099542	0.000246904869969081	0.0247967930798262	4.72110724913198e-35	0.00165073541636471
Seq178	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.0853432282003711	1358	0.000625984762774763	0.0387202020645168	5.27994126765677e-06	0.0401041218862731	3.01838594097784e-09	0.07143999694675	0.000687701570372275	1.76575577547203e-07
Seq179	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	0.0797773654916512	1495	4.40295314161845e-16	0.124135678092357	1.35951707083016e-19	0.128623638184137	8.99377202973306e-05	0.0296117184442247	1.02009013380071e-15	0.000701514218319179
Seq180	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.0667903525046382	1356	0.0115537684016681	0.0282870059713453	1.23945966774978e-09	0.0725094865899152	0.5768969525597	0.00336620971314224	0.0119627513539395	0.689618823902075
Seq181	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	0.128014842300557	1120	0.000630535827287107	0.0415782382614981	0.00601677824177903	0.0178924007662937	0.00137491196627663	0.0273930171746694	0.000689464409276556	0.00684530638529214
Seq182	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Atopobium	0.10760667903525	1039	2.40776801747837e-05	0.0494227304409719	3.65896195646307e-17	0.125993593889545	0.126893264054196	0.00886956277791267	2.81708858044969e-05	0.231976748349077
Seq183	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.304267161410019	1351	1.74376747556783e-41	0.312821783366107	0.0432023979539983	0.00793231573693942	0.0027466615132926	0.017940391333043	2.45579578432744e-40	0.0105363736739421
Seq184	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	0.122448979591837	916	0.0079645810693177	0.0317399989715743	0.0265579570347922	0.0131713790351535	0.415885075418941	0.00514017382352787	0.00835745278125713	0.549814167503007
Seq185	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	0.0853432282003711	1033	0.627298193280995	0.00691907317553382	5.87634330442664e-20	0.15278358805216	0.334992491131367	0.0053866414511835	0.627298193280995	0.48090946579595
Seq187	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	0.0686456400742115	826	2.09709340534355e-06	0.0594691924229544	2.7525343860902e-13	0.0962722053171446	0.0284904946354798	0.0143782614314589	2.62417035748872e-06	0.0694455806739819
Seq188	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	0.23747680890538	986	6.43487181905798e-11	0.100484102224221	7.2343579850351e-07	0.0467476499561645	0.400838078492982	0.0047409911475402	1.0679148976309e-10	0.535977773527759
Seq189	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	0.25417439703154	998	0.00927403171625916	0.0299713430322139	2.83551043766898e-05	0.0371960589690572	0.0336200682725758	0.0152517735034012	0.00964499298490953	0.0779959313942288
Seq191	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera	0.0834879406307978	991	0.109387477761802	0.0181835034034178	0.00470713094431406	0.0188450701818244	1.13021612061373e-05	0.0457011581349864	0.111775850638697	0.000132235286111806
Seq192	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Moryella	0.111317254174397	1165	2.10338594867052e-05	0.048369769996791	8.12343289180718e-18	0.127294452612052	5.81155584893134e-05	0.0340341489194116	2.5111852652495e-05	0.000503668173574049
Seq194	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_XI	Parvimonas	0.0816326530612245	876	2.06231399134611e-14	0.125459475451608	1.57657272419295e-09	0.0646390237247198	0.814668520089779	0.00144890845585285	4.32279598180348e-14	0.870467733794558
Seq195	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	unknown	0.0779220779220779	597	7.17387356184975e-20	0.155500838633343	5.16079578713872e-17	0.111107963271759	0.169162258959266	0.00696865873634146	2.0225137511721e-19	0.2807373659324
Seq198	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	0.224489795918367	909	1.01370046246175e-14	0.121563684152203	3.9393034442479e-15	0.10290792645376	0.126383604813011	0.00835540984579972	2.1762009928078e-14	0.231976748349077
Seq200	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	0.0593692022263451	838	1.28717698474893e-19	0.148460729002202	2.71541697198251e-22	0.145724992815533	0.504254934739124	0.00312862283868494	3.54352252272058e-19	0.634385240478252
Seq201	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_XI	Parvimonas	0.133580705009276	780	0.568914118194133	0.00701184840534234	7.50511105006091e-30	0.222664645329398	0.705142879473773	0.0020441868411445	0.571355809688529	0.789490113860588
Seq202	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	0.0593692022263451	880	1.15879734620994e-25	0.184231377042815	1.84252694040294e-22	0.138056357426571	0.00299972729732824	0.0176645768288857	4.93015598205684e-25	0.0109677529308564
Seq203	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	0.0779220779220779	863	1.81802854319281e-07	0.0691507107376781	1.4093485132907e-12	0.0912510437890242	0.557880028307327	0.00328925196295229	2.41715158583589e-07	0.679916284499555
Seq204	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	0.051948051948052	820	1.4627854477657e-05	0.0569863928668658	0.00574340834108403	0.017927426804701	0.0137846710412256	0.0184878159550973	1.7643906947277e-05	0.0388628075138167
Seq208	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	0.137291280148423	921	1.89424792516429e-10	0.0973011329743508	4.30763495481339e-06	0.041113599670956	0.367784986467812	0.00514395666898568	3.03598640060578e-10	0.509240750493894
Seq210	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	0.215213358070501	841	2.26550320432888e-17	0.128256548130218	1.77060559583058e-25	0.165758047700961	0.00200367813587853	0.0195215873966155	5.76225815014085e-17	0.00851360120926607
Seq211	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas	0.0723562152133581	628	2.78215254088466e-06	0.0648955572141371	0.0555436167400981	0.0101704886705926	0.648079884435006	0.00288884850730097	3.44456981252386e-06	0.753869463374794
Seq212	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	0.120593692022263	829	4.49794193846993e-11	0.0902413007127857	3.87805788486609e-22	0.154582380909052	0.438703378551768	0.00386827666361285	7.62694502610119e-11	0.576722418995021
Seq213	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.0556586270871985	946	7.23542858034742e-07	0.0636077082236512	3.42757280655746e-10	0.0717295373892297	0.000140769340639573	0.0327883312699506	9.201577651094e-07	0.00102937580342688
Seq215	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.0964749536178108	688	6.57839545443535e-10	0.0879835884707986	3.0580019196741e-13	0.094150518039078	0.565706996629825	0.00314510577019666	1.01943346777342e-09	0.682347614491644
Seq217	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Atopobium	0.0909090909090909	703	3.35582967793132e-08	0.0736133590060428	1.67852402214393e-14	0.104292704899228	0.224246872841709	0.00678135100302047	4.67419133711863e-08	0.359409371540821
Seq218	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas	0.11317254174397	646	5.61044352748027e-07	0.058064983901508	1.02685352606397e-26	0.190748271423217	0.546674735526451	0.00302141387891599	7.17400975645019e-07	0.669748105304657
Seq221	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	0.0612244897959184	742	5.84145809380063e-13	0.11105788536348	3.06665523416253e-12	0.0840487881905592	0.0677586742081841	0.0108116814594575	1.1296704082226e-12	0.141567230042099
Seq222	Bacteria	unknown	unknown	unknown	unknown	unknown	0.0742115027829314	807	1.21716695062054e-18	0.134524489820534	2.60532818479389e-27	0.175358868533799	0.00169318530702212	0.0195380125201878	3.31182635401404e-18	0.00761933388159954
Seq224	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Atopobium	0.0612244897959184	449	0.000460854232068208	0.0439085753027729	0.00310576274465258	0.020699931521036	0.887657524436405	0.00113083001271987	0.000513523287161718	0.930302009130649
Seq225	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	0.287569573283859	641	0.00142069894292657	0.0394752188253739	0.303833695881123	0.00428843961716417	0.142229849723392	0.00981203417654055	0.00151800708970236	0.250238983723863
Seq228	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	unknown	0.207792207792208	543	6.23036318382892e-06	0.0504078294308309	2.17397324040696e-25	0.181667313134965	0.0336649105590475	0.0125513213598685	7.63301039275376e-06	0.0779959313942288
Seq231	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	0.131725417439703	657	8.47927125569154e-08	0.0788493280232651	0.776241151669045	0.000880546908325033	0.442382941661709	0.00467638504946975	1.14690721030741e-07	0.578310661166703
Seq232	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	0.10760667903525	672	1.16102469196597e-09	0.087023463204386	9.49491887707726e-11	0.0755501611338124	0.0543771780411652	0.0120214700461998	1.74153703794896e-09	0.118918314594698
Seq233	Bacteria	Firmicutes	Bacilli	Lactobacillales	unknown	unknown	0.105751391465677	641	7.61592916210962e-08	0.0697373187630362	5.31861545690248e-17	0.123061368168951	0.737421315116872	0.00193368624756658	1.03612059531026e-07	0.813946168572397
Seq234	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	0.0816326530612245	616	2.99984397933092e-13	0.120754613927422	5.8970872743911e-05	0.0318144846458008	0.68101277566776	0.00241506793474554	5.94884314545285e-13	0.769840529015729
Seq235	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.172541743970315	470	3.74886542858208e-13	0.122452631660186	0.0378522642827926	0.0107905788852046	0.520379550538746	0.00370427156130784	7.31028758573506e-13	0.647706461840779
Seq236	Bacteria	unknown	unknown	unknown	unknown	unknown	0.0667903525046382	595	6.81738145512018e-18	0.125987636840212	4.21411305260472e-27	0.169662528447225	2.03130733733753e-08	0.0497969585918421	1.77251917833125e-17	7.45273535523939e-07
Seq245	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.0760667903525046	463	0.000969563765384365	0.0392383539971911	1.17955566633811e-07	0.056280702801485	0.660441196546294	0.00273137238633319	0.00104552037373245	0.753869463374794
Seq251	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	unknown	0.0834879406307978	453	7.15658478521469e-09	0.0818420624241396	1.98139707327725e-10	0.0744751658495951	0.734423029266356	0.00204116164094637	1.04665052483765e-08	0.813946168572397
Seq260	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.131725417439703	417	0.153842557429332	0.017226351615847	0.0170738156950736	0.0150063173354351	0.56117490291207	0.00376189847829454	0.155840512720622	0.680388224256085
Seq261	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.109461966604824	527	7.33394351946081e-53	0.329659652792815	1.24399660112787e-26	0.133089767552573	0.00406119652880601	0.0133605509172759	2.14517847944229e-51	0.0141838804140389
Seq267	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas	0.0556586270871985	287	0.000595037430452744	0.0418545335299253	5.58799026581934e-05	0.0345965221414804	0.13166665129213	0.00978633623557908	0.000656786597763878	0.236999972325834
