FeatureID	sa1	sa2	sa3	sa4	sa5	sa6	sa7	sa8	sa9	sa10	sa11	sa12	sa13	sa14	sa15	sa16	sa17	sa18	sa19	sa20	sa21	sa22	sa23	sa24	sa25	sa26	sa27	sa28	sa29	sa30	sa31	sa32	sa33	sa34	sa35	sa36	sa37	sa38	sa39	sa40	sa41	sa42	sa43	sa44	sa45	sa46	sa47	sa48	sa49	sa50	sa51	sa52	sa53	sa54	sa55	sa56	sa57	sa58	sa59	sa60	sa61	sa62	sa63	sa64	sa65	sa66	sa67	sa68	sa69	sa70	sa71	sa72	sa73	sa74	sa75	sa76	sa77	sa78	sa79	sa80	sa81	sa82	sa83	sa84	sa85	sa86	sa87	sa88	sa89	sa90	sa91	sa92	sa93	sa94	sa95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135
unclassified_Alcaligenaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified_Alteromonadales	0	1	0	0	4	1	1	0	0	0	0	0	0	0	1	0	1	0	3	0	0	0	1	0	0	0	1	0	1	0	0	2	1	0	0	9	5	0	0	1	3	3	0	36	0	19	0	6	0	2	5	15	4	19	11	0	0	3	4	23	4	11	0	4	0	0	6	0	1	0	19	0	0	32	1	18	1	2	11	0	46	0	1	1	27	3	0	1	18	1	1	0	0	0	0	0	0	0	7	0	0	0	12	0	1	0	0	0	2	2	0	2	56	0	11	3	123	0	0	2	0	1	0	0	0	0	0	0	0	0	0	8	2	0	0
unclassified_Anaeroplasmataceae	1	0	0	1	0	2	4	0	1	2	7	0	1	3	2	8	4	0	4	3	2	0	1	0	0	5	3	2	0	11	1	3	0	2	0	1	0	0	0	0	0	0	1	11	0	12	1	0	0	0	1	3	13	0	0	3	0	0	0	5	1	2	0	0	0	1	0	1	0	0	0	2	3	9	1	151	1	3	0	0	0	0	0	0	180	6	0	20	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	143	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0
unclassified_Bacillaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	6	0	25	0	1	0	0	0	0	1	0	3	0	0	1	0	2	0	0	1	0	0	6	0	0	0	0	0	0	4	0	0	11	0	1	0	0	0	0	0	0	0	0	1	0	1	14	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
unclassified_Bacillales	0	1	0	1	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	0	2	0	0	14	2	4	27	0	1	26	11	0	0	1	44	33	1	61	6	84	0	6	2	21	13	10	8	31	7	11	4	52	4	18	19	4	2	6	7	28	6	0	1	0	60	1	5	90	0	60	1	7	6	1	76	0	2	13	25	28	1	43	20	2	7	16	3	5	13	0	0	34	11	4	0	14	35	1	6	1	10	97	7	0	0	59	16	1	85	5	156	0	2	19	0	3	2	0	3	0	1	0	0	13	0	0	1	0	0
unclassified_Bacteroidaceae	8	7	1	27	5	3	11	3	2	1	4	3	1	4	12	2	16	0	7	3	7	2	7	2	3	67	5	1	7	1	25	4	2	3	3	11	7	9	2	7	35	100	2	177	5	9	0	1	4	15	17	5	9	7	51	13	29	1	2	4	17	10	8	119	6	3	38	12	5	6	295	46	19	257	2	56	8	6	13	0	48	2	10	4	23	3	1	24	9	12	4	23	7	258	12	24	18	5	7	26	10	20	6	9	3	36	124	62	32	28	7	28	6	1	2	309	10	10	6	23	17	0	8	1	17	24	0	18	19	38	7	12	14	44	8
unclassified_Bacteroidales	0	1	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	3	0	0	0	0	3	3	0	0	1	0	4	1	0	0	0	4	0	0	0	1	0	0	93	0	0	0	1	0	1	0	0	0	0	43	0	2	2	0	0	1	0	1	0	0	0	0	4	1	0	1	0	0	1	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	14	2	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	7	1	0	0	1	0	1	0	0	0	1	0	1	0	0	1	1	1	1	0
unclassified_Bdellovibrionaceae	21	6	5	1	11	11	21	1	14	10	124	8	2	5	11	21	34	7	31	2	46	4	106	3	7	31	72	9	35	14	44	7	1	61	7	233	8	2	0	4	30	3	4	1084	10	7	17	13	263	15	0	52	111	40	1108	1297	1	148	1	2	17	22	6	75	4	8	14	9	1	1	39	4	4	14	5	108	22	4	237	1	41	3	6	3	21	4	8	1824	81	5	6	1	7	2	793	0	0	41	0	0	0	2	1376	0	0	0	42	3	301	12	0	0	0	0	0	69	0	0	322	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
unclassified_Bifidobacteriaceae	0	0	2	0	0	4	0	1	1	0	2	0	0	2	1	19	2	0	12	1	1	1	1	0	1	6	0	0	0	1	1	1	0	1	2	0	0	0	0	1	5	11	1	7	0	0	3	0	0	0	1	0	1	2	0	2	0	5	1	0	0	1	1	0	0	0	2	7	1	1	0	5	1	3	3	0	0	0	6	0	2	1	0	0	0	5	1	4	8	1	0	2	9	0	2	3	3	1	25	11	18	1	10	0	1	0	7	14	0	0	2	3	7	121	1	0	8	7	0	2	2	2	8	7	0	2	1	0	2	5	0	6	0	10	2
unclassified_Bryobacter	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	5	0	0	1	0	0	1	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified_Candidatus	0	0	1	0	0	1	3	0	1	3	0	5	0	0	4	1	1	0	0	0	2	1	1	0	0	1	1	0	0	6	0	2	1	0	1	0	0	0	1	0	2	2	2	11	0	4	0	0	0	0	2	1	3	3	0	0	1	6	3	5	8	1	0	0	0	3	0	0	1	1	5	1	0	7	2	6	0	2	1	1	4	0	0	0	6	8	1	12	6	1	2	2	0	0	6	0	0	2	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
unclassified_Carnobacteriaceae	0	1	1	6	4	19	4	1	5	1	0	0	0	9	2	3	2	0	1	3	3	0	2	2	1	1	0	0	1	2	0	2	0	5	0	1	11	1	1	0	1	10	1	32	0	14	12	0	1	1	1	0	8	3	1	1	1	2	4	1	5	0	1	7	4	1	0	29	0	0	29	2	0	28	1	3	3	3	2	0	1	3	0	0	1	1	0	71	0	0	0	1	8	2	3	0	16	0	0	0	0	0	0	0	0	1	2	1	2	1	4	2	3	0	4	0	2	0	2	1	0	1	0	4	1	1	7	2	23	1	3	3	0	7	7
unclassified_Catabacteriaceae	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	1	2	2	1	0	0	0	0	0	1	1	0	1	0	0	3	2	2	0	0	9	20	0	29	0	2	0	4	1	8	3	2	13	5	2	6	0	16	1	1	9	0	0	4	1	9	2	0	2	0	7	1	0	107	0	11	0	3	3	0	4	0	0	1	7	11	0	43	2	1	11	2	0	2	7	0	0	5	1	0	0	0	79	0	0	0	0	6	5	0	0	15	41	0	27	1	6	0	1	7	0	0	1	0	0	0	0	0	0	6	0	0	1	0	5
unclassified_Chitinophagaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
unclassified_Chloroplast	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified_Christensenellaceae	2	2	3	6	2	1	2	0	1	1	2	5	0	2	30	7	7	0	2	4	5	0	2	0	2	10	7	3	4	169	3	6	12	61	23	23	40	7	16	3	68	154	0	219	1	189	0	12	59	12	17	9	30	213	11	9	27	84	11	137	30	33	1	10	0	220	24	5	1	4	218	33	3	248	1	35	1	37	35	14	352	2	0	6	51	65	1	128	10	10	5	4	1	92	34	1	0	8	3	0	0	2	86	705	5	0	5	24	4	2	0	36	15	1	102	12	28	0	0	11	0	3	0	0	0	0	2	0	0	16	0	0	3	0	7
unclassified_Clostridiaceae	7	2	2	4	9	32	12	6	9	4	6	5	2	9	14	4	15	1	10	6	7	7	5	1	5	8	18	5	2	133	11	5	22	9	18	77	80	15	3	5	121	206	9	1234	43	83	4	21	49	41	35	55	96	189	15	145	17	83	35	120	113	72	6	69	27	163	23	5	14	9	201	14	11	993	5	296	5	31	159	7	248	2	6	6	187	162	10	350	40	18	49	19	16	27	64	4	0	81	37	14	0	24	73	3	4	2	43	198	17	38	4	1259	145	5	296	20	111	0	1	89	0	32	8	4	6	2	2	2	3	45	0	8	73	1	26
unclassified_Clostridiales	14	2	4	8	7	6	11	0	9	6	3	13	2	3	25	9	20	3	7	4	10	31	15	1	8	70	29	6	7	75	33	59	31	82	47	136	293	101	9	52	478	183	19	1162	11	190	3	63	33	51	38	236	343	228	34	71	40	262	44	103	97	90	18	112	61	126	40	9	117	64	239	25	32	757	31	265	13	68	134	19	605	31	13	19	151	230	10	792	187	25	117	28	35	43	89	16	0	92	105	174	9	63	232	38	45	34	50	611	236	30	21	473	156	3	1111	56	2709	22	14	241	14	65	40	38	28	28	6	52	182	139	9	15	158	100	104
unclassified_Comamonadaceae	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	26	0	13	0	1	0	0	2	0	2	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	2	0	0	1	0	0	1	0	0	0	12	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
unclassified_Coriobacteriaceae	42	1	2	81	5	4	18	34	6	3	4	22	1	6	58	8	7	1	14	17	12	123	24	3	3	29	64	3	4	115	11	18	40	36	59	98	153	132	53	168	89	312	22	898	21	83	28	74	55	73	41	62	23	505	14	71	75	246	43	65	99	73	65	38	106	210	79	137	134	355	231	243	71	506	24	123	31	226	40	31	66	123	19	56	26	70	55	163	591	7	29	189	101	76	7	115	61	124	75	71	43	107	68	898	35	112	269	292	422	67	2	118	71	280	47	143	281	76	128	88	15	47	32	1267	73	9	16	143	83	115	67	259	105	0	147
unclassified_Cryomorphaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	1	0	0	0	0	3	0	0	0	7	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	1	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	10	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0
unclassified_Cryptosporangiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified_Cyclobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified_Cytophagaceae	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0
unclassified_Defluviitaleaceae	12	2	0	0	0	0	0	1	1	2	0	0	0	0	3	0	3	1	1	0	0	15	0	0	0	0	0	1	1	8	1	2	4	4	3	17	5	7	0	5	16	23	4	52	2	6	0	2	3	8	5	2	9	64	0	5	2	8	2	10	5	21	0	6	4	10	4	0	10	4	4	4	1	64	19	17	0	0	15	3	4	0	0	7	4	4	0	33	6	5	2	12	1	2	8	0	0	12	7	0	0	1	3	1	0	0	4	14	2	6	0	22	17	5	91	8	26	0	0	2	5	6	3	0	7	1	0	6	0	3	0	0	3	0	2
unclassified_Dehalococcoidaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified_Deinococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
unclassified_Desulfobacteraceae	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
unclassified_Desulfohalobiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified_Desulfomicrobiaceae	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	0	3	0	0	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	3	0	0	0	2	0	0	9	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified_Desulfovibrionaceae	5	0	0	2	3	2	3	5	4	2	2	4	2	0	6	4	6	0	3	0	1	2	2	0	1	2	11	5	10	1	1	0	12	3	2	5	0	1	1	6	3	6	1	1227	1	1	7	1	10	8	2	0	212	1	11	30	9	9	2	2	7	1	4	9	81	147	10	6	1	36	10	5	1	482	0	346	7	9	12	1	9	4	3	13	10	6	0	19	3	2	1	33	7	2	4	0	0	0	2	0	0	4	4	0	0	0	4	37	20	7	0	2	3	0	0	1	5	0	0	248	0	1	1	0	0	1	0	0	12	5	0	0	2	0	0
unclassified_Dietziaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified_Ectothiorhodospiraceae	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified_Enterobacteriaceae	6	5	569	1	244	374	4	53	2988	1069	61	31	268	344	3	40	18	27	15	24	1944	3	20	91	58	880	246	2341	127	1337	9	14	11	4	6	6	7	47	2116	1	24	47	42	1827	7	3	32	0	2	12	4	1	1	8	1	11	4	20	4	76	17	114	4	7	108	53	18	131	45	16	1	26	3	36	56	41	1483	17	23	3	2	2	8	17	10	597	6	8	2	1	6	5	10	847	0	5	1	141	16	3	1	0	12	13	1	0	13	55	0	9	4	9	0	2	8	8	23	0	27	6	11	0	0	4	34	0	8	3	52	35	1	9	0	61	11
unclassified_Enterococcaceae	0	0	8	1	0	2	0	0	30	1	0	0	0	0	0	0	15	0	2	0	0	0	0	3	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	89	0	1	0	0	0	0	0	0	0	1	0	1	9	0	6	0	0	1	0	0	0	0	0	2	0	0	1	1	1	2	0	1	3	0	2	0	0	0	0	0	0	2	0	0	0	1	0	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	2	0	1	3	0	0	0	0	0
unclassified_Erysipelotrichaceae	55	7	3	6	11	16	197	230	17	9	22	19	20	63	81	114	112	6	36	248	221	1099	307	31	15	316	137	9	14	34	49	27	185	750	725	265	157	160	155	102	70	152	308	1393	22	136	878	66	40	299	85	354	76	978	64	109	11	789	137	359	292	91	129	174	133	130	346	138	49	36	633	111	194	340	1273	250	248	127	204	52	507	1609	38	13	40	141	297	906	628	223	213	9	185	933	136	172	76	300	77	62	655	4495	177	83	27	1259	116	1034	174	52	428	431	482	194	491	391	3003	2060	10	109	38	2691	61	2854	185	172	2	136	7897	715	337	238	331	200	4298
unclassified_Eubacteriaceae	3	0	0	0	0	2	3	11	0	0	3	1	0	1	3	2	1	0	1	0	1	10	3	0	1	5	7	0	1	52	2	31	6	3	9	24	20	10	0	2	292	68	0	322	14	82	0	22	4	41	16	15	36	159	2	15	8	68	4	88	24	8	5	13	49	35	10	1	22	17	40	4	4	105	3	60	1	18	36	2	109	4	2	14	47	113	0	133	59	0	7	9	5	7	6	2	1	76	14	161	0	8	55	11	2	0	19	113	26	5	0	200	27	2	234	4	93	0	2	42	4	5	2	2	6	3	0	6	31	32	0	2	15	1	41
unclassified_Flammeovirgaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
unclassified_Flavobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
unclassified_Geminicoccus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified_Gracilibacteraceae	1	0	1	2	0	2	0	0	1	0	0	0	1	1	3	1	3	0	2	2	3	3	0	0	2	5	1	4	1	29	1	8	6	6	2	5	24	3	1	1	104	60	1	1733	3	58	0	2	1	67	5	29	57	31	9	15	5	106	18	31	22	11	3	98	11	125	1	0	8	1	198	1	2	432	6	93	3	19	37	2	941	0	0	9	121	14	1	121	120	5	20	16	2	4	27	0	1	64	42	4	0	1	79	1	0	0	5	18	7	0	1	185	31	0	124	8	442	0	0	105	0	0	7	1	3	0	0	2	0	31	0	2	110	0	2
unclassified_Halomonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified_Haloplasmataceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified_Heliobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	10	0	0	0	0	0	0	1	0	0	0	13	0	0	36	0	7	0	0	0	1	2	1	10	5	0	0	0	7	0	5	0	0	0	0	0	12	0	1	0	0	4	1	0	14	0	13	0	2	0	1	16	0	2	0	7	0	0	25	10	0	4	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	13	7	0	0	1	0	0	0	0	169	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified_Hyphomonadaceae	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	1	0	2	1	1	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified_Ignavibacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified_Kofleriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
