FeatureID	DisplayTaxon	Module	WithinConnectivity	KME	CandidateHub
Genus:Ensifer	Ensifer	blue	5.75954168610098	0.520514542331837	FALSE
Genus:Filomicrobium	Filomicrobium	blue	13.4406919936537	0.870658004252645	TRUE
Genus:Blastococcus	Blastococcus	turquoise	7.72000034778515	0.562197773165712	FALSE
Genus:Acetobacterium	Acetobacterium	turquoise	4.36282395970158	0.408832644543281	FALSE
Genus:Jatrophihabitans	Jatrophihabitans	turquoise	7.9196624951377	0.559290741482547	FALSE
Genus:Rhizobium	Rhizobium	turquoise	5.88326213922639	0.476602314548961	FALSE
Genus:Youngiibacter	Youngiibacter	brown	1.70811267166316	0.314063625320971	FALSE
Genus:SEEP-SRB1	SEEP-SRB1	blue	4.36509164459407	0.437554887067587	FALSE
Genus:Rhodomicrobium	Rhodomicrobium	turquoise	7.4846682206468	0.559095519490805	FALSE
Genus:Lysinibacillus	Lysinibacillus	turquoise	3.62500221340073	0.31623179019495	FALSE
Genus:Desulfovibrio	Desulfovibrio	yellow	3.39462326486135	0.455255510762912	FALSE
Genus:hgcI clade	hgcI clade	yellow	15.7266756072608	0.885077288828308	FALSE
Genus:Aminobacter	Aminobacter	blue	5.31575268710405	0.544360233520155	FALSE
Genus:Salinimicrobium	Salinimicrobium	turquoise	4.0064690904892	0.305076690685013	FALSE
Genus:Modestobacter	Modestobacter	turquoise	6.93402189806045	0.554710374548268	FALSE
Genus:Pelagibius	Pelagibius	blue	9.3428595033283	0.683407330021656	FALSE
Genus:Xanthomonas	Xanthomonas	turquoise	4.33730871267099	0.386238226897813	FALSE
Genus:Chryseobacterium	Chryseobacterium	yellow	4.62229806350847	0.378438249265535	FALSE
Genus:Polymorphobacter	Polymorphobacter	yellow	2.94726703373293	0.355893933091544	FALSE
Genus:OM27 clade	OM27 clade	turquoise	3.54224318892255	0.333572242827646	FALSE
Genus:Blastomonas	Blastomonas	grey	1.00873183975547	NA	FALSE
Genus:Cloacibacterium	Cloacibacterium	grey	1.65912302262928	NA	FALSE
Genus:Reyranella	Reyranella	turquoise	14.6202413782466	0.806160495693431	TRUE
Genus:Pseudospirillum	Pseudospirillum	brown	3.44597832647217	0.538059959775352	FALSE
Genus:Croceicoccus	Croceicoccus	blue	10.1906887162473	0.733791106565088	FALSE
Genus:Salinarimonas	Salinarimonas	grey	1.5082247518595	NA	FALSE
Genus:Lactobacillus	Lactobacillus	yellow	17.1907428307196	0.942660238944129	FALSE
Genus:Desulfosarcina	Desulfosarcina	blue	10.9907639627427	0.785168366161597	FALSE
Genus:CL500-3	CL500-3	blue	3.27085700115192	0.411048999274788	FALSE
Genus:Undibacterium	Undibacterium	grey	1.25141143459228	NA	FALSE
Genus:Pseudofulvimonas	Pseudofulvimonas	brown	1.87537370084369	0.323694005681616	FALSE
Genus:Staphylococcus	Staphylococcus	yellow	18.3476238577467	0.972058130666464	TRUE
Genus:Desulfofustis	Desulfofustis	turquoise	4.86397410270784	0.382713953282736	FALSE
Genus:Nitrosomonas	Nitrosomonas	grey	1.47476316110026	NA	FALSE
Genus:Polaromonas	Polaromonas	yellow	9.344333836439	0.668957424526647	FALSE
Genus:Alterococcus	Alterococcus	brown	1.79766812363748	0.342577255037844	FALSE
Genus:Lautropia	Lautropia	grey	1.63298174607409	NA	FALSE
Genus:Haliea	Haliea	blue	11.1292279638767	0.78432663281086	FALSE
Genus:Halobacillus	Halobacillus	grey	1.8795849992244	NA	FALSE
Genus:Pantoea	Pantoea	yellow	6.94826281408823	0.658915714625307	FALSE
Genus:Macellibacteroides	Macellibacteroides	grey	1.39160735743646	NA	FALSE
Genus:Aquiflexum	Aquiflexum	turquoise	7.349897598409	0.535060787365702	FALSE
Genus:Candidatus Accumulibacter	Candidatus Accumulibacter	brown	2.2139765758143	0.349164326982859	FALSE
Genus:Thiogranum	Thiogranum	blue	9.82519558109117	0.72714445380481	FALSE
Genus:Roseimaritima	Roseimaritima	grey	1.94125783686207	NA	FALSE
Genus:Thiocapsa	Thiocapsa	grey	1.93873396337942	NA	FALSE
Genus:Aquincola	Aquincola	brown	2.2378219250889	0.402721343422333	FALSE
Genus:Seohaeicola	Seohaeicola	blue	6.66565943902132	0.661324057201716	FALSE
Genus:Methanothermobacter	Methanothermobacter	yellow	18.3393304634905	0.93253338875037	TRUE
Genus:Flavitalea	Flavitalea	brown	4.58515960570291	0.646901208780087	FALSE
Genus:Marinobacter	Marinobacter	blue	4.93974329551692	0.512513237016951	FALSE
Genus:Lewinella	Lewinella	blue	5.20472651273215	0.576437957771586	FALSE
Genus:Halanaerobium	Halanaerobium	grey	1.27843409547578	NA	FALSE
Genus:Draconibacterium	Draconibacterium	blue	5.8924389723398	0.642332426452078	FALSE
Genus:Rubripirellula	Rubripirellula	blue	13.2403530292699	0.856039688143397	TRUE
Genus:Coprothermobacter	Coprothermobacter	yellow	15.3626389822115	0.922174148968349	FALSE
Genus:Aeromicrobium	Aeromicrobium	turquoise	3.4519240614086	0.308304264857471	FALSE
Genus:Magnetospirillum	Magnetospirillum	yellow	16.531988807192	0.948265156938929	FALSE
Genus:Thioclava	Thioclava	blue	11.7285989439082	0.788336019688537	FALSE
Genus:Roseibacillus	Roseibacillus	blue	8.09445514719461	0.720645320808838	FALSE
Genus:Urania-1B-19 marine sediment group	Urania-1B-19 marine sediment group	blue	7.95139565842567	0.63196614027546	FALSE
Genus:Ruminiclostridium	Ruminiclostridium	grey	1.4301267893094	NA	FALSE
Genus:Candidatus Thiobios	Candidatus Thiobios	blue	7.06535940905573	0.600463722047956	FALSE
Genus:Arcicella	Arcicella	yellow	17.5035026260294	0.878892664088724	FALSE
Genus:Anaerolineaceae UCG-001	Anaerolineaceae UCG-001	grey	1.86067738335419	NA	FALSE
Genus:Ornithinimicrobium	Ornithinimicrobium	grey	1.5184001544907	NA	FALSE
Genus:Segetibacter	Segetibacter	brown	5.01768259009804	0.700423107827087	FALSE
Genus:Azotobacter	Azotobacter	grey	1.48209981114299	NA	FALSE
Genus:Methyloceanibacter	Methyloceanibacter	blue	11.635796366786	0.797346713474175	FALSE
Genus:Zeaxanthinibacter	Zeaxanthinibacter	grey	1.52716708069574	NA	FALSE
Genus:Labrenzia	Labrenzia	blue	7.70948231378784	0.682103707076222	FALSE
Genus:Prosthecobacter	Prosthecobacter	grey	1.29155282655969	NA	FALSE
Genus:Fontimonas	Fontimonas	grey	1.47854670283907	NA	FALSE
Genus:GKS98 freshwater group	GKS98 freshwater group	yellow	17.2758603193252	0.877005032088049	FALSE
Genus:Aliidiomarina	Aliidiomarina	yellow	5.64699901323557	0.408529160535622	FALSE
Genus:Microbacterium	Microbacterium	grey	1.0651583273086	NA	FALSE
Genus:Muriicola	Muriicola	blue	8.16242854863394	0.677112664605436	FALSE
Genus:Saccharopolyspora	Saccharopolyspora	yellow	11.8014956058571	0.677325189861959	FALSE
Genus:Sulfitobacter	Sulfitobacter	blue	3.4170147688862	0.468866511649101	FALSE
Genus:Candidatus Nitrosopumilus	Candidatus Nitrosopumilus	blue	9.50542910455575	0.70992434733455	FALSE
Genus:Cryptanaerobacter	Cryptanaerobacter	grey	1.28292574731805	NA	FALSE
Genus:Desulfuromusa	Desulfuromusa	yellow	5.70890055297879	0.564826299306305	FALSE
Genus:Aquibacter	Aquibacter	blue	3.73448252413378	0.391278022891465	FALSE
Genus:Mangrovimonas	Mangrovimonas	blue	2.57623841058545	0.349595024952247	FALSE
Genus:Psychromonas	Psychromonas	grey	1.53494217900077	NA	FALSE
Genus:Hymenobacter	Hymenobacter	grey	1.60787316751	NA	FALSE
Genus:Pelobacter	Pelobacter	blue	7.08925679473328	0.656195764224152	FALSE
Genus:Ponticoccus	Ponticoccus	blue	8.4014531766799	0.713163381610647	FALSE
Genus:Winogradskyella	Winogradskyella	grey	1.30493840773484	NA	FALSE
Genus:Methylophaga	Methylophaga	blue	4.32414006491636	0.515079812250068	FALSE
Genus:Lutimonas	Lutimonas	blue	8.42717255580162	0.66385959110864	FALSE
Genus:Hoppeia	Hoppeia	blue	3.81478208221994	0.476371883452833	FALSE
Genus:SEEP-SRB4	SEEP-SRB4	blue	8.01969755477274	0.596704864385674	FALSE
Genus:Sunxiuqinia	Sunxiuqinia	blue	2.40881951411914	0.362581750868754	FALSE
Genus:Rhodovulum	Rhodovulum	blue	7.57518813656815	0.621448099812679	FALSE
Genus:Ulvibacter	Ulvibacter	grey	1.40474053342554	NA	FALSE
Genus:Salegentibacter	Salegentibacter	grey	1.72465753467033	NA	FALSE
Genus:Marinobacterium	Marinobacterium	blue	4.64675694648829	0.500712012832685	FALSE
Genus:Mangrovibacterium	Mangrovibacterium	grey	1.58339276253268	NA	FALSE
Genus:Arcobacter	Arcobacter	grey	1.64080074430324	NA	FALSE
Genus:Georgenia	Georgenia	grey	1.6786878329362	NA	FALSE
Genus:Pseudarcicella	Pseudarcicella	yellow	9.13205319533554	0.530296286462379	FALSE
Genus:Alkaliflexus	Alkaliflexus	grey	1.59989304672067	NA	FALSE
Genus:Candidatus Aquirestis	Candidatus Aquirestis	yellow	10.8007670235899	0.609583218719067	FALSE
Genus:Thermovirga	Thermovirga	yellow	16.4058135913589	0.827543382593614	FALSE
Genus:Dethiobacter	Dethiobacter	grey	1.59934193644862	NA	FALSE
Genus:Oceanobacillus	Oceanobacillus	yellow	16.6528036241533	0.981569048083011	FALSE
Genus:EM3	EM3	yellow	18.1784626537682	0.980234218081972	TRUE
Genus:Candidatus Caldatribacterium	Candidatus Caldatribacterium	yellow	7.9647750973259	0.478065151348333	FALSE
Genus:Anaerobaculum	Anaerobaculum	yellow	18.1683305609426	0.984390024730242	TRUE
Genus:Lentibacillus	Lentibacillus	yellow	16.8355048610712	0.990765040926969	FALSE
Genus:Cyclobacterium	Cyclobacterium	grey	1.45490882455113	NA	FALSE
Genus:Thermoactinomyces	Thermoactinomyces	yellow	8.77849263632452	0.501143882179004	FALSE
Genus:Acetobacter	Acetobacter	yellow	18.4801095090833	0.970695941243438	TRUE
Genus:Kroppenstedtia	Kroppenstedtia	yellow	16.7157769221266	0.990623395651451	FALSE
Genus:Saccharospirillum	Saccharospirillum	grey	1.83032687990364	NA	FALSE
Genus:Brevibacterium	Brevibacterium	yellow	9.10934183266521	0.539291059218713	FALSE
Genus:Lactococcus	Lactococcus	yellow	18.2772245994471	0.974619474704984	TRUE
Genus:Marinimicrobium	Marinimicrobium	grey	1.92114760173753	NA	FALSE
Genus:Weissella	Weissella	yellow	8.00217529101188	0.468325520490701	FALSE
Genus:Pseudothermotoga	Pseudothermotoga	yellow	8.73846657649699	0.519869267649383	FALSE
Genus:Owenweeksia	Owenweeksia	grey	1.84555569677107	NA	FALSE
Genus:Syntrophothermus	Syntrophothermus	yellow	10.33480489414	0.582817804291226	FALSE
